// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死からの	招待		
210036	Lv36	神々の雷撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
210037	Lv37	神々の陥落	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
210038	Lv38	神々の撃破	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
210039	Lv39	神々の撃滅	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
210040	Lv40	神々の災い	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>\<color=ff7b02>無力化(凍結、石化、沈黙、混乱、気絶)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与
2200	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
220001	Lv1	魔神の兆候	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220002	Lv2	神々の降臨	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220003	Lv3	神々の出撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220004	Lv4	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220005	Lv5	神々の急襲	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220006	Lv6	神々の襲撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220007	Lv7	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220008	Lv8	神々の略奪	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220009	Lv9	神々の追撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220010	Lv10	神々の陥落	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220011	Lv11	神々の戦争	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220012	Lv12	神々の猛撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220013	Lv13	神々の争闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220014	Lv14	神々の激闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220015	Lv15	神々の奮闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220016	Lv16	神々の血闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220017	Lv17	神々の乱闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220018	Lv18	神々の電撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220019	Lv19	神々の血戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220020	Lv20	神々の激戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220021	Lv21	神々の盾	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220022	Lv22	神々の要塞	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220023	Lv23	神々の堤防	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220024	Lv24	神々の防御	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220025	Lv25	神々の警戒	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220026	Lv26	神々の番人	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220027	Lv27	神々の厳戒	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220028	Lv28	神々の援護	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220029	Lv29	聖なる抵抗	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220030	Lv30	神々の抗戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
220031	Lv31	神々の火車	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220032	Lv32	神々の突撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220033	Lv33	神々の爆撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220034	Lv34	神々の猛攻	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220035	Lv35	神々の激打	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220036	Lv36	神々の雷撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220037	Lv37	神々の陥落	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220038	Lv38	神々の撃破	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220039	Lv39	神々の撃滅	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
220040	Lv40	神々の災い	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>\<color=ff7b02>無力化(凍結、石化、沈黙、混乱、気絶)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与
2300	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
230001	Lv1	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230002	Lv2	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230003	Lv3	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230004	Lv4	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230005	Lv5	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230006	Lv6	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230007	Lv7	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230008	Lv8	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230009	Lv9	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230010	Lv10	敬虔なる反逆	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230011	Lv11	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230012	Lv12	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230013	Lv13	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230014	Lv14	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230015	Lv15	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230016	Lv16	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230017	Lv17	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230018	Lv18	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230019	Lv19	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230020	Lv20	祓魔の詠唱	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230021	Lv21	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230022	Lv22	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230023	Lv23	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230024	Lv24	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230025	Lv25	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230026	Lv26	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230027	Lv27	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230028	Lv28	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230029	Lv29	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230030	Lv30	歪んだ信仰	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
230031	Lv31	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230032	Lv32	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230033	Lv33	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230034	Lv34	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230035	Lv35	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230036	Lv36	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230037	Lv37	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230038	Lv38	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230039	Lv39	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
230040	Lv40	狂信者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>\<color=ff7b02>無力化(凍結、石化、沈黙、混乱、気絶、睡眠)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与
2400	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
240001	Lv1	魔神の兆候	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240002	Lv2	神々の降臨	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240003	Lv3	神々の出撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240004	Lv4	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240005	Lv5	神々の急襲	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240006	Lv6	神々の襲撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240007	Lv7	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240008	Lv8	神々の略奪	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240009	Lv9	神々の追撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240010	Lv10	神々の陥落	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240011	Lv11	神々の戦争	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240012	Lv12	神々の猛撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240013	Lv13	神々の争闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240014	Lv14	神々の激闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240015	Lv15	神々の奮闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240016	Lv16	神々の血闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240017	Lv17	神々の乱闘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240018	Lv18	神々の電撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240019	Lv19	神々の血戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240020	Lv20	神々の激戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240021	Lv21	神々の盾	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240022	Lv22	神々の要塞	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240023	Lv23	神々の堤防	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240024	Lv24	神々の防御	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240025	Lv25	神々の警戒	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240026	Lv26	神々の番人	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240027	Lv27	神々の厳戒	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240028	Lv28	神々の援護	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240029	Lv29	聖なる抵抗	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240030	Lv30	神々の抗戦	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
240031	Lv31	神々の火車	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240032	Lv32	神々の突撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240033	Lv33	神々の爆撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240034	Lv34	神々の猛攻	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240035	Lv35	神々の激打	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240036	Lv36	神々の雷撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240037	Lv37	神々の陥落	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240038	Lv38	神々の撃破	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240039	Lv39	神々の撃滅	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>付与
240040	Lv40	神々の災い	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>ドライブチャージ量</color><color=ffc400>▲</color>、<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃力</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>\<color=ff7b02>無力化(凍結、石化、沈黙、混乱、気絶、睡眠)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与
250001	Lv1	魔神の兆候	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250002	Lv2	神々の降臨	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250003	Lv3	神々の出撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250004	Lv4	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250005	Lv5	神々の急襲	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250006	Lv6	神々の襲撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250007	Lv7	神々の侵略	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250008	Lv8	神々の略奪	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
250009	Lv9	神々の追撃	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
