// key	CHAT_
c272_death_2	Mamaaan !
c272_drive	J'y vais !
c272_hit_1	Je vais le dire !
c272_hit_2	Aaaah !
c272_hit_3	Je te déteste !
c272_prskill	Tu vas y prendre !
c272_skill	Hi hi ! Blah !
c272_spa	C'est si chaud. Presque comme les câlins de maman.
c272_startbt	Touché ! C'est toi le chat !
c272_story1	Va-t'en ! Maman m'a dit de ne pas parler aux inconnus !
c272_story2	Maman, comment ça va ?\J'ai été attrapée par un démon menteur et chaque jour est effrayant, mais ça va.
c272_story3	Pourquoi y a plus personne ? Démooon !\Emmène-moi !
c272_true1	Maman, où tu es ? J'attends que tu rentres à la maison...\Je ne te manque pas ?
c272_true2	Tu n'es pas ma maman !\Mais... tu pourrais être mon grand frère...
c272_true3	Tu resteras toujours avec moi, hein ?\Parce que tu es mon grand frère !
c272_victory	Ha ha ha !
c274_boss_long	Je suis la mère-grand de tous les chats ! Vous me devez le respect !
c274_boss_short	Très bien, petit chat !
c274_ctskill	Attention, méfiez-vous !
c274_death_1	La prochaine fois... ensemble...
c274_death_2	Miaouuuuu...
c274_drive	Laissez, je m'en occupe !
c274_hit_1	Mrrrrrr...
c274_hit_2	Miaou !
c274_hit_3	Aaah !
c274_prskill	Miaou mrrrrr... miaouuu !
c274_skill	À miaou... moi !
c274_spa	Qu'est-ce que ce jeu ?
c274_startbt	On joue ?
c274_story1	Vous ne savez qu'énerver les gens !\Vous n'avez toujours été qu'un minable !
c274_story2	Petit chat...\Si vous pouvez plus utiliser votre main, j'irai chasser pour vous.
c274_story3	À mon réveil, je pouvais parler !\C'est là que j'ai rencontré ma maîtresse !
c274_true1	Je suis la mère-grand de tous les chats ! Vous me devez le respect !
c274_true2	Peu me chaut que je vive ou meure, pour tout dire !
c274_true3	Quand le concours du Roi des démons sera terminé, je retournerai auprès de ma maîtresse ! C'est loin, très loin ! Viendrez-vous aussi, petit chat ?
c274_victory	Me revoilà ! Ha haaaa !
c275_boss_long	Oh oh, voilà du monde.
c275_boss_short	Bienvenue !
c275_ctskill	Ça te plaît, ça ?
c275_death_1	Oups, tu m'as eue...
c275_death_2	Aïe.
c275_drive	Tu veux une surprise ?
c275_hit_1	Aïe !
c275_hit_2	Ouah !
c275_hit_3	Impressionnant !
c275_prskill	Je veux m'amuser !
c275_skill	Hmpf !
c275_spa	Bouh ! On ne regarde pas.\Ne joue pas les pervers, Maître !
c275_startbt	Ooh, toi, je vais te tourmenter.
c275_story1	Qu'est-ce que tu fais, Maître ?
c275_story2	Ose répéter ça,\et je ferai de ta vie un enfer comme si c'était ma raison d'être !
c275_story3	Très bien, exauçons le souhait de mon maître\idiot et incapable.
c275_true1	Tu es peut-être mon maître, mais ce n'est pas une raison pour fouiner comme ça.\On dirait un stalker.
c275_true2	Vous autres, les démons, vous vous prenez trop la tête.\Dans cet esprit, que dirais-tu d'une petite promenade du soir ?
c275_true3	Tu ne veux pas être Roi des démons ? Pourquoi ne pas devenir Roi des démons puis te débarrasser du concours ?
c275_victory	Fiou, je suis peut-être allée un peu trop loin.
c277_boss_long	Comment voulez-vous que je combatte ?
c277_boss_short	Service de combat à disposition.
c277_ctskill	Je veux rentrer chez moi...
c277_death_1	Seul l'argent compte...
c277_death_2	Aaah...
c277_drive	C'est le moment d'abandonner !
c277_hit_1	Argh !
c277_hit_2	Aïe !
c277_hit_3	Aïe !
c277_prskill	Vous ne trouverez pas de meilleur service !
c277_skill	La vie est dure...
c277_spa	Vous pourriez éviter de m'ennuyer pendant ma pause ?
c277_startbt	Mes services de combat coûtent plus cher.
c277_story1	Et moi qui pensais avoir enfin réussi à échapper au Royaume infernal...
c277_story2	Vous savez comme il est difficile de gagner sa vie dans cette société, pour quelqu'un qui débute ?
c277_story3	Oh, Seigneur Mammon. ♥\Repoussez votre session de jeu avec Mona\et jouez avec moi, plutôt.
c277_true1	Le salaire minimum ? Comment suis-je censée vivre avec ça ?\*soupir* C'est loin d'être suffisant...
c277_true2	À choisir, je préférerais le démon le plus faible au monde plutôt que cet hippopotame de Mammon.
c277_true3	Dépêchez-vous de monter sur le trône des démons pour devenir mon maître !\C'est ma seule chance d'échapper à Mammon !
c277_victory	N'oubliez pas ma prime.
c278_boss_long	Je ferai de mon mieux.
c278_boss_short	Qu'il en soit ainsi.
c278_ctskill	Ça ne va pas être facile.
c278_death_1	Je peux enfin me reposer.
c278_death_2	Pardonnez-moi...
c278_drive	J'ai vraiment l'air aussi faible ?
c278_hit_1	C'était inutile.
c278_hit_2	Quelle erreur.
c278_hit_3	C'était inattendu.
c278_prskill	Laissez-moi essayer ça.
c278_skill	Reculez.
c278_spa	La gentillesse n'est jamais gratuite.\Quelles sont vos intentions ?
c278_startbt	Je peux vous aider, si vous voulez.
c278_story1	Je ne prie auprès de personne.\Je ne crois pas en Dieu, donc je ne prie pas.\D'une certaine façon, je me plaignais...
c278_story2	Loki déteste l'ennui.\Je crois que c'est la seule chose qu'il hait réellement.
c278_story3	Eh bien... Je...\Disons que parfois, je me sens seule.
c278_true1	Loki m'appelle.\Vous n'entendez pas sa voix ?
c278_true2	Ce que je pense de Loki n'a aucune\importance. Ce qui importe,\c'est que je ne peux pas vivre sans lui.
c278_true3	Je vous demande de ne jamais défier Loki.\C'est le seul conseil que je peux vous donner.\Vous n'avez aucune chance contre lui.
c278_victory	Je me sens récompensée.
c279_88_boss_long	Bonjour. Je m'appelle Laufey.
c279_88_boss_short	Enchantée de te rencontrer !
c279_88_bubble_prskill	Eh bien, laisse-moi te faire un câlin.
c279_88_bubble_skill	Es-tu le jouet de Loki ?
c279_88_ctskill	Tu es très drôle.
c279_88_death_1	Tu es si cupide... comme Loki...
c279_88_death_2	Je dois y aller...
c279_88_drive	Loki est tout pour moi.
c279_88_hit_1	Oh là là...
c279_88_hit_2	Fais mieux que ça !
c279_88_hit_3	Oh ?
c279_88_hit_4	J'ai eu peur.
c279_88_hit_5	Ça fait mal, tu sais.
c279_88_hit_6	Oh.
c279_88_hit_7	As-tu fini ?
c279_88_hit_8	Es-tu satisfait ?
c279_88_hit_9	C'était splendide !
c279_88_prskill	Eh bien, laisse-moi te faire un câlin.
c279_88_skill	Es-tu le jouet de Loki ?
c279_89_boss_long	Bonjour. Je m'appelle Laufey.
c279_89_boss_short	Enchantée de te rencontrer !
c279_89_bubble_prskill	Eh bien, laisse-moi te faire un câlin.
c279_89_bubble_skill	Es-tu le jouet de Loki ?
c279_89_ctskill	Tu es très drôle.
c279_89_death_1	Tu es si cupide... comme Loki...
c279_89_death_2	Je dois y aller...
c279_89_drive	Loki est tout pour moi.
c279_89_hit_1	Oh là là...
c279_89_hit_2	Fais mieux que ça !
c279_89_hit_3	Oh ?
c279_89_hit_4	J'ai eu peur.
c279_89_hit_5	Ça fait mal, tu sais.
c279_89_hit_6	Oh.
c279_89_hit_7	As-tu fini ?
c279_89_hit_8	Es-tu satisfait ?
c279_89_hit_9	C'était splendide !
c279_89_prskill	Eh bien, laisse-moi te faire un câlin.
c279_89_skill	Es-tu le jouet de Loki ?
c279_boss_long	Laisse-moi te montrer quelque chose d'intéressant.
c279_boss_short	Ooh, j'ai hâte.
c279_ctskill	Tu es très drôle.
c279_death_1	Tu es si cupide... comme Loki...
c279_death_2	Je dois y aller...
c279_drive	Tu devrais rentrer, à présent.
c279_hit_1	J'ai été un peu distraite.
c279_hit_2	Beau travail.
c279_hit_3	Hé hé hé.
c279_prskill	J'espère que ça te convient.
c279_skill	Tadam !\Alors ?
c279_spa	Quel endroit merveilleux !\Tu es bien trop gentil à mon égard.\Tu dois m'aimer.
c279_startbt	Merci de me recevoir.
c279_story1	Il est fragile,\il a besoin d'amour.
c279_story2	C'était un cadeau,\il compte beaucoup pour moi.
c279_story3	N'ayez crainte, Maître.\Même si vous m'abandonnez,\je ne vous abandonnerai jamais.
c279_true1	Quel dommage.\Loki est quelqu'un de remarquable.\Pourquoi est-il aussi craint ?
c279_true2	J'aime Loki\depuis le moment de ma création.\Il est tout pour moi.
c279_true3	Tu n'essaies pas de me dérober Loki,\n'est-ce pas ?\J'espère que tu comprends ce que j'insinue.\Je ne voudrais pas te faire de mal.
c279_victory	Est-il bien sage de me faire confiance ?
c280_boss_long	Votre malchance, c'est ma chance à moi !
c280_boss_short	On joue ?
c280_ctskill	Pas de souci, monsieur le démon !
c280_death_1	Ma joie... elle est partie...
c280_death_2	Aaah... Aaah...
c280_drive	À moi la fortune !
c280_hit_1	Hein ?
c280_hit_2	Aïe !
c280_hit_3	Ouuuh !
c280_prskill	Ça m'énerve !
c280_skill	Je suis le chat !
c280_spa	On ne regarde pas, petit démon.
c280_startbt	Ha ha ha !\Vous devriez être heureux aussi, monsieur le démon !
c280_story1	Mon cauchemar se serait-il réalisé ?
c280_story2	Il faut que j'aille en mer sauver le thon !
c280_story3	Si elle est heureuse... pourquoi tout le monde ne le pourrait-il pas ?
c280_true1	C'est peut-être une question difficile...
c280_true2	Je ne suis pas un ange de bonne fortune.\Vous restez avec moi quand même ?
c280_true3	Vous avez aussi un souhait, monsieur le démon ?\J'espère pour vous qu'il se réalisera !
c280_victory	Ha ha ! C'est grâce à moi que vous êtes heureux ?
c281_boss_long	Cet endroit n'est pas fait pour vous.
c281_boss_short	Êtes-vous perdus ?
c281_ctskill	Je me demande si je pourrai l'apercevoir...
c281_death_1	Ce... Ce n'est pas le paradis...
c281_death_2	Hikari... Cours...
c281_drive	Pouvez-vous voir la lumière ?
c281_hit_1	Ouf !
c281_hit_2	Ouaaah !
c281_hit_3	Ngh...
c281_prskill	Vous n'irez nulle part !
c281_skill	Tais-toi !
c281_spa	Comment est-ce que vous avez su que j'étais là ?\Décidément, vous ne cesserez jamais de me surprendre.
c281_startbt	Cette fois, on le fait ensemble.
c281_story1	Réfléchis bien.\Tu es humain. Tu penses vraiment pouvoir\te mesurer à un Child comme moi ?
c281_story2	Une vie humaine s'éteint en un instant,\empli de tristesse et de désespoir. Rien de plus.
c281_story3	Même si j'erre dans l'obscurité,\j'ai l'impression d'être dans un monde lumineux.
c281_true1	Oh, bonjour, Maître.\J'étais dans mon monde,\en train de m'imaginer le paradis.
c281_true2	Si un jour je trouve le paradis,\je reviendrai à vos côtés, Maître.\Mais n'espérez pas trop.\Après tout, le paradis n'existe pas.
c281_true3	La vie, c'est comme tourner en rond\dans un labyrinthe sans issue.\Il faut continuer à avancer pour rester en vie.\Ne jamais s'arrêter, jusqu'à la mort.
c281_victory	Je suis heureuse de savoir que j'ai pu aider, ne serait-ce qu'un petit peu.
c283_10_boss_long	*soupir* Encore un client ?
c283_10_boss_short	Bienvenue. Cher client...
c283_10_ctskill	Poussez-vous, s'il vous plaît.
c283_10_death_1	Je déteste ça...
c283_10_death_2	Monsieur Verdelet... Faites que je puisse vous revoir...
c283_10_drive	Au revoir, cher client. C'était amusant...
c283_10_hit_1	Oooh !
c283_10_hit_2	Argh !
c283_10_hit_3	Quoi ?
c283_10_prskill	Abandonnez, ça vaudra mieux pour vous.
c283_10_skill	Quelle plaie.
c283_10_spa	Où est passé mon maître ?
c283_10_startbt	Qui se soucie des combats entre démons ?
c283_10_story1	Ça ne te dérange pas qu'un Child s'en prenne à ton maître ?
c283_10_story2	Vous êtes plus coléreux que je ne l'imaginais.
c283_10_story3	C'est la vérité.\Alors je me suis dit qu'en devenant votre Child, peut-être que...
c283_10_true1	N'essayez pas d'être amical avec moi.\Vous n'êtes pas mon maître...
c283_10_true2	Si mon maître n'était pas là, j'écraserais les démons comme vous...
c283_10_true3	Ne décevez pas mon maître. Vous devez tout faire pour devenir Roi des démons.\S'il vous plaît... maître.
c283_10_victory	Je n'ai pas besoin de votre validation.
c283_12_boss_long	*soupir* Encore un client ?
c283_12_boss_short	Bienvenue. Cher client...
c283_12_ctskill	Si agaçant...
c283_12_death_1	Je suis pitoyable... Maître...
c283_12_death_2	Je n'étais pas faite pour être servante...
c283_12_drive	Hors de ma vue !
c283_12_hit_1	Aaah !
c283_12_hit_2	Aïe !
c283_12_hit_3	Aaah !
c283_12_prskill	Vous n'avez aucune chance de me battre.
c283_12_skill	Tu es tenace, on dirait.
c283_12_spa	Où est passé mon maître ?
c283_12_startbt	Qui se soucie des combats entre démons ?
c283_12_story1	Ça ne te dérange pas qu'un Child s'en prenne à ton maître ?
c283_12_story2	Vous êtes plus coléreux que je ne l'imaginais.
c283_12_story3	C'est la vérité.\Alors je me suis dit qu'en devenant votre Child, peut-être que...
c283_12_true1	N'essayez pas d'être amical avec moi.\Vous n'êtes pas mon maître...
c283_12_true2	Si mon maître n'était pas là, j'écraserais les démons comme vous...
c283_12_true3	Ne décevez pas mon maître. Vous devez tout faire pour devenir Roi des démons.\S'il vous plaît... maître.
c283_12_victory	Je n'ai pas besoin de votre validation.
c283_89_boss_long	Bienvenue au Café de Petit.
c283_89_boss_short	Bienvenue, cher client.
c283_89_bubble_prskill	Il est temps d'abandonner.
c283_89_bubble_skill	Vous êtes tenace, on dirait.
c283_89_ctskill	Poussez-vous, s'il vous plaît.
c283_89_death_1	Je déteste ça...
c283_89_death_2	Monsieur Verdelet... Faites que je puisse vous revoir...
c283_89_drive	Au revoir, cher client. C'était amusant.
c283_89_hit_1	Oooh !
c283_89_hit_2	Oh non !
c283_89_hit_3	Quoi ?
c283_89_hit_4	Gueuh !
c283_89_hit_5	Grave erreur.
c283_89_hit_6	Aaah !
c283_89_hit_7	Hi hi.
c283_89_hit_8	Maître !
c283_89_hit_9	Oooh !
c283_89_prskill	Vous feriez mieux d'abandonner...
c283_89_skill	Quelle plaie.
c283_boss_long	*soupir* Encore un client ?
c283_boss_short	Bienvenue. Cher client...
c283_ctskill	Si agaçant...
c283_death_1	Je suis pitoyable... Maître...
c283_death_2	Je n'étais pas faite pour être servante...
c283_drive	Hors de ma vue !
c283_hit_1	Aaah !
c283_hit_2	Aïe !
c283_hit_3	Aaah !
c283_prskill	Vous n'avez aucune chance de me battre.
c283_skill	Vous êtes tenace, on dirait.
c283_spa	Où est passé mon maître ?
c283_startbt	Qui se soucie des combats entre démons ?
c283_story1	Ça ne te dérange pas qu'un Child s'en prenne à ton maître ?
c283_story2	Vous êtes plus coléreux que je ne l'imaginais.
c283_story3	C'est la vérité.\Alors je me suis dit qu'en devenant votre Child, peut-être que...
c283_true1	N'essayez pas d'être amical avec moi.\Vous n'êtes pas mon maître...
c283_true2	Si mon maître n'était pas là, j'écraserais les démons comme vous...
c283_true3	Ne décevez pas mon maître. Vous devez tout faire pour devenir Roi des démons.\S'il vous plaît... maître.
c283_victory	Je n'ai pas besoin de votre validation.
c285_boss_long	Être insignifiant, prépare-toi à brûler pour l’éternité !\Le Duel sans fin, une légende invincible !
c285_boss_short	Pour le prochain duel, c’est moi qu’il faudra affronter !
c285_ctskill	C'est parti !
c285_death_1	C’est tout... pour... aujourd’hui.
c285_death_2	À... bientôt.
c285_drive	En avant pour le prochain champ de bataille !
c285_hit_1	Ça fait mal !
c285_hit_2	Ça va se payer !
c285_hit_3	Argh...
c285_prskill	Considérez ça comme une faveur !
c285_skill	Bon, d'accord.
c285_spa	Ah ah ! Qu’est-ce qui te rend si nerveux ?
c285_startbt	C’est un retour en force ! En avant, suivez le capitaine Natalis !
c285_story1	Je devrais préparer une petite blague pour Chaîne Evil.\Par principe.
c285_story2	Fini de s’ennuyer en regardant Chaîne Evil !\Le Duel sans fin vous permettra d’assister à nos duels en direct,\alors restez à l’écoute !
c285_story3	Tu n’as pas besoin d’être fort,\il faut juste que tu survives jusqu’à la fin du combat. Compris ?
c285_true1	Le concours vient de commencer, c’est pour ça que le Royaume infernal est désert.\Aucune trace de Lucifaro. Pour rencontrer des démons intéressants\il va falloir se rendre dans le Royaume des mortels.
c285_true2	Hmm. Crois-le ou non, mais j’ai des amis.\Je ne suis pas comme toi.
c285_true3	Tu connais Brigit ? Un simple conseil :\ne t’approches pas d’elle.\C’est mon amie, mais elle est un peu bizarre. Enfin, elle est très bizarre.
c285_victory	Je suis de retour du champ de bataille !
c286_boss_long	Je n'aime guère les clients difficiles.
c286_boss_short	Puis-je vous aider ?
c286_ctskill	Hors de mon chemin !
c286_death_1	C-Comment ai-je pu être si imprudent ?
c286_death_2	Aaah...
c286_drive	Je m'en charge !
c286_hit_1	Non !
c286_hit_2	Oooh !
c286_hit_3	Gueuh !
c286_prskill	Surveillez vos manières !
c286_skill	Il semble qu'un nettoyage soit nécessaire.
c286_spa	Pour l'instant... disons juste que je suis satisfait.
c286_startbt	Vous avez besoin de moi, n'est-ce pas ?
c286_story1	Vous êtes prétendant au trône des démons,\mais vous n'avez aucune connaissance de base,\je me trompe ?
c286_story2	Notre nouveau maître n'est qu'un moyen pour arriver à nos fins.\D'ici peu, j'aurai prouvé que je vaux\mieux que Lisa.
c286_story3	Je ne m'allie à vous que jusqu'à la fin du concours du Roi des démons...\Petit impertinent !
c286_true1	En matière de sensualité brute... Lisa est une magnifique succube.\Celui qu'elle sert ne peut pas être un démon ordinaire.
c286_true2	Je n'ai jamais douté du jugement de Lisa.\Mais... je me demande pourquoi elle vous a choisi comme maître.
c286_true3	Si vous ne devenez pas Roi des démons, la réputation de Lisa serait irrémédiablement ternie.\Alors, assurez-vous de réussir.
c286_victory	Appelez-moi quand vous voulez...
c287_88_boss_long	Oh, tu veux faire équipe avec moi ?
c287_88_boss_short	Ha ha ha ! Tu vas pas devoir seulement te battre !
c287_88_ctskill	Fais mieux que ça !
c287_88_death_1	J'abandonnerai pas !
c287_88_death_2	Aaah !
c287_88_drive	Évidemment, il peut y avoir qu'une seule vedette !
c287_88_hit_1	C'est tout ?
c287_88_hit_2	C'est tout ?
c287_88_hit_3	Décevant.
c287_88_hit_4	Ouf !
c287_88_hit_5	Dégage !
c287_88_hit_6	Aaah !
c287_88_hit_7	Gueuh !
c287_88_hit_8	Eh bien, regarde-toi !
c287_88_hit_9	C'est de la triche !
c287_88_prskill	Ça suffit, j'en ai assez.
c287_88_skill	Je serai la gagnante !
c287_boss_long	Arrête d'être aussi têtu et abandonne !
c287_boss_short	Tu lâches jamais l'affaire, hein ?
c287_ctskill	Fais mieux que ça !
c287_death_1	J'abandonnerai pas !
c287_death_2	Aaah !
c287_drive	Que ma danse te captive !
c287_hit_1	Aaaah !
c287_hit_2	Aïe !
c287_hit_3	Ouf !
c287_prskill	Je vais t'en montrer un peu plus !
c287_skill	C'est rien !
c287_spa	D'abord, je termine ma session d'entraînement,\ensuite je m'accorde un court moment de répit.\Comme une vraie danseuse pro ! Plutôt cool, non ?
c287_startbt	À partir de maintenant, la scène m'appartient !
c287_story1	Je vais continuer à viser toujours plus haut,\et un jour, tout le monde m'admirera !\C'est pour ça que j'aimerais que tu essaies d'être un peu plus ambitieux.
c287_story2	Humpf. Je vais continuer à faire les choses à ma manière.\Toi, prouve ta valeur\à ta façon.
c287_story3	Les gens font des pactes avec des démons\pour que leurs souhaits se réalisent, pas vrai ?\Mais toi, tu passes ton temps à dire que t'en es incapable.
c287_true1	Je te reconnais comme mon maître.\
c287_true2	On peut pas être le meilleur\sans tout donner, non ? Dans ce cas,\je t'aiderai à le devenir.
c287_true3	Je suis ton Child, je peux pas te surpasser.\C'est pour ça que je vais faire de toi le Roi des démons.\Je serai le Child le plus puissant.\
c287_victory	Succombe à tes regrets !
c289_10_boss_long	Voyons si vous êtes digne d'être mis en pièces...
c289_10_boss_short	Croisons le fer !
c289_10_ctskill	Quel manque de discipline !
c289_10_death_1	Dommage... mais je n'ai aucun... regret...
c289_10_death_2	Argh !
c289_10_drive	Le seigneur Rufus l'ordonne !
c289_10_hit_1	Quoi, c'est tout ?
c289_10_hit_2	Pas mal...
c289_10_hit_3	Oooh !
c289_10_prskill	Ne me faites pas perdre mon temps !
c289_10_skill	Je vais mettre fin à votre calvaire.
c289_10_spa	Vu l'humidité de l'air, \il devrait pleuvoir demain. \Zut ! Il faut que j'enlève mes plantes !
c289_10_startbt	J'anéantirai les cibles.
c289_10_story1	Nous mettrons le seigneur Rufus sur le trône des démons. \C'est notre devoir et le sens même de notre existence.
c289_10_story2	Écoutez... Le concours bat son plein et vous êtes au cœur de la mêlée. \Ne l'oubliez jamais.
c289_10_story3	Pour l'instant, \je dois me concentrer et cultiver tout ce que je croise... \des racines jusqu'aux branches !
c289_10_true1	Le Royaume des mortels est d'un ennui... Mais c'est un bon endroit \pour faire pousser des bonzaïs.
c289_10_true2	Luine est peut-être stricte, mais elle est gentille. \C'est assez marrant de la faire marcher.
c289_10_true3	Si nécessaire, je peux même faire de vous le Roi des démons. \Si le seigneur Rufus l'ordonne, bien sûr...
c289_10_victory	Le doute n'est pas permis... \La victoire est à vous !
c289_boss_long	Je vais vous montrer pourquoi on m'appelle Durandal !
c289_boss_short	N'espérez pas vous échapper !
c289_ctskill	Observez attentivement...
c289_death_1	Mon épée... elle s'est brisée !
c289_death_2	Oooh... Ngh...
c289_drive	Goûtez de mon épée éternelle !
c289_hit_1	J'ai baissé ma garde...
c289_hit_2	Ouuuuh...
c289_hit_3	Argh...
c289_prskill	Ne me sous-estimez pas !
c289_skill	Hors de mon chemin !
c289_spa	*soupir* Si vous n'avez rien de mieux à faire, rejoignez-moi.
c289_startbt	Compris. J'irai en première ligne.
c289_story1	Nous couronnerons le seigneur Rufus Roi des démons. C'est notre devoir et le sens même de notre existence.
c289_story2	Écoutez, le concours bat son plein et vous êtes au cœur de la mêlée. Ne l'oubliez jamais.
c289_story3	Pour l'instant, je dois me concentrer et cultiver tout ce que je croise... des racines jusqu'aux branches !
c289_true1	Le Royaume des mortels est d'un ennui... Mais c'est un bon endroit pour faire pousser des bonzaïs.
c289_true2	Luine est peut-être stricte, mais elle est gentille. Et puis... c'est amusant de la provoquer.
c289_true3	Si nécessaire, je peux même faire de vous le Roi des démons. Enfin... Si le seigneur Rufus l'ordonne, s'entend.
c289_victory	Me revoici.
c290_boss_long	Déjà ? Bienvenue tout de même.
c290_boss_short	Vous allez me faire attendre longtemps ?
c290_ctskill	Comment ça fait ?
c290_death_1	Vous me donnez tant de plaisir...
c290_death_2	Hé hé hé ♥
c290_drive	Voyons comment vous savez souffrir !
c290_hello1	Bienvenue à la Collection écarlate. \N'hésitez pas, jetez donc un œil.
c290_hello2	Ce n'est pas passé loin. Hé hé hé... Ça me met les nerfs en pelote, vous savez ? Je dois me ménager.
c290_hello3	On dit qu'une rencontre fortuite est toujours prédestinée. Cela veut dire que dans nos vies d'avant, nous nous connaissions... Hi hi.
c290_hidden	Il y a peut-être quelque chose d'utile pour vous. Regardez, prenez votre temps. Nous ne sommes pas pressés... Hi hi.
c290_hit_1	Amusant !
c290_hit_2	C'est trop mignon...
c290_hit_3	Hi hi.
c290_prskill	Divertissez-moi encore un peu.
c290_skill	C'est tout ?
c290_spa	Je n'aurais jamais pensé que ça serait si agréable. C'est un peu comme une épreuve... \Mmmh, j'adore !
c290_startbt	J'y vais d'abord ? Très bien, suivez-moi.
c290_story1	Je n'ai pas envie de jouer le petit jeu de Lucifaro. \Je ne suis pas comme vous, moi.
c290_story2	Faites-moi frôler la mort ! \Vous pourriez me mettre en pièces comme ce démon, l'autre fois ?
c290_story3	Vous serez toujours bienvenu à la Collection écarlate.\De bien des manières...
c290_thankyou	Le concours du Roi des démons ne m'intéresse pas. Les démons et les Childs ont l'air de le trouver génial, mais pour moi, c'est très vite dépassé.
c290_true1	Je ne retournerai pas au Royaume infernal avant longtemps. \Je vais rester ici, au Royaume des mortels. À votre service.
c290_true2	J'ai laissé tomber le concours du Roi des démons, \et je n'ai aucune envie d'y participer à nouveau. Hi hi...
c290_true3	L'amour et l'amitié, c'est tellement rasoir... Je trouve largement plus mignon de voir votre visage se tordre de douleur.
c290_victory	Vous êtes satisfait, maintenant ?
c290_wait1	J'ai quelque chose de rare en stock, aujourd'hui. Je vais vous faire une faveur et vous le montrer.
c290_wait2	Revenez quand vous voulez. Je ne bouge pas d'ici.
c292_boss_long	Je serai votre adversaire !
c292_boss_short	Ravie de vous rencontrer.
c292_ctskill	Dégagez de là.
c292_death_1	Seigneur Rufus... pardonnez-moi...
c292_death_2	Quelle défaite humiliante...
c292_drive	Préparez-vous à mourir !
c292_hit_1	Quelle imprudence.
c292_hit_2	Ghhh !
c292_hit_3	Je comprends mieux.
c292_prskill	Vous allez le regretter.
c292_skill	Disparaissez !
c292_spa	*soupir* ...Oh ! Incroyable, je...
c292_startbt	Je m'en charge.
c292_story1	Vous n'aviez pas peur de mourir ? Vous pensiez qu'on vous renverrait simplement au Royaume infernal ? Vous êtes rudement optimiste !
c292_story2	Ah, seigneur Rufus... vais-je devoir endurer cela encore longtemps ? Je sens les effets de cet endroit sur mon corps...\et sur mon esprit.
c292_story3	Il sera fait comme vous voulez.
c292_true1	Le seigneur Rufus m'a ordonné de trouver des informations, mais... en quoi cela me valorise-t-il ?
c292_true2	Mais qu'est-ce que vous croyez ? Vous espérez pouvoir me vaincre ?
c292_true3	Tout cela est inutile. Seul le seigneur Rufus est digne de régner sur le Royaume infernal.
c292_victory	Je m'y attendais.
c294_10_boss_long	Touché ! C'est toi le chat !
c294_10_boss_short	Comme c'est risible !
c294_10_ctskill	Tu n'iras nulle part !
c294_10_death_1	Ce n'est pas fini !
c294_10_death_2	Alors là !
c294_10_drive	Je vous tuerai tous.
c294_10_hit_1	Je préfère ça.
c294_10_hit_2	Qu'est-ce que c'est ?
c294_10_hit_3	Tu fais trop de bruit.
c294_10_prskill	Encore en vie ?
c294_10_skill	Va-t'en.
c294_10_spa	Hé hé. Quoi ?\Tu croyais que je prenais des bains de sang ?
c294_10_startbt	Fais ce que je te dis.
c294_10_story1	Tu es ma fleur. Dans mon cœur, aucune femme ne peut rivaliser contre toi !\Ha, c'est niais !
c294_10_story2	Ne t'imagine pas que je vais faire mon possible pour t'aider.\Peu importe ce dont tu as besoin.
c294_10_story3	Promets-moi que tu ne m'abandonneras pas.\Je te protégerai jusqu'à ce que tu ne sois plus que poussière.
c294_10_true1	Personne ne sait m'utiliser correctement.\Crétins.
c294_10_true2	Tu m'as vraiment oubliée ?\Sérieusement ? Tu n'as pas honte ?
c294_10_true3	Tu ne m'as pas trouvée, je t'ai trouvé.\D'ailleurs, tu fais quoi, à part te tourner les pouces ?
c294_10_victory	Ha ha ! Ça me plaît !
c294_boss_long	Maintenant, jure-moi fidélité !\On sera ensemble pour l'éternité.
c294_boss_short	Un serment de sang...
c294_ctskill	Permets-moi !
c294_death_1	Je... redeviens... poussière.
c294_death_2	Adieu... tout le monde...
c294_drive	Tiens-toi bien !
c294_hit_1	J'ai raté ?
c294_hit_2	Aïïïe !
c294_hit_3	Ghh...
c294_prskill	Pardonne-moi !
c294_skill	Retire-toi.
c294_spa	Hé hé hé...\Quelque chose ne va pas ?\Tu croyais que je baignais dans du sang ?
c294_startbt	Permets-moi de te guider sur le chemin des bonnes manières.
c294_story1	Tu es une fleur qui s'épanouit sous le ciel d'azur,\jeune fille de mes rêves.
c294_story2	À partir d'aujourd'hui, je m'appelle Miáthory ! Miaou !
c294_story3	Si tu acceptes d'être la femme de mes rêves, je te protégerai jusqu'à mon dernier souffle.
c294_true1	Le Royaume infernal est ennuyeux.\Un royaume où la puissance l'emporte, où les forts dominent les faibles... Il n'y a pas la moindre beauté.\C'est pour ça que tu as fui dans le Royaume des mortels aussi, pas vrai ?
c294_true2	Je ne sais pas pourquoi, mais on me traite souvent de vampire.\Je ne suis qu'une démone classique, pourtant.\Hi hi... Tu veux te faire mordre ?
c294_true3	Démon qui est apparu si soudainement dans mon jardin...\Je t'ornerai de mes fleurs pour que tu ne t'échappes pas.
c294_victory	Et voilà. Tu as mal quelque part ?
c295_boss_long	Suis-je Inconnue ? \Qui suis-je ?
c295_boss_short	Hé hé... \Ha ha ha... \HA HA HA !
c295_ctskill	Poussière, tu retourneras à la poussière...
c295_death_1	Sayoko... à l'aide...
