// key	CHARACTER_DESCRIPTION_
10200289	Je suis ton aile, ton ombre, le vent qui souffle autour de toi.\Je serai à tes côtés pour toujours, pour te protéger.
10200290	On raconte que l'amour est plus ardent que les feux de l'enfer. Tant que Tiwaz sera en vie,\mon amour pour elle ne s'estompera jamais.
10200291	En amour, on n'a pas le choix. Même moi,\je ne peux pas contrôler mes propres sentiments...
10200292	Te voir lutter pour me battre\est intéressant.
10200293	Une décision prise à la hâte est une mauvaise décision.\Il faut toujours bien réfléchir.
10200294	Bienvenue. Ça te dirait de tenter le sort ?
10200295	Même les meilleurs des voleurs\finissent par laisser une trace.
10200296	Mieux vaut fermer votre porte.\La nuit tombe.
10200297	Si tu es mon commencement,\je serais ta fin.
10200298	Même si le reste du monde te tourne le dos,\je resterai avec toi.
10200299	Débarrassons-nous de tout ce qui n'a pas de sens.\Ève erre aux quatre coins de la Terre.
10200300	Le passé et le futur sont aussi insignifiants qu'un tas de poussière. Profitons de l'instant présent, mon ami.
10200301	Elle serait prête à mourir pour son maître.\S'il en vaut la peine, bien sûr.
10200302	Votre bien-être est plus important que le mien, Maître.
10200303	Je suis la plus puissante de toutes !\Personne ne peut m'arrêter !
10200304	Intrus dans le jardin de la reine,\taisez-vous et agenouillez-vous devant elle.
10200305	Je dévorai tout ce qui vit.\Bienvenu en enfer.
10200306	J'ai suivi ce que m'a dit ton cœur \Suivras-tu ce que te dis le mien ?
10200307	N'abandonnez pas vos rêves !\On va tout donner, ça va être un concert inoubliable !
10200308	Nous espérons que cette chanson\vous donnera de la force.
10200309	La jolie, mimi, diablo-sexy ☆\princesse Mars♥ vous fait tourner la tête.
10200310	Tu sauras couvrir Vénus♥ d'amour et de soutien ?\Mettons-nous au travail !
10200311	Il est temps que la lumière perce l'obscurité.\Coucou tout le monde ! C'est bon de vous revoir !
10200312	L'odeur de la fumée et le fracas d'un marteau contre l'acier.\Que vous faut-il de plus ?
10200313	Oublie le passé et lève les yeux.\Ton futur est aussi clair et lumineux que le ciel.
10200327	Bonjour, confrère imprudent.\J'espère que tu vas m'amuser.
10200328	Ne laisse pas la déprime gagner.\La vie est trop courte pour être aussi sérieuse tout le temps.
10200331	C'est une blague ? Tu n'es pas en panne d'inspiration.\Arrête de te chercher des excuses.
10200332	C'est impossible de ne pas adorer une fille\aussi jolie et parfaite que moi !
10200333	En combat, tout ce dont j'ai besoin,\c'est de camarades et de gros pétards !
10200334	Ce n'est pas grave si tu n'es pas comme les autres.\Je serai toujours de ton côté.
10200335	Je dominerai le champ de bataille même dans la pire des situations !
10200337	Je suis ton obscurité.\L'ombre qui protège ta lumière.
10200338	Je vais montrer à tout le monde qui est le vrai roi.
10200340	Les aveugles ne retrouvent pas la vue.\Laissez-moi vous guider, pauvres agneaux.
10200344	Messie, princesse de Butena, est venue sauver\les gens du désespoir et forger un nouvel empire !
10200345	Je ferais tout pour revenir au bon vieux temps\où tout n'était que festivités.
10200346	Je veux manger quelque chose. Du poulet frit ?\Un hamburger c'est pas mal... Oh, et pourquoi pas une pizza !
10200347	Miaou miaou ?\Tu veux qu'on apprenne à se connaître ?
10200348	Appelle-moi quand tu veux !\Je t'apporterai mon aide !
10200349	La vérité est insignifiante quand elle est là,\et inestimable quand elle ne l'est pas.
10200350	Quel supplice.\Venez m'affronter tous à la fois.
10200351	Pourquoi suis-je venue dans ce monde.\Je dois m'efforcer de le découvrir.
10200352	Ce n'était pas si mal, je suppose.\Je vous apporterai mon aide aussi longtemps que serai dans ce monde.
10200353	L'attachement engendre la tristesse, puis la colère.\Vous suivez aveuglément votre destin, pauvres fous.
10200354	Le destin n'a rien à voir avec moi.\Je fais mes propres choix.
10200355	Rinko a besoin de moi.
10200356	Tu as l'air d'aller bien !\Tu veux discuter ?
10200357	Qui veut faire la course contre moi ?\Je gagnerai, bien sûr !
10200358	Tu ne connaîtras pas le résultat de la course\avant de passer la ligne d'arrivée.
10200359	Qu'est-ce qu'on s'ennuie...\Tu veux boire un verre avec moi ?
10200360	La raclée que je vais t'infliger te mettra hors d'état de nuire.
10200361	Mon ami, mon frère, mon sauveur.\Aujourd'hui encore, je t'attends dans le temps perdu.
10200362	Fétides serviteurs de l'enfer, il est temps de\rendre votre dernier soupir, vous ne croyez pas ?
10200363	L'amour reste un mystère pour moi.\Mais si Turan est heureuse...
10200364	Mon amour pour lui est profond et sincère.\Je ne regrette aucun de mes choix.
10200365	Pauvre mouton. Rentre donc dans mon enclos.
10200366	Ne détourne pas le regard. Jure-moi loyauté.\Si tu t'exécutes, je t'emmènerai au paradis.
10200369	Cette balle est pour toi.\Grendel, la sadique qu'on ne peut pas détester.
10200372	Une démone dont la vengeance est la seule raison de vivre.
10200373	Mêle-toi de ce qui te regarde.\Je vis ma vie comme je l'entends.
10200374	Le destin se crée,\alors laisse-moi créer le tien !
10200375	Je vais vous confier un secret... \Moi aussi, je déteste Noël.
10200376	Personne ne peut comprendre le vent qui souffle dans les régions polaires. C'est la volonté de Dieu.
10200377	Ô saint cauchemar est arrivé, \porté par un terrible blizzard... et c'est vous qu'il cherche !
10200378	Ne te moque pas de moi !\Je suis une terrible démone !
10200379	Je ne peux pas m'empêcher de défier les démons,\ils sont tous si terrifiants.
10200381	Une jeune exorciste destinée à suivre les traces de Merlin l'Enchanteur.
10200382	Une demi-déesse conseillère.\Une sage qui réveillera votre potentiel.
10200388	Yo ho, yo ho, j'embarque sur l'eau !\Je suis en mission pour trouver mon paradis !
10200389	La sainte relique Sallos, aussi sage que vive d'esprit,\pourtant, ses désirs sont loin d'être assouvis.
10200390	Belial l'exécutrice, l'une des trois consuls qui assistent le Roi des démons du Royaume infernal.
10200399	Joyeux Noël !\ Tu veux quoi comme cadeau ?
10200404	La vie est un jeu de hasard, non ?\ Je vais essayer de faire confiance à ma chance !
10200405	L'ange Ariel, déléguée des cieux qui dissimule son identité.
20100001	"Avec une balle bleue, je pourrais devenir le champion des jeux où on se sert d'une balle."
20100002	"Si je fais du bruit, utilise une tapette à mouches."
20100003	"Ne m'asperge pas d'insecticide, même si je fais trop de bruit."
20100004	"M'attraper ne te rapportera aucun point et ne mettra pas fin au jeu."
20100005	"Attention à ne pas être frappé par la balle."
20100006	Le démon vous regarde. S'il vous glace le sang, courez sans vous retourner.
20100007	Le démon vous regarde. Si son regard est trop intense, partez en silence.
20100008	Le démon vous regarde.\Si vous entendez le vent dans les bois, sifflez.
20100009	Le démon vous regarde.\Si vous êtes gêné, cachez-vous dans un trou.
20100010	Le démon vous regarde. Si vous voyez quelque chose briller dans l'obscurité, ne faites pas un bruit.
20100011	Si vous vous sentez seul dans le bain, mettez-le dans la baignoire et discutez.
20100012	Un bougeoir monté sur un ressort. Son corps est plus gros que le ressort.
20100013	Placez-le dans un parterre de fleurs. Extermination des nuisibles en option.
20100014	Placez-le sur votre bureau pour améliorer votre concentration. Essayez d'ignorer le bruit du ressort.
20100015	"Pour approfondir votre amitié, essayez d'organiser une surprise."
20100016	"Je viens prendre ta vie. Ne me complique pas la tâche !"
20100017	"Les ninjas sont extrêmement loyaux ! Vite, donnez-moi un ordre, Maître !"
20100018	"Calme-toi, ou je te taillerai en pièces !"
20100019	"Ne fais pas trop confiance à ton ombre !"
20100020	"La vie d'un guerrier est solitaire. Ne te mets pas en travers de mon chemin."
20100021	Un cochon amphibie. Dans l'eau, il devient le plus puissant des cochons.
20100022	Kikli, le petit cochon.\Contrairement aux trois petits cochons, il est fils unique.
20100023	Respectez son végétarisme.
20100024	Ne photographiez pas cette petite star porcine sans autorisation.
20100025	Ce cochon sensible a le grognement le plus pensif au monde.
20100026	La Vengeresse bleue est cruelle. "Ceux qui me blessent, je les fais payer au centuple."
20100027	La Vengeresse rouge brûle de rage. "J'irai jusqu'au fond de l'enfer pour me venger."
20100028	La Vengeresse verte prendra tout, y compris votre cœur. "Tu vas payer de ta vie pour tes péchés."
20100029	La lumière de la Vengeresse ne faiblit jamais. "Essaie de courir, au moins jusqu'à ce que ma colère s'estompe."
20100030	L'obscurité de la Vengeresse est déterminée à se venger. "Fais ce que tu veux. Je prendrai tout de toute façon."
20100031	Il vit tant que vous vous sentez seul. Gardez-le dans une bouteille en plastique, pour qu'il ne s'évapore pas.
20100032	Il vit tant que vous éprouvez de la haine. Rangez votre bureau, sinon il s'agacera.
20100033	Il vit tant que vous lui faites confiance. Il aime flâner dans les bois mais ne peut pas encore faire de photosynthèse.
20100034	Il vit tant que vous êtes anxieux. Vos yeux, épaules et lombaires se fatiguent si vous le regardez trop longtemps.
20100035	Il vit tant que vous êtes triste et dort en moyenne 26 heures.
20100036	Une volonté de fer alliée à un sourire tranchant comme un couteau...
20100039	Il préfère manger des mauvaises herbes gelées.
20100040	Il a été prouvé qu'il vivait dans les régions tropicales.
20100041	On dit qu'il sème de la poussière de fée s'il est élevé avec amour. Ne croyez pas tout ce qu'on dit.
20100042	La légende raconte qu'il est né d'un cocon frappé par la foudre.
20100043	En regardant de plus près, vous voyez que c'est un papillon de nuit.
20100044	De l'air frais vient de l'intérieur. Ça pourrait être utile l'été.
20100045	Une lumière rouge brille à l'intérieur. Ça pourrait être utile en cas d'urgence.
20100046	Si vous rassemblez toutes les couleurs, vous pourrez les utiliser comme signal.
20100047	Une lumière dorée brille à l'intérieur. Ce serait parfait pour la photographie.
20100048	Une lumière d'un blanc pur brille à l'intérieur. Ce serait parfait comme lampe de chevet.
20100049	Une plante sinistre qui pousse à l'ombre.
20100050	Elle est caractérisée par un goût très pimenté.
20100051	C'est une racine. À ne pas confondre avec les haricots.
20100052	Surnom : Peach\Surnom détesté : Peach
20100053	Attention à la prononciation de son nom. C'est Dahrk, pas Dark.
20100054	Une seringue pour les inflammations dermiques, capable de régénérer totalement la peau vieille et affaiblie.
20100055	Une seringue pour les rhumes. On pense que l'ingrédient actif est le piment rouge, et non la fraise.
20100056	Contient de la sève, efficace pour soulager la fatigue et le stress.
20100057	Sans colorants ni conservateurs. Un produit très sain.
20100058	À conserver au congélateur si vous aimez la glace au raisin.
20100059	Pour demander quelque chose au Cubik aquatique, il faut dire le contraire.
20100060	Appelez le Cubik pi si vous avez besoin d'aide. Il ne peut pas dire non.
20100061	Remettez-le en place après utilisation. Il peut faire mal si on marche dessus.
20100062	Peut être utilisé à la place d'une lampe fluorescente dans les toilettes.
20100063	Des observations indiquent que c'est un cube nocturne. Attention, il peut vous faire déprimer.
20100064	Un porte-tasse plus grand qu'une tasse.
20100065	Un accessoire extravagant qui détonne dans la chambre modeste d'un démon paresseux.
20100066	Des études ont montré qu'il s'agissait d'une plante. En cas de pénurie, elle peut être cultivée et mangée.
20100067	Indispensable aux démons sans le sou qui s'inquiètent de leur facture d'électricité.
20100068	Ne peut bouger qu'à droite et à gauche.
20100069	Né de votre solitude, ce Child s'énerve et finit par s'évaporer si on l'ignore.
20100070	Né de votre haine,\ce Child soupire souvent à cause du stress.
20100071	Ce Child est né de votre confiance. Vous en avez mangé un morceau, mais il a le goût de concombre.
20100072	Ce Child est né de votre tristesse. Sa peau spongieuse donne envie de le toucher.
20100073	Né de votre anxiété, ce Child est difficile à retirer une fois qu'il s'est collé à vos vêtements.
20100074	Il aime votre solitude et est censé soigner la dépression si vous vivez avec.
20100075	Il aime votre haine et est censé soulager les nerfs douloureux si vous l'utilisez à la place d'une bouillotte.
20100076	Il aime votre confiance et ses moustaches auraient des propriétés anti-âge si on les fait bouillir.
20100077	Il aime votre tristesse et sa berceuse est censée être efficace en cas d'insomnie.
20100078	Il aime votre anxiété et est censé soulager la fatigue une fois placé à la maison.
20100079	Il veut manger votre solitude. À conserver congelé à -18 °C maximum.
20100080	Il veut manger votre haine. Surnommé "Bouillotte froide" en raison de sa température tiède.
20100081	Il veut manger votre confiance. Il aime produire de l'amidon par photosynthèse.
20100082	Il veut manger votre tristesse. Vous pouvez lui parler de tout, mais il ne donnera aucun conseil.
20100083	Il veut manger votre anxiété. Si vous essayez de lui parler, il vous ignorera sûrement.
20100084	Il grandit en se nourrissant de votre solitude et chante d'une voix limpide.
20100085	Il grandit en se nourrissant de votre haine et émet juste assez de chaleur.
20100086	Il grandit en se nourrissant de votre confiance et sa chlorophylle est prête à essayer la photosynthèse !
20100087	Il grandit en se nourrissant de votre tristesse. N'oubliez pas de le remercier chaleureusement.
20100088	Il grandit en se nourrissant de votre anxiété. Vous ne savez pas ce qu'il pense, ce qui vous rend encore plus anxieux.
20100094	Un Child né des larmes des pingouins arctiques...
20100095	La princesse Éos parlera peut-être,\mais qu'entraîneront ses mots ?
20100096	Il veut manger votre joie. Il pense être le meilleur, alors attention.
20100097	Il grandit en se nourrissant de votre joie. Il brille de mille feux, de jour comme de nuit.
20100099	Une fée bleue particulièrement gentille par rapport aux autres.
20100100	Une fée rouge particulièrement affairée par rapport aux autres.
20100101	Une fée verte particulièrement agréable par rapport aux autres.
20100102	Une fée lumineuse particulièrement bruyante par rapport aux autres.
20100103	Une fée noire particulièrement maussade par rapport aux autres.
20100104	Si vous entendez de l'eau s'égoutter,\c'est que Bleuron aux ailes d'eau est proche.
20100105	Si vous entendez des flammes crépiter, c'est que Feuron aux ailes rouges est proche.
20100106	Si vous entendez de l'herbe bruisser, c'est que Veron aux ailes vertes est proche.
20100107	Si vous entendez de l'électricité grésiller, c'est que Luron aux ailes lumineuses est proche.
20100108	Si vous entendez un bruit sourd, c'est que Noiron aux ailes sombres est proche.
20100109	Le dragon azur aux flammes bleues attend silencieusement l'occasion de se venger.
20100110	Éveillez-vous, compagnons.\Le combat a commencé !
20100111	Cette guerre n'est pas finie.\Je suis le Chef Mech, soldat vaincu de retour sur le champ de bataille !
20100112	Je me réjouis de vous avoir rencontré, maître !\Je suis votre fidèle soldat Mech !
20100113	Bonjour bonjour ♪\Je suis une poupée qui danse, je vous attendais depuis bien longtemps ♪
20100116	J'aime bien les gentils garçons.\Ils sont tellement faibles...
20100120	Child haineux ayant la forme d'un chérubin.
20100121	Témoignages du passé enterrés sous les sables du désert.\Réminiscence d'un amour vieux de deux mille ans.
20100124	Satané démon !\Prépare-toi à recevoir ta sentence, roi !
20100126	Qui a besoin de Noël ? Ce soir, les démons déferlent !
20100127	Ce renne démoniaque misérable est tout seul.
20100133	Voulez-vous savoir quel est votre cadeau ? Envie de jeter un œil ? D'accord, juste un coup d'œil.
20100136	Des forces mystérieuses provenant des confins de l'univers se sont rassemblées et ont établi résidence dans ce Cosmime.
20100138	Des forces mystérieuses provenant des confins de l'univers se sont rassemblées et ont établi résidence dans ce Cosmime.
20100139	Des forces mystérieuses provenant des confins de l'univers se sont rassemblées et ont établi résidence dans ce Cosmime. Il n'existe pas plus grand mythe.
20100149	Autrefois existait un monstre misérable, \que son créateur a abandonné.
20100159	Bœuf tout mignon qui est, en réalité, un esprit élémentaire.
20100160	Bœuf tout mignon qui est, en réalité, un esprit élémentaire.
20100161	Bœuf tout mignon qui est, en réalité, un esprit élémentaire.
20100162	Bœuf tout mignon qui est, en réalité, un esprit élémentaire.
20100163	Bœuf tout mignon qui est, en réalité, un esprit élémentaire.
