// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
460002	Stage 2	Between Reason and Emotion	
460003	Stage 3	Paths Cross	
460004	Stage 4	A Perilous Pact	
460005	Stage 5	Turan's Dream	
460006	Stage 6	Pursuing Freedom	
460007	Stage 7	A Misunderstanding	
460008	Stage 8	Rainy Afternoon	
4610	<Narrative>	Daydream	For the events unfolding before your eyes are ever so dreamlike.
461001	Stage 1	First Love (Hard)	
461002	Stage 2	Between Reason and Emotion (Hard)	
461003	Stage 3	Paths Cross (Hard)	
461004	Stage 4	A Perilous Pact (Hard)	
461005	Stage 5	Turan's Dream (Hard)	
461006	Stage 6	Pursuing Freedom (Hard)	
461007	Stage 7	A Misunderstanding (Hard)	
461008	Stage 8	Rainy Afternoon (Hard)	
4700	<Narrative>	Extra Game	War is us demons' destiny!\Welcome to the hellish battlefield!
470001	Stage 1	House Show	
470002	Stage 2	Dark Match	
470003	Stage 3	"I Quit" Match	
470004	Stage 4	First Blood Match	
470005	Stage 5	Inferno Match	
470006	Stage 6	Hardcore Match	
470007	Stage 7	Death Match	
470008	Stage 8	Championship	
4710	<Narrative>	Extra Game	War is us demons' destiny!\Welcome to the hellish battlefield!
471001	Stage 1	House Show (Hard)	
471002	Stage 2	Dark Match (Hard)	
471003	Stage 3	"I Quit" Match (Hard)	
471004	Stage 4	First Blood Match (Hard)	
471005	Stage 5	Inferno Match (Hard)	
471006	Stage 6	Hardcore Match (Hard)	
471007	Stage 7	Death Match (Hard)	
471008	Stage 8	Championship (Hard)	
4800	<Narrative>	Rogue's March	Get all of the problem children in one place!\Who's the strongest troublemaker?
480001	Stage 1	Where it All Goes Down	
480002	Stage 2	Ungrateful	
480003	Stage 3	My Name's Dianus!	
480004	Stage 4	A Real Demon	
480005	Stage 5	True Wish	
480006	Stage 6	Betrayal is the Villain's Virtue	
480007	Stage 7	Have the Tables Turned?	
480008	Stage 8	Journey's End	
4810	<Narrative>	Rogue's March	Get all of the problem children in one place!\Who's the strongest troublemaker?
481001	Stage 1	Where it All Goes Down (Hard)	
481002	Stage 2	Ungrateful (Hard)	
481003	Stage 3	My Name's Dianus! (Hard)	
481004	Stage 4	A Real Demon (Hard)	
481005	Stage 5	True Wish (Hard)	
481006	Stage 6	Betrayal is the Villain's Virtue (Hard)	
481007	Stage 7	Have the Tables Turned? (Hard)	
481008	Stage 8	Journey's End (Hard)	
4900	<Narrative>	Within Temptation	Who will I play with today?
490001	Stage 1	Bittersweet Temptation Ⅰ	
490002	Stage 2	Bittersweet Temptation Ⅱ	
490003	Stage 3	Fun Toy	
490004	Stage 4	Like Sherlock	
490005	Stage 5	Fragment Ⅰ	
490006	Stage 6	Fragment Ⅱ	
490007	Stage 7	Fragment Ⅲ	
490008	Stage 8	Cunning Demon	
4910	<Narrative>	Within Temptation	Who will I play with today?
491001	Stage 1	Bittersweet Temptation Ⅰ (Hard)	
491002	Stage 2	Bittersweet Temptation Ⅱ (Hard)	
491003	Stage 3	Fun Toy (Hard)	
491004	Stage 4	Like Sherlock (Hard)	
491005	Stage 5	Fragment Ⅰ (Hard)	
491006	Stage 6	Fragment Ⅱ (Hard)	
491007	Stage 7	Fragment Ⅲ (Hard)	
491008	Stage 8	Cunning Demon (Hard)	
5000	<Narrative>	A Christmas Blessing	A lonely demon has set out on a journey to find her destiny in the Christmas season.\Where is it?
500001	Stage 1	Practice Time Is Over	
500002	Stage 2	Hungry Princess	
500003	Stage 3	Working Princess	
500004	Stage 4	Christmas Fighter	
500005	Stage 5	Fated Partners I	
500006	Stage 6	Fated Partners II	
500007	Stage 7	Grilla the Demon	
500008	Stage 8	Merry Christmas!	
5010	<Narrative>	A Christmas Blessing	A lonely demon has set out on a journey to find her destiny in the Christmas season.\Where is it?
501001	Stage 1	A Christmas Blessing (Hard)	
501002	Stage 2	Practice Time Is Over (Hard)	
501003	Stage 3	Hungry Princess (Hard)	
501004	Stage 4	Working Princess (Hard)	
501005	Stage 5	Christmas Fighter (Hard)	
501006	Stage 6	Fated Partners I (Hard)	
501007	Stage 7	Fated Partners II (Hard)	
501008	Stage 8	Grilla the Demon (Hard)	
5100	<Narrative>	What Is Love?	Vivian comforts everyone equally. What kind of love lessons does she have for them?
510001	Stage 1	A Way to Make Everyone Happy	
510002	Stage 2	A Promise to a Girl	
510003	Stage 3	To Tell You the Truth...	
510004	Stage 4	Let's Make Love Ⅰ	
510005	Stage 5	Let's Make Love Ⅱ	
510006	Stage 6	Let's Make Love Ⅲ	
510007	Stage 7	Mémoire	
510008	Stage 8	Great Vivian	
5110	<Narrative>	What Is Love?	Vivian comforts everyone equally. What kind of love lessons does she have for them?
511001	Stage 1	A Way to Make Everyone Happy (HARD)	
511002	Stage 2	A Promise to a Girl (HARD)	
511003	Stage 3	To Tell You the Truth... (HARD)	
511004	Stage 4	Let's Make Love Ⅰ (HARD)	
511005	Stage 5	Let's Make Love Ⅱ (HARD)	
511006	Stage 6	Let's Make Love Ⅲ (HARD)	
511007	Stage 7	Mémoire (HARD)	
511008	Stage 8	Great Vivian (HARD)	
5600	<Narrative>	Summer Trouble	A midsummer festival\rife with troubles.
560001	Stage 1	Summer Trouble	
560002	Stage 2	On Your Marks!	
560003	Stage 3	Time to Run!	
560004	Stage 4	Return of the Hydro Shooter Sisters	
560005	Stage 5	Water Gun Rematch	
560006	Stage 6	Decisive Battle	
560007	Stage 7	Is That a Warning or Advice?	
560008	Stage 8	Left Out	
5610	<Narrative>	Summer Trouble	A midsummer festival\rife with troubles.
561001	Stage 1	Summer Trouble (Hard)	
561002	Stage 2	On Your Marks! (Hard)	
561003	Stage 3	Time to Run! (Hard)	
561004	Stage 4	Return of the Hydro Shooter Sisters (Hard)	
561005	Stage 5	Water Gun Rematch (Hard)	
561006	Stage 6	Decisive Battle (Hard)	
561007	Stage 7	Is That a Warning or Advice? (Hard)	
561008	Stage 8	Left Out (Hard)	
5800	<Narrative>	Battle Royale	A New Holy Order Selection Begins?!
580001	Stage 1	Intersect	
580002	Stage 2	Trading	
580003	Stage 3	Battle Royale Ⅰ	
580004	Stage 4	Battle Royale Ⅱ	
580005	Stage 5	Battle Royale Ⅲ	
580006	Stage 6	Battle Royale Ⅳ	
580007	Stage 7	Daredevil	
580008	Stage 8	Discover	
5810	<Narrative>	Battle Royale	A New Holy Order Selection Begins?!
581001	Stage 1	HARD Intersect	
581002	Stage 2	HARD Trading	
581003	Stage 3	HARD Battle Royale Ⅰ	
581004	Stage 4	HARD Battle Royale Ⅱ	
581005	Stage 5	HARD Battle Royale Ⅲ	
581006	Stage 6	HARD Battle Royale Ⅳ	
581007	Stage 7	HARD Daredevil	
581008	Stage 8	HARD Discover	
