// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
510003	第3關	老實說…	
510004	第4關	讓我們來愛吧 Ⅰ	
510005	第5關	讓我們來愛吧 Ⅱ	
510006	第6關	讓我們來愛吧 Ⅲ	
510007	第7關	Mémoire	
510008	第8關	偉大的薇薇安	
5110	<故事>	什麼是愛？	薇薇安平等的安撫所有人。她能為大家上哪些愛的課程呢？
511001	第1關	讓大家開心的方法 (困難)	
511002	第2關	對女孩的承諾 (困難)	
511003	第3關	老實說… (困難)	
511004	第4關	讓我們來愛吧 Ⅰ (困難)	
511005	第5關	讓我們來愛吧 Ⅱ (困難)	
511006	第6關	讓我們來愛吧 Ⅲ (困難)	
511007	第7關	Mémoire (困難)	
511008	第8關	偉大的薇薇安 (困難)	
5600	<故事>	《夏季麻煩》	充滿麻煩的\仲夏慶典。
560001	第1關	《夏季麻煩》	
560002	第2關	所有人各就各位！	
560003	第3關	該跑了！	
560004	第4關	湧水射手姐妹歸來	
560005	第5關	水槍再戰	
560006	第6關	決戰	
560007	第7關	那是警告還是建議？	
560008	第8關	忽略	
5610	<故事>	《夏季麻煩》	充滿麻煩的\仲夏慶典。
561001	第1關	《夏季麻煩》(困難)	
561002	第2關	所有人各就各位！(困難)	
561003	第3關	該跑了！(困難)	
561004	第4關	湧水射手姐妹歸來(困難)	
561005	第5關	水槍再戰(困難)	
561006	第6關	決戰(困難)	
561007	第7關	那是警告還是建議？(困難)	
561008	第8關	忽略(困難)	
5800	<故事>	大亂鬥	新的聖騎士團員選拔開始了？！
580001	第1關	轉場	
580002	第2關	交易	
580003	第3關	大亂鬥 Ⅰ	
580004	第4關	大亂鬥 Ⅱ	
580005	第5關	大亂鬥 Ⅲ	
580006	第6關	大亂鬥 Ⅳ	
580007	第7關	無懼之人	
580008	第8關	發現	
5810	<故事>	大亂鬥	新的聖騎士團員選拔開始了？！
581001	第1關	HARD 轉場	
581002	第2關	HARD 交易	
581003	第3關	HARD 大亂鬥 Ⅰ	
581004	第4關	HARD 大亂鬥 Ⅱ	
581005	第5關	HARD 大亂鬥 Ⅲ	
581006	第6關	HARD 大亂鬥 Ⅳ	
581007	第7關	HARD 無懼之人	
581008	第8關	HARD 發現	
