// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
4200	Narratif	Allez !	Les malentendus s'accumulent et les dressent l'une contre l'autre.\Comment leur histoire va-t-elle se terminer ?
420001	Niveau 1	Célèbre escrimeuse	
420002	Niveau 2	Tournoi amical	
420003	Niveau 3	Résultats invraisemblables	
420004	Niveau 4	Désirs	
420005	Niveau 5	Cauchemars	
420006	Niveau 6	Childs disparus	
420007	Niveau 7	Fusion	
420008	Niveau 8	Les adieux	
4210	Narratif	Allez !	Les malentendus s'accumulent et les dressent l'une contre l'autre.\Comment leur histoire va-t-elle se terminer ?
421001	Niveau 1	Célèbre escrimeuse (difficile)	
421002	Niveau 2	Tournoi amical (difficile)	
421003	Niveau 3	Résultats invraisemblables (difficile)	
421004	Niveau 4	Désirs (difficile)	
421005	Niveau 5	Cauchemars (difficile)	
421006	Niveau 6	Childs disparus (difficile)	
421007	Niveau 7	Fusion (difficile)	
421008	Niveau 8	Les adieux (difficile)	
4300	<Narratif>	La Dolce Vita	Remémorez-vous de doux souvenirs \enfouis profondément dans votre esprit.
430001	Niveau 1	Pourquoi pas moi ?	
430002	Niveau 2	Le diamant d'innocence	
430003	Niveau 3	Montrez-moi votre cœur	
430004	Niveau 4	Commencer doucement	
430005	Niveau 5	Bienvenue dans le monde du cosplay	
430006	Niveau 6	Contre la montre	
430007	Niveau 7	Costume terminé	
430008	Niveau 8	Événement : première convention des fans	
4310	<Narratif>	La Dolce Vita	Remémorez-vous de doux souvenirs \enfouis profondément dans votre esprit.
431001	Niveau 1	Pourquoi pas moi ? (difficile)	
431002	Niveau 2	Le diamant d'innocence (difficile)	
431003	Niveau 3	Montrez-moi votre cœur (difficile)	
431004	Niveau 4	Commencer doucement (difficile)	
431005	Niveau 5	Bienvenue dans le monde du cosplay (difficile)	
431006	Niveau 6	Contre la montre (difficile)	
431007	Niveau 7	Costume terminé (difficile)	
431008	Niveau 8	Événement : première convention des fans (difficile)	
4400	<Narratif>	Chatte, chienne et démon	Une chienne et une chatte s'enfuient à l'autre bout du monde !
440001	Niveau 1	Bénévolat	
440002	Niveau 2	Refuge étrange	
440003	Niveau 3	À l'aide, ouaf !	
440004	Niveau 4	Lassi et Catsi	
440005	Niveau 5	Les souhaits du duo	
440006	Niveau 6	Pagaille poilue	
440007	Niveau 7	Évasion	
440008	Niveau 8	Paix rétablie	
4410	<Narratif>	Chatte, chienne et démon	Une chienne et une chatte s'enfuient à l'autre bout du monde !
441001	Niveau 1	Bénévolat (difficile)	
441002	Niveau 2	Refuge étrange (difficile)	
441003	Niveau 3	À l'aide, ouaf ! (difficile)	
441004	Niveau 4	Lassi et Catsi (difficile)	
441005	Niveau 5	Les souhaits du duo (difficile)	
441006	Niveau 6	Pagaille poilue (difficile)	
441007	Niveau 7	Évasion (difficile)	
441008	Niveau 8	Paix rétablie (difficile)	
4500	<Narratif>	On The Road	Tant que j'ai une moto, je n'ai pas besoin de mots !
450001		Entrée de la belle Davi	
450002		Ce qui n'est pas visible	
450003		La promesse	
450004		Un souhait	
450005		La vérité sur l'histoire de fantômes	
450006		La course	
450007		L'accident	
450008		Revanche	
4510	<Narratif>	On The Road	Tant que j'ai une moto, je n'ai pas besoin de mots !
451001		HARDEntrée de la belle Davi	
451002		HARDCe qui n'est pas visible	
451003		HARDLa promesse	
451004		HARDUn souhait	
451005		HARDLa vérité sur l'histoire de fantômes	
451006		HARDLa course	
451007		HARDL'accident	
451008		HARDRevanche	
4600	<Narratif>	Rêve éveillé	Car les événements qui se déroulent sous vos yeux sont semblables à un rêve.
460001	Niveau 1	Premier amour	
460002	Niveau 2	Entre la raison et l'émotion	
460003	Niveau 3	Croisée des chemins	
460004	Niveau 4	Un pacte périlleux	
460005	Niveau 5	Le rêve de Turan	
460006	Niveau 6	À la poursuite de la liberté	
460007	Niveau 7	Quiproquo	
460008	Niveau 8	Après-midi pluvieux	
4610	<Narratif>	Rêve éveillé	Car les événements qui se déroulent sous vos yeux sont semblables à un rêve.
461001	Niveau 1	Premier amour (difficile)	
461002	Niveau 2	Entre la raison et l'émotion (difficile)	
461003	Niveau 3	Croisée des chemins (difficile)	
461004	Niveau 4	Un pacte périlleux (difficile)	
461005	Niveau 5	Le rêve de Turan (difficile)	
461006	Niveau 6	À la poursuite de la liberté (difficile)	
461007	Niveau 7	Quiproquo (difficile)	
461008	Niveau 8	Après-midi pluvieux (difficile)	
4700	<Narratif>	Extra Game	Pour nous autres démons, la guerre, c'est toute notre vie! Bienvenue sur le champ de bataille infernal!
470001	Niveau 1	House Show	
470002	Niveau 2	Dark Match	
470003	Niveau 3	"I Quit" Match	
470004	Niveau 4	First Blood Match	
470005	Niveau 5	Inferno Match	
470006	Niveau 6	Hardcore Match	
470007	Niveau 7	Death Match	
470008	Niveau 8	Championnat	
4710	<Narratif>	Extra Game	Pour nous autres démons, la guerre, c'est toute notre vie! Bienvenue sur le champ de bataille infernal!
471001	Niveau 1	House Show (difficile)	
471002	Niveau 2	Dark Match (difficile)	
471003	Niveau 3	"I Quit" Match (difficile)	
471004	Niveau 4	First Blood Match (difficile)	
471005	Niveau 5	Inferno Match (difficile)	
471006	Niveau 6	Hardcore Match (difficile)	
471007	Niveau 7	Death Match (difficile)	
471008	Niveau 8	Championnat (difficile)	
4800	<Narratif>	Le déserteur	Rassemblez tous les Childs à problème au même endroit ! \Lequel est le pire de tous ?
480001	Niveau 1	Là où tout s'effondre	
480002	Niveau 2	Ingratitude	
480003	Niveau 3	Je m'appelle Dianus !	
480004	Niveau 4	Un véritable démon	
480005	Niveau 5	Un véritable souhait	
480006	Niveau 6	La trahison est la vertu du Mal	
480007	Niveau 7	Inversion des rôles ?	
480008	Niveau 8	La fin du voyage	
4810	<Narratif>	Le déserteur	Rassemblez tous les Childs à problème au même endroit ! \Lequel est le pire de tous ?
481001	Niveau 1	Là où tout s'effondre (difficile)	
481002	Niveau 2	Ingratitude (difficile)	
481003	Niveau 3	Je m'appelle Dianus ! (difficile)	
481004	Niveau 4	Un véritable démon (difficile)	
481005	Niveau 5	Un véritable souhait (difficile)	
481006	Niveau 6	La trahison est la vertu du Mal (difficile)	
481007	Niveau 7	Inversion des rôles ? (difficile)	
481008	Niveau 8	La fin du voyage (difficile)	
4900	<Narratif>	Tentation interne	Avec qui vais-je jouer, aujourd'hui ?
490001	Niveau 1	Tentation douce-amère Ⅰ	
490002	Niveau 2	Tentation douce-amère Ⅱ	
490003	Niveau 3	Jouet amusant	
490004	Niveau 4	Comme Sherlock	
490005	Niveau 5	Fragment Ⅰ	
490006	Niveau 6	Fragment Ⅱ	
490007	Niveau 7	Fragment Ⅲ	
490008	Niveau 8	Démon sournois	
4910	<Narratif>	Tentation interne	Avec qui vais-je jouer, aujourd'hui ?
491001	Niveau 1	Tentation douce-amère Ⅰ(difficile)	
491002	Niveau 2	Tentation douce-amère Ⅱ(difficile)	
491003	Niveau 3	Jouet amusant(difficile)	
491004	Niveau 4	Comme Sherlock(difficile)	
491005	Niveau 5	Fragment Ⅰ(difficile)	
491006	Niveau 6	Fragment Ⅱ(difficile)	
491007	Niveau 7	Fragment Ⅲ(difficile)	
491008	Niveau 8	Démon sournois(difficile)	
5000	<Narratif>	La bénédiction de Noël	Une démone solitaire est partie en quête de sa destinée pendant la saison de Noël.\Où ses pas vont-ils la conduire ?
500001	Niveau 1	On passe à la pratique !	
500002	Niveau 2	La princesse affamée	
500003	Niveau 3	Une princesse au travail	
500004	Niveau 4	Combattant de Noël	
500005	Niveau 5	Compagnons d'infortune I	
500006	Niveau 6	Compagnons d'infortune II	
500007	Niveau 7	Grilla la démone	
500008	Niveau 8	Joyeux Noël !	
5010	<Narratif>	La bénédiction de Noël	Une démone solitaire est partie en quête de sa destinée pendant la saison de Noël.\Où ses pas vont-ils la conduire ?
501001	Niveau 1	La bénédiction de Noël (difficile)	
501002	Niveau 2	On passe à la pratique ! (difficile)	
501003	Niveau 3	La princesse affamée (difficile)	
501004	Niveau 4	Une princesse au travail (difficile)	
501005	Niveau 5	Combattant de Noël (difficile)	
501006	Niveau 6	Compagnons d'infortune I (difficile)	
501007	Niveau 7	Compagnons d'infortune II (difficile)	
501008	Niveau 8	Grilla la démone (difficile)	
5100	<Narratif>	Qu'est-ce que l'amour ?	Vivian réconforte tout le monde sans discrimination. Quelles leçons d'amour va-t-elle transmettre ?
510001	Niveau 1	Un moyen de satisfaire tout le monde	
510002	Niveau 2	Une promesse faite à une fille	
510003	Niveau 3	À vrai dire...	
510004	Niveau 4	Faisons l'amour Ⅰ	
510005	Niveau 5	Faisons l'amour Ⅱ	
510006	Niveau 6	Faisons l'amour Ⅲ	
510007	Niveau 7	Mémoire	
510008	Niveau 8	La grande Vivian	
5110	<Narratif>	Qu'est-ce que l'amour ?	Vivian réconforte tout le monde sans discrimination. Quelles leçons d'amour va-t-elle transmettre ?
511001	Niveau 1	Un moyen de satisfaire tout le monde (difficile)	
511002	Niveau 2	Une promesse faite à une fille (difficile)	
511003	Niveau 3	À vrai dire... (difficile)	
511004	Niveau 4	Faisons l'amour Ⅰ (difficile)	
511005	Niveau 5	Faisons l'amour Ⅱ (difficile)	
511006	Niveau 6	Faisons l'amour Ⅲ (difficile)	
511007	Niveau 7	Mémoire (difficile)	
511008	Niveau 8	La grande Vivian (difficile)	
5600	<Narratif>	Festival estival	Un festival d'été qui\s'annonce très mouvementé.
560001	Niveau 1	Festival estival	
560002	Niveau 2	À vos marques !	
560003	Niveau 3	Partez !	
560004	Niveau 4	Le retour des sœurs arroseuses	
560005	Niveau 5	Revanche au pistolet à eau	
560006	Niveau 6	La bataille décisive	
560007	Niveau 7	C'était un avertissement ou un conseil ?	
560008	Niveau 8	Mise à l'écart	
5610	<Narratif>	Festival estival	Un festival d'été qui\s'annonce très mouvementé.
561001	Niveau 1	Festival estival (difficile)	
561002	Niveau 2	À vos marques ! (difficile)	
561003	Niveau 3	Partez ! (difficile)	
561004	Niveau 4	Le retour des sœurs arroseuses (difficile)	
561005	Niveau 5	Revanche au pistolet à eau (difficile)	
561006	Niveau 6	La bataille décisive (difficile)	
561007	Niveau 7	C'était un avertissement ou un conseil ? (difficile)	
561008	Niveau 8	Mise à l'écart (difficile)	
5800	<Narratif>	Battle Royale	Le début du choix d'un nouvel ordre saint ?
580001	Niveau 1	Intersection	
580002	Niveau 2	Commerce	
580003	Niveau 3	Battle Royale Ⅰ	
580004	Niveau 4	Battle Royale Ⅱ	
580005	Niveau 5	Battle Royale Ⅲ	
580006	Niveau 6	Battle Royale Ⅳ	
580007	Niveau 7	Casse-cou	
580008	Niveau 8	Découverte	
5810	<Narratif>	Battle Royale	Le début du choix d'un nouvel ordre saint ?
581001	Niveau 1	HARD Intersection	
581002	Niveau 2	HARD Commerce	
581003	Niveau 3	HARD Battle Royale Ⅰ	
581004	Niveau 4	HARD Battle Royale Ⅱ	
581005	Niveau 5	HARD Battle Royale Ⅲ	
581006	Niveau 6	HARD Battle Royale Ⅳ	
581007	Niveau 7	HARD Casse-cou	
581008	Niveau 8	HARD Découverte	
