// key	SKILL_TARGET_
544	สุ่มศัตรู (แร็กนา:ปะทุ)
545	ศัตรูธาตุน้ำ (แร็กนา:ปะทุ)
546	ศัตรูธาตุไฟ (แร็กนา:ระเบิด)
547	ศัตรูธาตุไม้ (แร็กนา:ระเบิด)
548	ศัตรูธาตุแสง (แร็กนา:ปะทุ)
549	ศัตรูธาตุมืด (แร็กนา:ระเบิด)
55	พันธมิตรธาตุมืด (บอสยักษ์ 20 คน)
550	ศัตรู (PvP, ที่ติดดีบัฟ)
551	ศัตรู (PvP, HP 50%% หรือต่ำกว่า)
552	ศัตรู (สั่นพ้องความเสียหาย)
56	สายโจมตีธาตุน้ำ
57	พันธมิตรสายโจมตีธาตุไฟ
58	พันธมิตรสายโจมตีธาตุไม้
59	พันธมิตรสายโจมตีธาตุแสง
6	พันธมิตร (ตาย)
60	พันธมิตรสายโจมตีธาตุมืด
61	พันธมิตร (สถานะ DoT)
62	พันธมิตร (ที่ติดสตัน)
63	พันธมิตร (ที่กลายเป็นหิน)
64	พันธมิตร (ที่กลายเป็นหิน/ถูกแช่แข็ง)
65	พันธมิตร (ที่ติดดีบัฟความเสียหายจากสกิล)
66	พันธมิตร (HP ต่ำ)
67	พันธมิตร (HP สูง)
68	พันธมิตร (ตาย, ภาพลวงตา)
69	พันธมิตร (บัฟการป้องกัน)
7	พันธมิตร (ตาย)
70	พันธมิตร (ที่มีบาเรียร์)
71	พันธมิตร (เลือดออก)
72	พันธมิตร (โฟกัส)
73	พันธมิตร (ที่มีบาดแผล)
74	พันธมิตรธาตุน้ำ (พลังโจมตีสูง)
75	พันธมิตร (ที่สับสน/ทนทาน)
76	พันธมิตร (ต้องสาป)
77	พันธมิตร (ได้บัฟเกี่ยวกับเวลา)
78	พันธมิตร (ติดพิษ)
79	พันธมิตร (ทนทาน)
8	พันธมิตร (HP ต่ำ)
80	พันธมิตร (PvP)
81	พันธมิตรธาตุน้ำ (PvP)
82	พันธมิตรธาตุไฟ (PvP)
83	พันธมิตรธาตุไม้ (PvP)
84	พันธมิตรธาตุแสง (PvP)
85	พันธมิตรธาตุมืด (PvP)
86	ตัวเอง (บอสยักษ์ 5 คน)
87	พันธมิตร (ความเร็วสูงสุด)
88	พันธมิตร (คริติคอลสูงสุด)
89	พันธมิตร (HP ต่ำ)
9	พันธมิตรธาตุเดียวกันกับสกิล
90	พันธมิตร (HP สูง)
91	พันธมิตรธาตุไฟ (พลังโจมตีสูง)
92	พันธมิตรธาตุไม้ (พลังโจมตีสูง)
93	พันธมิตรธาตุแสง (พลังโจมตีสูง)
94	พันธมิตรธาตุมืด (พลังโจมตีสูง)
95	ตัวเอง (ใต้ดิน)
96	พันธมิตร (ชั้นใต้ดิน)
97	พันธมิตรธาตุน้ำ (ใต้ดิน)
98	พันธมิตรธาตุไฟ (ใต้ดิน)
99	พันธมิตรธาตุไม้ (ใต้ดิน)
