// key	ITEM_NAME_	ITEM_DESCRIPTION_
2030084	冠軍褲	長度到大腿中間的拳擊用短褲。\和上衣一起穿搭的話看起來就像件普通的褲子。
2030085	冠軍褲	長度到大腿中間的拳擊用短褲。\和上衣一起穿搭的話看起來就像件普通的褲子。
2030093	迷彩裝備	軍用的正式迷彩服。\穿上它躲在草叢中的話看起來就像真的軍人一樣。
2030094	迷彩裝備	軍用的正式迷彩服。\穿上它躲在草叢中的話看起來就像真的軍人一樣。
2030095	迷彩裝備	軍用的正式迷彩服。\穿上它躲在草叢中的話看起來就像真的軍人一樣。
2030103	水手服	女高中生穿的水手服。\總有一天得要從這套制服畢業。
2030104	水手服	女高中生穿的水手服。\總有一天得要從這套制服畢業。
2030105	水手服	女高中生穿的水手服。\總有一天得要從這套制服畢業。
2030113	背帶裙睡衣	性感的女用睡衣。\製作時完全沒考慮到穿的人會有多羞恥。
2030114	背帶裙睡衣	性感的女用睡衣。\製作時完全沒考慮到穿的人會有多羞恥。
2030115	背帶裙睡衣	性感的女用睡衣。\製作時完全沒考慮到穿的人會有多羞恥。
2030123	地獄T恤	前方寫著「血池桑拿」。\背面印著地獄的Ｔ恤。
2030124	地獄T恤	前方寫著「血池桑拿」。\背面印著地獄的Ｔ恤。
2030125	地獄T恤	前方寫著「血池桑拿」。\背面印著地獄的Ｔ恤。
2030133	冠軍腰帶	設計完美的冠軍腰帶。\在戴上的那一瞬間就能感到變得更強壯。
2030134	冠軍腰帶	設計完美的冠軍腰帶。\在戴上的那一瞬間就能感到變得更強壯。
2030135	冠軍腰帶	設計完美的冠軍腰帶。\在戴上的那一瞬間就能感到變得更強壯。
2040143	皇室披風	國王的斗篷。紅色的披肩上裝飾著白色的羽毛。無論是好孩子還是壞孩子都看不見這件衣服。
2040144	皇室披風	國王的斗篷。紅色的披肩上裝飾著白色的羽毛。無論是好孩子還是壞孩子都看不見這件衣服。
2040145	皇室披風	國王的斗篷。紅色的披肩上裝飾著白色的羽毛。無論是好孩子還是壞孩子都看不見這件衣服。
2040153	旗袍	開衩到臀部的旗袍。\男士們抱歉了，只有女士才能穿。
2040154	旗袍	開衩到臀部的旗袍。\男士們抱歉了，只有女士才能穿。
2040155	旗袍	開衩到臀部的旗袍。\男士們抱歉了，只有女士才能穿。
2040163	貂皮大衣	精美設計的貂皮大衣。\能感受到這件大衣上傳來無辜死亡的貂之怨念。
2040164	貂皮大衣	精美設計的貂皮大衣。\能感受到這件大衣上傳來無辜死亡的貂之怨念。
2040165	貂皮大衣	精美設計的貂皮大衣。\能感受到這件大衣上傳來無辜死亡的貂之怨念。
2050183	芭蕾舞服	一件真正的芭蕾舞服。\在穿上這件衣服時，會有變身為白天鵝的感覺。
2050184	芭蕾舞服	一件真正的芭蕾舞服。\在穿上這件衣服時，會有變身為白天鵝的感覺。
2050185	芭蕾舞服	一件真正的芭蕾舞服。\在穿上這件衣服時，會有變身為白天鵝的感覺。
2050193	婚紗	對這件衣服一見鍾情便買了下來。\但是能為我穿上的人還沒出現…
2050194	婚紗	對這件衣服一見鍾情便買了下來。\但是能為我穿上的人還沒出現…
2050195	婚紗	對這件衣服一見鍾情便買了下來。\但是能為我穿上的人還沒出現…
2050203	比基尼	上下成套的比基尼泳裝\你露得愈多，破壞力就愈強。
2050204	比基尼	上下成套的比基尼泳裝\你露得愈多，破壞力就愈強。
2050205	比基尼	上下成套的比基尼泳裝\你露得愈多，破壞力就愈強。
2050213	潛水服	考慮到水中戰而購入的潛水衣。\保暖性比外表上看起來要更加優異。
2050214	潛水服	考慮到水中戰而購入的潛水衣。\保暖性比外表上看起來要更加優異。
2050215	潛水服	考慮到水中戰而購入的潛水衣。\保暖性比外表上看起來要更加優異。
2050283	量身訂做的衣服	經典的女僕風格服裝，完全防彈。\為戰鬥女僕而製作和封印的。
2050284	量身訂做的衣服	經典的女僕風格服裝，完全防彈。\為戰鬥女僕而製作和封印的。
2050285	量身訂做的衣服	經典的女僕風格服裝，完全防彈。\為戰鬥女僕而製作和封印的。
2050293	精緻的長袍	異國的傳統服裝。\如果想在大街上脫穎而出，這件服裝會是不錯的選擇。
2050294	精緻的長袍	異國的傳統服裝。\如果想在大街上脫穎而出，這件服裝會是不錯的選擇。
2050295	精緻的長袍	異國的傳統服裝。\如果想在大街上脫穎而出，這件服裝會是不錯的選擇。
2050313	煉金術師的手套	化學實驗所用的特殊手套。\請勿破壞、變形、清洗，或者靠近火焰使用。
2050314	煉金術師的手套	化學實驗所用的特殊手套。\請勿破壞、變形、清洗，或者靠近火焰使用。
2050315	煉金術師的手套	化學實驗所用的特殊手套。\請勿破壞、變形、清洗，或者靠近火焰使用。
2050323	聖誕老人帽	在聖誕老人的帽子裡\找到走失馴鹿的DNA。
2050324	聖誕老人帽	在聖誕老人的帽子裡\找到走失馴鹿的DNA。
2050325	聖誕老人帽	在聖誕老人的帽子裡\找到走失馴鹿的DNA。
2050343	憤怒帽	狄蜜特的護士帽，不會被盛怒之火給燃燒。
2050344	憤怒帽	狄蜜特的護士帽，不會被盛怒之火給燃燒。
2050345	憤怒帽	狄蜜特的護士帽，不會被盛怒之火給燃燒。
2050363	新娘花冠	使用永生花裝飾的新娘面紗。
2050364	新娘花冠	使用永生花裝飾的新娘面紗。
2050365	新娘花冠	使用永生花裝飾的新娘面紗。
2050373	護膝	伊索德的護膝，由Evil頻道所製。使用特殊合成橡膠所製成。
2050374	護膝	伊索德的護膝，由Evil頻道所製。使用特殊合成橡膠所製成。
2050375	護膝	伊索德的護膝，由Evil頻道所製。使用特殊合成橡膠所製成。
2050383	深紅玫瑰禮服	布麗姬玫瑰圖案的洋裝。\帶著一絲絲鮮血的氣味。
2050384	深紅玫瑰禮服	布麗姬玫瑰圖案的洋裝。\帶著一絲絲鮮血的氣味。
2050385	深紅玫瑰禮服	布麗姬玫瑰圖案的洋裝。\帶著一絲絲鮮血的氣味。
2050393	驅魔面紗	麗塔驅魔時所用的面紗。可吸引惡魔至更黑暗之處。
2050394	驅魔面紗	麗塔驅魔時所用的面紗。可吸引惡魔至更黑暗之處。
2050395	驅魔面紗	麗塔驅魔時所用的面紗。可吸引惡魔至更黑暗之處。
2050403	悲嘆黑衣	散發奇異魔力的漆黑禮服。
2050404	悲嘆黑衣	散發奇異魔力的漆黑禮服。
2050405	悲嘆黑衣	散發奇異魔力的漆黑禮服。
2050413	臀墊洋裝	哥德式的臀墊洋裝\完全符合巴托里的品味。
2050414	臀墊洋裝	哥德式的臀墊洋裝\完全符合巴托里的品味。
2050415	臀墊洋裝	哥德式的臀墊洋裝\完全符合巴托里的品味。
2050423	贊助客製斗蓬	由名人娜塔莉絲認可的\知名設計師試作品。
2050424	贊助客製斗蓬	由名人娜塔莉絲認可的\知名設計師試作品。
2050425	贊助客製斗蓬	由名人娜塔莉絲認可的\知名設計師試作品。
2050433	焦點服裝	亞莉亞的表演服。\有著表現出她的夢想、熱情及努力的設計。
2050434	焦點服裝	亞莉亞的表演服。\有著表現出她的夢想、熱情及努力的設計。
2050435	焦點服裝	亞莉亞的表演服。\有著表現出她的夢想、熱情及努力的設計。
2050443	新年的新衣	新年行大運！\經過精心裁製的新年服裝。
2050444	新年的新衣	新年行大運！\經過精心裁製的新年服裝。
2050445	新年的新衣	新年行大運！\經過精心裁製的新年服裝。
2050453	黛娜的法冠	象徵黛娜威嚴的法冠。
2050454	黛娜的法冠	象徵黛娜威嚴的法冠。
2050455	黛娜的法冠	象徵黛娜威嚴的法冠。
2050473	煉金術師的眼鏡	從抗藍光到顯微模式，\這副尖端科技的眼鏡什麼功能都有。
2050474	煉金術師的眼鏡	從抗藍光到顯微模式，\這副尖端科技的眼鏡什麼功能都有。
2050475	煉金術師的眼鏡	從抗藍光到顯微模式，\這副尖端科技的眼鏡什麼功能都有。
2050483	麗莫斯的比基尼	特別為麗莫斯製作的比基尼裝甲。\這應該能……擋下大部分的傷害。
2050484	麗莫斯的比基尼	特別為麗莫斯製作的比基尼裝甲。\這應該能……擋下大部分的傷害。
2050485	麗莫斯的比基尼	特別為麗莫斯製作的比基尼裝甲。\這應該能……擋下大部分的傷害。
2050493	誠的戰鬥服	誠的戰鬥服。\不建議膽小者或大胸部的人嘗試。
2050494	誠的戰鬥服	誠的戰鬥服。\不建議膽小者或大胸部的人嘗試。
2050495	誠的戰鬥服	誠的戰鬥服。\不建議膽小者或大胸部的人嘗試。
2050503	該隱的飾帶	一條象徵貞潔、清貧與順從之誓願的帶子。
2050504	該隱的飾帶	一條象徵貞潔、清貧與順從之誓願的帶子。
2050505	該隱的飾帶	一條象徵貞潔、清貧與順從之誓願的帶子。
2050513	比利的泳裝	水槍手在槍戰中所穿的泳裝。\極有彈性且高度防水。
2050514	比利的泳裝	水槍手在槍戰中所穿的泳裝。\極有彈性且高度防水。
2050515	比利的泳裝	水槍手在槍戰中所穿的泳裝。\極有彈性且高度防水。
2050523	凱諾的服裝	凱諾的連體洋裝。\全件都是手工縫製。
2050524	凱諾的服裝	凱諾的連體洋裝。\全件都是手工縫製。
2050525	凱諾的服裝	凱諾的連體洋裝。\全件都是手工縫製。
2050533	緹絲貝的緞帶	發出銀色啞光的別緻緞帶。
2050534	緹絲貝的緞帶	發出銀色啞光的別緻緞帶。
2050535	緹絲貝的緞帶	發出銀色啞光的別緻緞帶。
2050543	暖男的內褲	癡迷文森特的內褲。
2050544	暖男的內褲	癡迷文森特的內褲。
2050545	暖男的內褲	癡迷文森特的內褲。
2050553	萊瑪的服裝	凸顯萊瑪魅力的專屬服裝。
2050554	萊瑪的服裝	凸顯萊瑪魅力的專屬服裝。
2050555	萊瑪的服裝	凸顯萊瑪魅力的專屬服裝。
2050563	法力腕甲	將力量給予達涅槃境界之驅魔師的腕甲。
2050564	法力腕甲	將力量給予達涅槃境界之驅魔師的腕甲。
2050565	法力腕甲	將力量給予達涅槃境界之驅魔師的腕甲。
2050573	金狼冠	一頂先買先得的金環。\能加強配戴者的自信。
2050574	金狼冠	一頂先買先得的金環。\能加強配戴者的自信。
2050575	金狼冠	一頂先買先得的金環。\能加強配戴者的自信。
2050583	羽絨外套	艾修每天穿著運動的白色羽絨服。
2050584	羽絨外套	艾修每天穿著運動的白色羽絨服。
2050585	羽絨外套	艾修每天穿著運動的白色羽絨服。
2050593	月光紫絲帶	衣不怎麼蔽體，但提供魔法防禦的服裝。\由誘人的薄紗製成。
2050594	月光紫絲帶	衣不怎麼蔽體，但提供魔法防禦的服裝。\由誘人的薄紗製成。
2050595	月光紫絲帶	衣不怎麼蔽體，但提供魔法防禦的服裝。\由誘人的薄紗製成。
2050603	騎士的戰槍制服	捨命護主之騎士的制服。
2050604	騎士的戰槍制服	捨命護主之騎士的制服。
2050605	騎士的戰槍制服	捨命護主之騎士的制服。
2050613	帕赫特的連帽衫	帕赫特的粉紅連帽衫。\保暖性很優秀。
2050614	帕赫特的連帽衫	帕赫特的粉紅連帽衫。\保暖性很優秀。
2050615	帕赫特的連帽衫	帕赫特的粉紅連帽衫。\保暖性很優秀。
2050623	可愛袖口	荷葉袖。\純白地突顯出清純感。
2050624	可愛袖口	荷葉袖。\純白地突顯出清純感。
2050625	可愛袖口	荷葉袖。\純白地突顯出清純感。
2050633	帕拉斯的披風	為帕拉量身訂做的夜之披風。\飄揚著的披風露出一股時尚。
2050634	帕拉斯的披風	為帕拉量身訂做的夜之披風。\飄揚著的披風露出一股時尚。
2050635	帕拉斯的披風	為帕拉量身訂做的夜之披風。\飄揚著的披風露出一股時尚。
2050643	舒適夾克	歐洛斯的特製夾克。\尺寸稍大換來舒適性。
2050644	舒適夾克	歐洛斯的特製夾克。\尺寸稍大換來舒適性。
2050645	舒適夾克	歐洛斯的特製夾克。\尺寸稍大換來舒適性。
2050653	塞美勒的洋裝	讓穿戴者純白如雪的\白色無暇洋裝。
2050654	塞美勒的洋裝	讓穿戴者純白如雪的\白色無暇洋裝。
2050655	塞美勒的洋裝	讓穿戴者純白如雪的\白色無暇洋裝。
2050663	閃亮服裝	Evil頻道的主持人A.I\的及暴露服裝。
2050664	閃亮服裝	Evil頻道的主持人A.I\的及暴露服裝。
2050665	閃亮服裝	Evil頻道的主持人A.I\的及暴露服裝。
2050673	褶裙	拉弗斯的直播服裝。\這能提升她的魅力，並強調她的吸引力。
2050674	褶裙	拉弗斯的直播服裝。\這能提升她的魅力，並強調她的吸引力。
2050675	褶裙	拉弗斯的直播服裝。\這能提升她的魅力，並強調她的吸引力。
2050693	鉢里的羽織	鉢里的傳統服飾，圍繞著謎樣的氣息。\會在暗處散發藍光。
2050694	鉢里的羽織	鉢里的傳統服飾，圍繞著謎樣的氣息。\會在暗處散發藍光。
2050695	鉢里的羽織	鉢里的傳統服飾，圍繞著謎樣的氣息。\會在暗處散發藍光。
2050703	桃宴櫻舞帶飾	月下起舞的櫻色帶飾。
2050704	桃宴櫻舞帶飾	月下起舞的櫻色帶飾。
2050705	桃宴櫻舞帶飾	月下起舞的櫻色帶飾。
2050713	鮮花頭飾	賦予魯薩爾卡勇氣的頭飾。
2050714	鮮花頭飾	賦予魯薩爾卡勇氣的頭飾。
2050715	鮮花頭飾	賦予魯薩爾卡勇氣的頭飾。
2050723	哈比的比基尼	一套美麗又能舒適移動的訂製服裝。
2050724	哈比的比基尼	一套美麗又能舒適移動的訂製服裝。
2050725	哈比的比基尼	一套美麗又能舒適移動的訂製服裝。
2050733	優曇婆羅之翼	如優曇婆羅花一樣小巧的\強壯翅膀。
2050734	優曇婆羅之翼	如優曇婆羅花一樣小巧的\強壯翅膀。
2050735	優曇婆羅之翼	如優曇婆羅花一樣小巧的\強壯翅膀。
2050743	亞摩斯島的后冠	后冠就是她的象徵。\她的話語不容忽視。
2050744	亞摩斯島的后冠	后冠就是她的象徵。\她的話語不容忽視。
2050745	亞摩斯島的后冠	后冠就是她的象徵。\她的話語不容忽視。
2050753	DF1賽車衣	賽車用的\訂製保護外套。
2050754	DF1賽車衣	賽車用的\訂製保護外套。
2050755	DF1賽車衣	賽車用的\訂製保護外套。
2050763	歐洛拉的翅膀	足以逃離最可怕惡夢的翅膀。
2050764	歐洛拉的翅膀	足以逃離最可怕惡夢的翅膀。
2050765	歐洛拉的翅膀	足以逃離最可怕惡夢的翅膀。
2050823	幸運之盾	提泰妮亞的盾牌，她自稱是自己的幸運物，能檔掉所有厄運。
2050824	幸運之盾	提泰妮亞的盾牌，她自稱是自己的幸運物，能檔掉所有厄運。
2050825	幸運之盾	提泰妮亞的盾牌，她自稱是自己的幸運物，能檔掉所有厄運。
2050833	幻燈朱雀旗袍	自大地飛起的朱雀旗袍。
2050834	幻燈朱雀旗袍	自大地飛起的朱雀旗袍。
2050835	幻燈朱雀旗袍	自大地飛起的朱雀旗袍。
2050843	蘿絲琳塔之盾	我會背負任何以你為目標的詛咒。
2050844	蘿絲琳塔之盾	我會背負任何以你為目標的詛咒。
2050845	蘿絲琳塔之盾	我會背負任何以你為目標的詛咒。
2050853	莫娜的上衣	由莫娜所修改的上衣，\戰鬥上更加方便。
2050854	莫娜的上衣	由莫娜所修改的上衣，\戰鬥上更加方便。
2050855	莫娜的上衣	由莫娜所修改的上衣，\戰鬥上更加方便。
2050863	蒙首面紗	阿羅漢用來隱藏自己外表的面紗。\她通常都掛在自己的腰上。
2050864	蒙首面紗	阿羅漢用來隱藏自己外表的面紗。\她通常都掛在自己的腰上。
2050865	蒙首面紗	阿羅漢用來隱藏自己外表的面紗。\她通常都掛在自己的腰上。
2050883	努力高跟鞋	什麼舞風都能跳。\娜普圖♥閃耀著努力光芒的高跟鞋。
2050884	努力高跟鞋	什麼舞風都能跳。\娜普圖♥閃耀著努力光芒的高跟鞋。
2050885	努力高跟鞋	什麼舞風都能跳。\娜普圖♥閃耀著努力光芒的高跟鞋。
2050893	夏娃的護腕	保護惡魔夏娃尊嚴的護具。以特殊纖維製成。
2050894	夏娃的護腕	保護惡魔夏娃尊嚴的護具。以特殊纖維製成。
2050895	夏娃的護腕	保護惡魔夏娃尊嚴的護具。以特殊纖維製成。
2050903	可愛的軟帽	一頂能擋下一切的\特大寬邊帽。
2050904	可愛的軟帽	一頂能擋下一切的\特大寬邊帽。
2050905	可愛的軟帽	一頂能擋下一切的\特大寬邊帽。
2050913	尤娜的裙子	她美麗的裙子，\能在身邊建構光盾。
2050914	尤娜的裙子	她美麗的裙子，\能在身邊建構光盾。
2050915	尤娜的裙子	她美麗的裙子，\能在身邊建構光盾。
2050923	阿提蜜西亞的制服	能承受大量子彈攻擊的特製戰鬥制服。
2050924	阿提蜜西亞的制服	能承受大量子彈攻擊的特製戰鬥制服。
2050925	阿提蜜西亞的制服	能承受大量子彈攻擊的特製戰鬥制服。
2050933	完美大衣	沃丹由特殊素材製成的大衣，\能在戰鬥中提供完美的保護功能。
2050934	完美大衣	沃丹由特殊素材製成的大衣，\能在戰鬥中提供完美的保護功能。
2050935	完美大衣	沃丹由特殊素材製成的大衣，\能在戰鬥中提供完美的保護功能。
2050943	拉西的袖套	特殊纖維製成的袖套，\能保護她不受鋒利掠食者尖牙的傷害。
2050944	拉西的袖套	特殊纖維製成的袖套，\能保護她不受鋒利掠食者尖牙的傷害。
2050945	拉西的袖套	特殊纖維製成的袖套，\能保護她不受鋒利掠食者尖牙的傷害。
2050953	怪物面具	可以驅邪的護身符。
2050954	怪物面具	可以驅邪的護身符。
2050955	怪物面具	可以驅邪的護身符。
2050963	波利亞斯的護目鏡	能擋風遮陽的特製護目鏡。\能依光線和角度變色。
2050964	波利亞斯的護目鏡	能擋風遮陽的特製護目鏡。\能依光線和角度變色。
2050965	波利亞斯的護目鏡	能擋風遮陽的特製護目鏡。\能依光線和角度變色。
2050973	吸血鬼獵人的外套	易於行動的吸血鬼獵人外套，\適合用來狩獵。
2050974	吸血鬼獵人的外套	易於行動的吸血鬼獵人外套，\適合用來狩獵。
2050975	吸血鬼獵人的外套	易於行動的吸血鬼獵人外套，\適合用來狩獵。
2050983	菲羅忒斯的裙子	菲羅忒斯使用特殊材質製成的寬邊裙。\能擋下一切攻擊。
2050984	菲羅忒斯的裙子	菲羅忒斯使用特殊材質製成的寬邊裙。\能擋下一切攻擊。
2050985	菲羅忒斯的裙子	菲羅忒斯使用特殊材質製成的寬邊裙。\能擋下一切攻擊。
2050993	杜莎的長襪	杜莎的長襪，使用特殊材質製成。\即使是利刃也無法將其劃破。
2050994	杜莎的長襪	杜莎的長襪，使用特殊材質製成。\即使是利刃也無法將其劃破。
2050995	杜莎的長襪	杜莎的長襪，使用特殊材質製成。\即使是利刃也無法將其劃破。
3010013	退魔護符	從下級惡魔那沒收來的驅魔用護身符。\效果微乎其微。
3010014	退魔護符	從下級惡魔那沒收來的驅魔用護身符。\效果微乎其微。
3010015	退魔護符	從下級惡魔那沒收來的驅魔用護身符。\效果微乎其微。
3010023	紅色面具	據說是從都市傳說中的主角那得到的面具。\但這個謠言不太可信。
3010024	紅色面具	據說是從都市傳說中的主角那得到的面具。\但這個謠言不太可信。
3010025	紅色面具	據說是從都市傳說中的主角那得到的面具。\但這個謠言不太可信。
3010033	金色尪仔標	由珍稀的金箔製成的尪仔標。\雖然實際上並不怎樣，但看起來給人的感覺很強大。
3010034	金色尪仔標	由珍稀的金箔製成的尪仔標。\雖然實際上並不怎樣，但看起來給人的感覺很強大。
3010035	金色尪仔標	由珍稀的金箔製成的尪仔標。\雖然實際上並不怎樣，但看起來給人的感覺很強大。
3020043	布眼罩	路過的國中少女所戴的眼罩。\在你戴上的瞬間，左眼會突然疼痛不已。
3020044	布眼罩	路過的國中少女所戴的眼罩。\在你戴上的瞬間，左眼會突然疼痛不已。
3020045	布眼罩	路過的國中少女所戴的眼罩。\在你戴上的瞬間，左眼會突然疼痛不已。
3020053	示警哨	若敵人比自己還強的話，就尋求政府力量的庇護吧。
3020054	示警哨	若敵人比自己還強的話，就尋求政府力量的庇護吧。
3020055	示警哨	若敵人比自己還強的話，就尋求政府力量的庇護吧。
3020063	白色帽子	在運動會時被分配到白組的人戴的帽子。\穿上它至少不會受到白組的攻擊。
3020064	白色帽子	在運動會時被分配到白組的人戴的帽子。\穿上它至少不會受到白組的攻擊。
3020065	白色帽子	在運動會時被分配到白組的人戴的帽子。\穿上它至少不會受到白組的攻擊。
3020073	手環	在警局使用的銀色裝飾品。\只有犯罪時才能穿戴的限定品。
3020074	手環	在警局使用的銀色裝飾品。\只有犯罪時才能穿戴的限定品。
3020075	手環	在警局使用的銀色裝飾品。\只有犯罪時才能穿戴的限定品。
3030083	薄荷蠟燭	散發出薄荷香氣的蠟燭\具有恢復疲勞的效果。
3030084	薄荷蠟燭	散發出薄荷香氣的蠟燭\具有恢復疲勞的效果。
3030085	薄荷蠟燭	散發出薄荷香氣的蠟燭\具有恢復疲勞的效果。
3030093	殺蟲劑	能在所有種類蟲身上生效，就連對那個頑強的小強也有效。\小心不要沾到自己身上了。
3030094	殺蟲劑	能在所有種類蟲身上生效，就連對那個頑強的小強也有效。\小心不要沾到自己身上了。
3030095	殺蟲劑	能在所有種類蟲身上生效，就連對那個頑強的小強也有效。\小心不要沾到自己身上了。
3030103	狐尾鑰匙圈	由整條狐狸尾巴製成的鑰匙圈。\有種被狐靈守護的感覺。
3030104	狐尾鑰匙圈	由整條狐狸尾巴製成的鑰匙圈。\有種被狐靈守護的感覺。
3030105	狐尾鑰匙圈	由整條狐狸尾巴製成的鑰匙圈。\有種被狐靈守護的感覺。
3030113	奢華寶石箱	以傳統工藝製成的典雅光亮珠寶箱。
3030114	奢華寶石箱	以傳統工藝製成的典雅光亮珠寶箱。
3030115	奢華寶石箱	以傳統工藝製成的典雅光亮珠寶箱。
3030123	3D拼圖	色彩繽紛的立方體拼圖。\就算完成魔力也不會提升。
3030124	3D拼圖	色彩繽紛的立方體拼圖。\就算完成魔力也不會提升。
3030125	3D拼圖	色彩繽紛的立方體拼圖。\就算完成魔力也不會提升。
3040133	四葉幸運草	雙子葉植物玫瑰目豆科的植物。\實際上會不會帶來好運還有待測試。
3040134	四葉幸運草	雙子葉植物玫瑰目豆科的植物。\實際上會不會帶來好運還有待測試。
3040135	四葉幸運草	雙子葉植物玫瑰目豆科的植物。\實際上會不會帶來好運還有待測試。
3040143	金條	由純金所製成的貴重金塊。\重量約有12.5kg，它本身的重量就是個凶器。
3040144	金條	由純金所製成的貴重金塊。\重量約有12.5kg，它本身的重量就是個凶器。
3040145	金條	由純金所製成的貴重金塊。\重量約有12.5kg，它本身的重量就是個凶器。
3040153	鑰匙圈	曾經有人把這個放在胸前口袋，\正好擋下了流彈攻擊的案例。
3040154	鑰匙圈	曾經有人把這個放在胸前口袋，\正好擋下了流彈攻擊的案例。
3040155	鑰匙圈	曾經有人把這個放在胸前口袋，\正好擋下了流彈攻擊的案例。
3040163	首次亮相面具	羅密歐用來隱藏真實身分的豪華面具。\既然對羅密歐來說有效的話，就代表它的效果超群。
3040164	首次亮相面具	羅密歐用來隱藏真實身分的豪華面具。\既然對羅密歐來說有效的話，就代表它的效果超群。
3040165	首次亮相面具	羅密歐用來隱藏真實身分的豪華面具。\既然對羅密歐來說有效的話，就代表它的效果超群。
3040173	蜂巢	強制趕走了蜜蜂得到的蜂巢。\為了個人的私慾而對蜜蜂做了壞事。
3040174	蜂巢	強制趕走了蜜蜂得到的蜂巢。\為了個人的私慾而對蜜蜂做了壞事。
3040175	蜂巢	強制趕走了蜜蜂得到的蜂巢。\為了個人的私慾而對蜜蜂做了壞事。
3050183	金字塔圖騰	金字塔型的墜飾。在夜晚中會散發出難以形容的靈氣。
3050184	金字塔圖騰	金字塔型的墜飾。在夜晚中會散發出難以形容的靈氣。
3050185	金字塔圖騰	金字塔型的墜飾。在夜晚中會散發出難以形容的靈氣。
3050193	妖精飾環	曾經被領導眾妖精的女王所穿戴。\原本以為它會更輕巧一點的…
3050194	妖精飾環	曾經被領導眾妖精的女王所穿戴。\原本以為它會更輕巧一點的…
3050195	妖精飾環	曾經被領導眾妖精的女王所穿戴。\原本以為它會更輕巧一點的…
3050203	吸血鬼驅逐裝備箱	雖然作為骨董的價值不斐。\直到吸血鬼出現前不曉得實際的效果。
3050204	吸血鬼驅逐裝備箱	雖然作為骨董的價值不斐。\直到吸血鬼出現前不曉得實際的效果。
3050205	吸血鬼驅逐裝備箱	雖然作為骨董的價值不斐。\直到吸血鬼出現前不曉得實際的效果。
3050213	太陽音樂盒	明亮閃耀的華麗音樂盒。
3050214	太陽音樂盒	明亮閃耀的華麗音樂盒。
3050215	太陽音樂盒	明亮閃耀的華麗音樂盒。
3050223	機車安全帽	保護騎士頭部的安全帽。\如果騎士頭上有角就戴不進去。
3050224	機車安全帽	保護騎士頭部的安全帽。\如果騎士頭上有角就戴不進去。
3050225	機車安全帽	保護騎士頭部的安全帽。\如果騎士頭上有角就戴不進去。
3050233	掌上型遊戲機	用來殺時間用的掌上型遊戲機。\可得要好好注意電池的電量。
3050234	掌上型遊戲機	用來殺時間用的掌上型遊戲機。\可得要好好注意電池的電量。
3050235	掌上型遊戲機	用來殺時間用的掌上型遊戲機。\可得要好好注意電池的電量。
3050243	馬牌	用來展示身分和財富。\可惜不能用來召喚幽靈戰士。
3050244	馬牌	用來展示身分和財富。\可惜不能用來召喚幽靈戰士。
3050245	馬牌	用來展示身分和財富。\可惜不能用來召喚幽靈戰士。
3050293	週年戒指#222	在魔王候補生中十分受歡迎的紀念戒指。\和同樣戴著此戒的惡魔擊掌是個慣例。
3050294	週年戒指#222	在魔王候補生中十分受歡迎的紀念戒指。\和同樣戴著此戒的惡魔擊掌是個慣例。
3050295	週年戒指#222	在魔王候補生中十分受歡迎的紀念戒指。\和同樣戴著此戒的惡魔擊掌是個慣例。
3050323	女僕項圈	女僕用的頸飾。\就算是在疑似進化第一型態也絕不會爆炸。
3050324	女僕項圈	女僕用的頸飾。\就算是在疑似進化第一型態也絕不會爆炸。
3050325	女僕項圈	女僕用的頸飾。\就算是在疑似進化第一型態也絕不會爆炸。
3050333	月之耳環	一對形似新月的耳環。\現在只缺配得上它的服裝了。
3050334	月之耳環	一對形似新月的耳環。\現在只缺配得上它的服裝了。
3050335	月之耳環	一對形似新月的耳環。\現在只缺配得上它的服裝了。
3050353	煉金術工具套件	用來挑戰神之力的錬金術工具套件。\免費保固期間早已結束。
3050354	煉金術工具套件	用來挑戰神之力的錬金術工具套件。\免費保固期間早已結束。
3050355	煉金術工具套件	用來挑戰神之力的錬金術工具套件。\免費保固期間早已結束。
3050363	聖誕節花圈	如果惡魔家中有用此花圈裝飾，\聖誕老人就會跳過，而不捕捉裡面的惡魔。
3050364	聖誕節花圈	如果惡魔家中有用此花圈裝飾，\聖誕老人就會跳過，而不捕捉裡面的惡魔。
3050365	聖誕節花圈	如果惡魔家中有用此花圈裝飾，\聖誕老人就會跳過，而不捕捉裡面的惡魔。
3050373	嫦娥的髮簪	在嫦娥覺醒新的力量後所配戴的髮簪。\是狛犬專門為她打造的。
3050374	嫦娥的髮簪	在嫦娥覺醒新的力量後所配戴的髮簪。\是狛犬專門為她打造的。
3050375	嫦娥的髮簪	在嫦娥覺醒新的力量後所配戴的髮簪。\是狛犬專門為她打造的。
3050403	憤怒眼罩	狄蜜特的招牌眼罩。\戴來抑制她的憤怒。
3050404	憤怒眼罩	狄蜜特的招牌眼罩。\戴來抑制她的憤怒。
3050405	憤怒眼罩	狄蜜特的招牌眼罩。\戴來抑制她的憤怒。
3050413	新娘之戒	伊菲斯父親給她的傳家寶。\戴上後就會發生不可思議的事。
3050414	新娘之戒	伊菲斯父親給她的傳家寶。\戴上後就會發生不可思議的事。
3050415	新娘之戒	伊菲斯父親給她的傳家寶。\戴上後就會發生不可思議的事。
3050423	賭徒的麥克風	真正的賭徒所用的手持麥克風。在經濟困難時差點被廉價出售。
