// key	CHAT_
c167_87_hit_6	That hurts!
c167_87_hit_7	Ow...
c167_87_hit_8	Eek!
c167_87_hit_9	That hurts!
c167_87_prskill	For my master!
c167_87_skill	I've been waiting for this.
c167_boss_long	Thank you for coming.\Shall we begin the festivities?
c167_boss_short	I missed you.
c167_ctskill	I hope I can help.
c167_death_1	I really wanted to protect you this time...
c167_death_2	I'm sorry... I guess this is it for me...
c167_drive	I'll protect you, master.
c167_hit_1	Ow...
c167_hit_2	Eek!
c167_hit_3	That hurts!
c167_prskill	For my master!
c167_skill	I've been waiting for this.
c167_spa	I almost feel bad that I'm the only one enjoying myself this much.
c167_startbt	As you wish.
c167_story1	Instead of talking about fighting,\or the Archfiend Contest yet again, why don't we talk about something fun?
c167_story2	So...please don't hesitate to call on me.\I'm here for you whenever you need me.
c167_story3	I'm sure you have a long life ahead of you.\Incidentally, I wonder what springtime is like for demons...
c167_true1	To be honest, I think I was actually pretty happy, even when I was human.\But don't tell anyone that...
c167_true2	Welcome home, master. How was your day?\Did you do anything fun?
c167_true3	Hello there. It's good to finally see you again.\I know there's no telling what life may have in store, but in the meantime, I hope you'll let me stay by your side.
c167_victory	It's all thanks to you, master.
c169_boss_long	Want some of my chocolates?
c169_boss_short	I want to see what lies within your heart.
c169_ctskill	I'll remember this!
c169_death_1	Waaah! You're not getting any chocolate now!
c169_death_2	Aaah.
c169_drive	Bittersweet!
c169_hit_1	Ow!
c169_hit_2	Hey!
c169_hit_3	Waaah.
c169_prskill	Here's how I feel about you!
c169_skill	Hehe.
c169_spa	All of my chocolate melted... *sniff*
c169_startbt	Do you like chocolate?
c169_story1	Hehe... Do you like chocolate?
c169_story2	But...aren't you embarrassed? You know, to say\thank you?
c169_story3	Do you know why chocolate is so yummy? It's because it's made with love.\All of my chocolates are, in fact!
c169_true1	Do you like chocolate, master?\Shall I make some for you?
c169_true2	I made some chocolate just for you, master!\It's the best chocolate in the world! You'll try some, right?
c169_true3	Give me a kiss if I win!
c169_victory	I did it!
c172_boss_long	Will you show me your sadness?
c172_boss_short	I can feel your misery.
c172_ctskill	This might hurt a bit.
c172_death_1	I guess my light didn't get through...
c172_death_2	I'm sorry, everyone...
c172_drive	Hope will never die!
c172_hit_1	Aaah!
c172_hit_2	Eeek!
c172_hit_3	I'm going to win!
c172_prskill	The light awaits me!
c172_skill	I'm sorry.
c172_spa	Getting clean makes your heart feel lighter.
c172_startbt	I heard your voice...
c172_story1	I have some interest in the young demon as well.
c172_story2	Good luck. I'll always be watching over you.
c172_story3	Thank you. I appreciate it, you know?
c172_true1	You can try to hide it, but sadness always shows through.
c172_true2	Will you tell me something special about yourself?
c172_true3	You don't have to handle everything on your own. Even demons struggle with loneliness...
c172_victory	You really are amazing!
c173_boss_long	This had better be fun.
c173_boss_short	Well, this looks boring...
c173_ctskill	I'm already tired of this.
c173_death_1	Hey... This isn't fun at all...
c173_death_2	I just wanted to have fun...
c173_drive	Are you having fun?
c173_hit_1	Ow...
c173_hit_2	Guh...
c173_hit_3	Eee!
c173_prskill	That was fun.
c173_skill	Wanna play with me?
c173_spa	Getting in a hot spring is more fun than I thought it would be.
c173_startbt	Let's have some fun, 'kay?
c173_story1	Come on, can't we just talk? All the other demons are busy with the Archfiend Contest, and you're obviously not doing anything.
c173_story2	Whatcha doing, master? Is that some kind of new game?\Looks pretty weird to me...
c173_story3	Man, what a weird Child she is.\Not that I care.
c173_true1	I hate grown-ups. All they do is nag, nag, nag.
c173_true2	I'm just doing what feels good. What's wrong with that?
c173_true3	I hope you can become the Archfiend, master. Then those preachy succubi will finally leave me alone...\Hey, are you listening to me?
c173_victory	Let's play something else next time.
c174_boss_long	At last, it's time! Your midnight partner, A.I, is here!
c174_boss_short	This battle is brought to you by Channel Evil, your number one source for live combat action!
c174_ctskill	Photo op!
c174_death_1	Thanks for watching!
c174_death_2	Tune in next time!
c174_drive	Time to crank up the ratings!
c174_hit_1	Owww!
c174_hit_2	Ooof, A.I takes a direct hit!
c174_hit_3	Not the face, not the face!
c174_prskill	That MVP award is mine!
c174_skill	Interview time!
c174_spa	Ahh, I didn't realize how worn out I was until just now...\I guess a little self-care really can go a long way.
c174_startbt	Your midnight partner here, reporting live from the scene of the battle!
c174_story1	Hi there! It's me, your midnight partner, A.I!\This report is brought to you by Channel Evil, your number one source for live combat action!
c174_story2	At last, it's here! The fierce battle royale between voracious demons!\And what's this? We'll be giving away a fabulous gift to all participants! It'll be sure to satisfy even the greediest demons!
c174_story3	A.I is only supposed to drink vitamin water, okay?\Don't forget that!
c174_true1	A.I will always be with you!\Just tune in to Channel Evil whenever you're lonely or bored!
c174_true2	All I want to do today is lay around and pig out on snac— Oh, er, hi there! It's me, your midnight partner, A.I!
c174_true3	Life deserves to be lived with all the fun and glamour of TV!\That goes for you demons, too! You can count on my continued coverage of your demonic exploits!
c174_victory	I guess this means I have to prepare a victory speech!
c175_boss_long	Who do you fight for?
c175_boss_short	There is only one reason I fight.
c175_ctskill	Now I know what I'm up against.
c175_death_1	Forgive me, my master...
c175_death_2	If I must give my life in service, so be it...
c175_drive	Time to end this!
c175_hit_1	Gah!
c175_hit_2	I got careless!
c175_hit_3	It's just a scratch!
c175_prskill	On my honor as a knight!
c175_skill	Is that all?
c175_spa	A true knight must remain ever vigilant, even at times like these.
c175_startbt	I shall fight you on equal ground.
c175_story1	You are absolutely correct, my master.
c175_story2	Thank you, my master.
c175_story3	Please, pay me no heed.
c175_true1	One cannot protect anyone without power.
c175_true2	I need power to protect those who are dear to me...
c175_true3	I fight for one reason only! My master!
c175_victory	I dedicate this victory to you, master!
c176_boss_long	At last, the final battle!\Now you face me!
c176_boss_short	Let the deathmatch begin!
c176_ctskill	I'm gonna win!
c176_death_1	Guess this is game over...
c176_death_2	Looks like my luck ran out... Aaah, master...
c176_drive	Time to show my hand.
c176_hit_1	Ugh!
c176_hit_2	Seriously!
c176_hit_3	Hey!
c176_prskill	Looking good!
c176_skill	Let's do this!
c176_spa	This is like the lap of luxury!\And it's all thanks to you.
c176_startbt	Let's get the next game going!
c176_story1	Haha, that's right. My masters died a long time ago.\...All three of them are gone for good.
c176_story2	Even if I get attacked and end up bleeding to death in a gutter, you don't have to worry about me. Got it?
c176_story3	Come on, folks! Don't be shy!\This is the start of a game that will never end!\The loser is whoever gives up first. How about it?
c176_true1	My first master was a really young demon.\Kind of like you...
c176_true2	In the Night World, you've gotta pay attention to what's beneath everyone's clothes. By that I mean the contents of their pockets, of course.
c176_true3	You know that I've had a lot of different masters, right?\So...are you sure you still want me to be your Child? If you are, I'll let you try the greatest game ever!
c176_victory	Looks like the house wins again.
c178_boss_long	I'm your mirage—a phantom who will soon disappear.
c178_boss_short	Don't trust in mirages.
c178_ctskill	Teehee.
c178_death_1	You got me...
c178_death_2	Now I fade...just like an illusion...
c178_drive	Let me show you a beautiful illusion.
c178_hit_1	Aaah!
c178_hit_2	Ooof!
c178_hit_3	You can see me?
c178_prskill	A mirage...
c178_skill	I'm over here.
c178_spa	We're not going to play tag today?
c178_startbt	Hello. Here I am.
c178_story1	Maybe...if you were able to catch me,\I'd feel a little warmer towards you...
c178_story2	If you were to catch me...\What would you do?
c178_story3	That...is a secret.
c178_true1	It's okay if you forget about me... I'll forget about you too, someday...
c178_true2	Come on, let's play tag.
c178_true3	You don't have to look for me.\Even if you can't see me, I'll always be with you.
c178_victory	That was a great game of tag.
c180_boss_long	Now, put yourself at the mercy of Lord Mammon!
c180_boss_short	Worship me!
c180_ctskill	Unforgivable!
c180_death_1	Now, the great Lord Mammon...lays himself to sleep...
c180_death_2	But...there is so much I have yet to obtain...
c180_drive	Ha-ha-ha-ha!
c180_hit_1	Aaah!
c180_hit_2	Do you not know who I am?!
c180_hit_3	Aaargh!
c180_prskill	Know your place!
c180_skill	How dare you!
c180_spa	Marvelous! Simply marvelous! Ha-ha-ha-ha!
c180_startbt	Gaze upon the king of kings, Lord Mammon!
c180_story1	What a fooolish notion! Weep, rejoice, and obey...\Or perhaps you are some form of insurrectionist?
c180_story2	Alas... Love is a steep and treacherous road.
c180_story3	It will not do! Why must it be thus!
c180_true1	None may take what is rightfully mine!
c180_true2	There is a hole in mine heart that cannot be filled with wealth or treasure.\What must I do to fill this aching void?
c180_true3	If only I could win fair Mona's heart, I wouldst forego all and lose nothing!\Alas...my heart doth swell to bursting!
c180_victory	A toast to my victory!
c183_boss_long	Kneel. This is a holy place.
c183_boss_short	Kneel!
c183_ctskill	Lower your head.
c183_death_1	You dare defy a god?
c183_death_2	Ridiculous.
c183_drive	Begone with you!
c183_hit_1	Ngh...
c183_hit_2	Don't touch me!
c183_hit_3	You'll regret that...
c183_prskill	This is my destiny.
c183_skill	Return whence you belong.
c183_spa	Even a goddess needs to rest.
c183_startbt	Kneel before me.
c183_story1	Present me with an offering worthy of God.
c183_story2	...How dare you so casually call my name.
c183_story3	May the light of maternal love light your way...
c183_true1	You fool. Why can you not see the truth?
c183_true2	Even a god cannot simply run from fate.
c183_true3	This world is beholden to laws unseen.\Accept your fate.
c183_victory	Exalt in my victory.
c184_boss_long	Uh, I don't really have time for this, you know.
c184_boss_short	Do you know where the nearest paradise is?
c184_ctskill	Off to paradise!
c184_death_1	Aww, no way!\I haven't made a single dream come true yet...
c184_death_2	I wish I could've seen the sea one last time...
c184_drive	For freedom!
c184_hit_1	Aaah!
c184_hit_2	Ow!
c184_hit_3	What's the big idea?!
c184_prskill	Stay out of my way!
c184_skill	Hard to starboard!
c184_spa	As far as paradises go, this one's not bad.\Aaah, that feels good... ♪
c184_startbt	Keep her steady♪\Set sail for paradise!
c184_story1	I may have failed today,\but I promise I'll escape next time!
c184_story2	Yo ho ho! At last, I made my escape!\Hard to starboard for paradise!
c184_story3	Yo ho ho! It's the ocean! Yaaay!
c184_true1	I may have failed to escape,\but I'm not gonna give up here!
c184_true2	I wonder where my perfect paradise could be.\I'm not gonna give up until I find it!
c184_true3	I always thought I'd find paradise somewhere far away, but maybe it's actually closer than I thought.\Right, Mr. Devil ♪
c184_victory	Now, come on! Time's a-wasting!
c186_boss_long	Such a sassy dog.
c186_boss_short	Do you really think you can defeat me?
c186_ctskill	Shush!
c186_death_1	Im... Impossible...
c186_death_2	That's no fun at all.
c186_drive	Sic 'em, Lovely!
c186_hit_1	Well, look who's acting brave.
c186_hit_2	Aww...
c186_hit_3	Tch...
c186_prskill	Are you so desperate to get punished?
c186_skill	You know you need to behave.
c186_spa	That made me feel amazing. I think someone deserves a treat.
c186_startbt	Give it a go. Tell me what you'd have me do.
c186_story1	I can't get enough of that defiant attitude.\Makes me want to break you with any means necessary.
c186_story2	A puppy will grow as it's raised. ♥
c186_story3	If you work extra hard,\even you could turn into an awesome master.
c186_true1	I've no love for little ones who don't listen.
c186_true2	Are you forgetting where you stand?
c186_true3	Could you tame me, do you think?\Don't tell me you're getting scared now.\I'll go easy on you, so come at me!
c186_victory	Well done.
c187_89_boss_long	Welcome to my waters.
c187_89_boss_short	Entrust your body to my waves.
c187_89_bubble_prskill	Ngh... Agh...
c187_89_bubble_skill	Clrosh shorosh...
c187_89_ctskill	The sea is darker than death itself.
c187_89_death_1	Like once vibrant ripples upon a pond, now I fade...
c187_89_death_2	Deeper and deeper...
c187_89_drive	Oh sorrowful soul, sleep!
c187_89_hit_1	What is...
c187_89_hit_2	Be careful.
c187_89_hit_3	Aaah!
c187_89_hit_4	Phew...
c187_89_hit_5	H-Hey!
c187_89_hit_6	Ooof!
c187_89_hit_7	Gyah!
c187_89_hit_8	Stop that!
c187_89_hit_9	Ngh...
c187_89_prskill	Your pain has not yet ended!
c187_89_skill	Share in my sea of grief!
c187_boss_long	Come sink with me to the quiet ocean floor.
c187_boss_short	Have you come to dry my tears?
c187_ctskill	Allow me to express my condolences.
c187_death_1	After all of this, this is...the path I've come to.
c187_death_2	Aaah...
c187_drive	Into the abyss with you!
c187_hit_1	Aaah!
c187_hit_2	Ahhh!
c187_hit_3	Aaah!
c187_prskill	Drown in a sea of sorrow.
c187_skill	Show me your sadness.
c187_spa	Are my tears not now obscured?
c187_startbt	After this ends all that will remain are your tears.
c187_story1	Yes. I didn't realize my grief was so great...
c187_story2	The water is so quiet... I can't hear a thing.\It's like I'm all alone, trapped in a sea of grief.
c187_story3	While what you said is a little...stupid. I mean, you made me feel better. Know what I mean?
c187_true1	I am the Goddess of grief...\Sorrow binds my soul, so I hide my tears by staying deep within the ocean.
c187_true2	Might this sadness someday amount to happiness...\Could I someday be so blessed?
c187_true3	Would you offer me comfort?
c187_victory	As pain grows, so does sadness summit...
c188_boss_long	I'll uncover any truth there is!
c188_boss_short	Don't run away!
c188_ctskill	You're not going anywhere!
c188_death_1	You think this'll make me give up?
c188_death_2	Aaah.
c188_drive	Bad guys get punished!
c188_hit_1	Aaah!
c188_hit_2	Stop that!
c188_hit_3	Aaah!
c188_prskill	It's gonna take more than that!
c188_skill	Get ready!
c188_spa	Wow... It's like my body is melting away...
c188_startbt	For Seshat!
c188_story1	The culprit is inside here!
c188_story2	But the truth must come out.
c188_story3	Shh! You're gonna blow my cover!
c188_true1	You can't fool me no matter how dumb you play,\demon!
c188_true2	Are there actually nice demons out there?
c188_true3	Come ask me for help if you ever want to uncover the truth!\I'll solve it with brute force!
c188_victory	Hahaha! Justice always wins!
c189_boss_long	You thought you could break the rules and get away with it?
c189_boss_short	Ready to confess your crimes?
c189_ctskill	No exceptions!
c189_death_1	Don't break the rules!
c189_death_2	I'll punish you for this someday!
c189_drive	Last chance!
c189_hit_1	Eee!
c189_hit_2	Ow!
c189_hit_3	Not bad!
c189_prskill	Time to repent!
c189_skill	You can't fool me!
c189_spa	I wish you'd take me to places like this all the time.
c189_startbt	Ha-ha, I'm gonna scold you SO badly!
c189_story1	How dare you lie to my face!\I know all about your crimes. Confess!
c189_story2	Well? Your affinity level for me must have\skyrocketed by now, right? Is your heart pounding with excitement?
c189_story3	Make him confess his crime, of course!\The crime of stealing my heart!
c189_true1	Don't bother feigning ignorance.\I remember vividly what you did to me!
c189_true2	Admit your transgression like a grown-up,\and then I might be able to forgive you.
c189_true3	You still don't know what I'm trying to get out of you?\Hurry up and tell me you love me, you stupid, thick-headed demon!
c189_victory	Repent!
c190_boss_long	"You are the ones who will be dying today." Yeah, that sounds good. Aaand...roll cameras!
c190_boss_short	Whoever wins gets to play the hero!
c190_ctskill	Current role: greatest warrior of all time!
c190_death_1	I guess my dream won't be coming true...
c190_death_2	Guess this means it's time to resign.
c190_drive	Current role: nurse on the battlefield!
c190_hit_1	Waaah.
c190_hit_2	Ow ow ow!
c190_hit_3	That really did hurt...
c190_prskill	I do my own stunts!
c190_skill	This is no act!
c190_spa	An actress's skin is as important as her acting.\Aaah, this should do wonders for it ♪
c190_startbt	It's a hard role to play, but very fulfilling!
c190_story1	Really?! Was my acting THAT good?!
c190_story2	You have to forget about shame. Confidence is crucial to acting!
c190_story3	In the end, he's just too darn shy, isn't he?\I guess Romeo and Juliet WAS a bit much...
c190_true1	Prepare to witness the greatest\performance the world has ever seen!
c190_true2	I don't think there's any demon out there who can play lazy, cowardly, and pathetic like you can!
c190_true3	Master...do you like romantic movies? I'm going to see one to help improve my acting.\Would you come with me?
c190_victory	I'll take you to a much grander stage!
c191_boss_long	Bring it on! Let's have some fun.
c191_boss_short	Bring it on!
c191_ctskill	Hot hot hot!
c191_death_1	I lost? No way.
c191_death_2	Ugh...
c191_drive	Grit your teeth!
c191_hit_1	Oh?
c191_hit_2	Yes.
c191_hit_3	Huh?
c191_prskill	Weakling!
c191_skill	Haaah!
c191_spa	Mmm, that feels good!
c191_startbt	Let's play together. What do you say?
c191_story1	You're still just a kid.\You think that kind of half-assed effort is going to get you the Archfiend's seat?
c191_story2	What would be the point of fighting someone who doesn't know what true strength is?
c191_story3	It'll be a hassle...but that's what comes when you get a flunky capable of standing on his own two feet, rather than a master... Understand?
c191_true1	Call me Big Bro!
c191_true2	No more talk! Say what you have to say with your fists.
c191_true3	I'll stop calling you "kid" once you're the Archfiend.\Right now, you're still just a kid! Hahaha!
c191_victory	There's still plenty of room for improvement.
c193_10_boss_long	Heed my words!
c193_10_boss_short	Let there be confusion among you!
c193_10_ctskill	Back to the cycle of death!
c193_10_death_1	Devote yourself to Tathagata.
c193_10_death_2	Teacher...
c193_10_drive	Devote yourself to Vasubandhu and the saints!
c193_10_hit_1	Don't ignore me!
c193_10_hit_2	Gaaah!
c193_10_hit_3	Guh!
c193_10_prskill	Enter Nirvana!
c193_10_skill	Be reborn in paradise!
c193_10_spa	Hmph! Do you think I'd be ashamed in front of demons?\I'm not blushing, you know.\My face just got red from the heat.
c193_10_startbt	Follow along!
c193_10_story1	You should know just how iffy I can be.\You were kind enough to make me your student,\but you know no one else\would've given me the time of day.
c193_10_story2	So long as I am alive in this world,\he will never disappear.\I won't let him.
c193_10_story3	He said returning good for good is the right thing to do,\so you can rest assured I will return the favor.\He'd understand,\even if I had a demon for a master.
c193_10_true1	Hmmm... Don't interrupt me. I'm meditating!\Hmmm... Ack!\I forgot the sutras!\I'm blaming you for this!
c193_10_true2	I suppose demons are good for something.\Hey, don't be conceited!\Never mind, they're no-good after all!
c193_10_true3	I know you're a demon, but how long do you plan to exploit me?\I'm only working with you because we share a common goal,\but once we find Teacher...
c193_10_victory	Hee hee!\Looks like I win again!
c193_boss_long	Foul demon,\be purified!
c193_boss_short	The Heart of the Perfection of Wisdom...
c193_ctskill	Begone!
c193_death_1	I now return...\to the cycle...
c193_death_2	Urgh!\Ngh...
c193_drive	These are worldly desires!
c193_hit_1	Gaaah!
c193_hit_2	Ngh!
c193_hit_3	Aaah!
c193_prskill	Be reduced to ash!
c193_skill	Luminous mind!
c193_spa	Eeek!\Stay away!\Come no closer, demon!
c193_startbt	I don't like this, but I don't have much of a choice!
c193_story1	You should know just how iffy I can be.\You were kind enough to make me your student,\but you know no one else\would've given me the time of day.
c193_story2	So long as I am alive in this world,\he will never disappear.\I won't let him.
c193_story3	He said returning good for good is the right thing to do,\so you can rest assured I will return the favor.\He'd understand,\even if I had a demon for a master.
c193_true1	Act righteous in front of me all you want.\I can see perfectly clearly\the evil nature you try to conceal!
c193_true2	I won't disappoint Teacher.\This is all my fault, after all.\None of this would've happened\if I'd been there protecting him till the end.
c193_true3	Help me, demon.\You're the only one I can—\no, I'm the only one I can trust.\Nothing matters to me more than Teacher.
c193_victory	I'm going to win, obviously!
c194_boss_long	I hope you'll make this fun for me...
c194_boss_short	New toys to play with?
c194_ctskill	What an interesting toy.
c194_death_1	Must be...defective...
c194_death_2	Ha...ha ha...
c194_drive	I grow tired of this.
c194_hit_1	Insolence!
c194_hit_2	Urgh!
c194_hit_3	Agh...
c194_prskill	Don't tell me you're worn out already?
c194_skill	Hehehe.
c194_spa	Shh... No uncouth remarks, agreed?
c194_startbt	I can do whatever I want to them, correct?
c194_story1	Because becoming Archfiend is well within the bounds of "anything," you see.
c194_story2	Well, that's disappointing.\Why don't you just go on and say it, then?\You want to be Archfiend yourself, don't you?
c194_story3	*sigh* Now what do I do? I don't want to have to find a new toy...
c194_true1	Be honest with yourself, Master.\Every living thing wants something.
c194_true2	What could that demon be thinking? I just don't understand...and that's simply marvelous. How nice that I won't be bored for quite some time ♥
c194_true3	Why bore yourself hanging on to something as dull as justice? You'd have so much more fun if you just threw it away.
c194_victory	Now, where can I find a new toy?
c195_boss_long	I don't want to go back to my cage!
c195_boss_short	Please don't take my freedom away.
c195_ctskill	We can do this, Theron!
c195_death_1	Go on without me, Theron...
c195_death_2	Please don't be sad...
c195_drive	To paradise!
c195_hit_1	Aaah!
c195_hit_2	Aaah!
c195_hit_3	Eee!
c195_prskill	Let's go together!
c195_skill	Where could my paradise be?
c195_spa	It's so warm. Theron's enjoying himself too.
c195_startbt	Be a good boy, Theron. Don't eat anyone, okay?
c195_story1	Theron doesn't eat his friends.\Isn't that right, Theron?
c195_story2	Nonsense. Theron's a very good boy. He's\nothing like those other wild animals.
c195_story3	It's all thanks to you that Theron and I escaped our cages and began to dream of freedom.
c195_true1	Teehee, looks like Theron made a new friend.
c195_true2	Want to go to paradise with me?
c195_true3	Maybe I seem delusional to you.\But I really do believe that paradise exists...
c195_victory	I can't wait to see the paradise you have in store for me...
c196_boss_long	Ruffians who don't mind their manners get the whip.
c196_boss_short	Watch your tongue!
c196_ctskill	How rude.
c196_death_1	My face... Somebody, wake me up...
c196_death_2	Augh!
c196_drive	Know your place!
c196_hit_1	Heh!
c196_hit_2	What?!
c196_hit_3	It's not over yet!
c196_prskill	I'll make an exception and use my power.
c196_skill	How boring.
c196_spa	You want to try one of my apples? Don't say I didn't warn you...
c196_startbt	Enjoy it while you can. This will be the first and last time, after all...
c196_story1	"Beautiful Idun?" Is there any other?\Don't poison your clumsy prose with pointless words.
c196_story2	She could not handle a stern talking-to.
c196_story3	About earlier...\did you scold them for me?
c196_true1	I have a job for you: polish my apples.\I want to be able to see myself in them.
c196_true2	Are demons fundamentally incapable of holding their tongue?\I can't bear to listen to this.
c196_true3	I seem lonely, you say?\Heh...maybe I do, in a sense.\But it has nothing to do with you.
c196_victory	How long do you plan on hiding?
c198_boss_long	Master...you don't know how long\I've been waiting for this...
c198_boss_short	At last, the time has come...
c198_ctskill	Oh, did that hurt?
c198_death_1	You've just sealed your fate.
c198_death_2	It'll be your turn next...
c198_drive	Stay out of my way...
c198_hit_1	Did you do something...?
c198_hit_2	How annoying...
c198_hit_3	Ooof!
c198_prskill	We can have a lot more fun than this...
c198_skill	There you are.
c198_spa	Good. This is how you should be taking care of me.\This way, I can focus on being your deadliest weapon...
c198_startbt	Now, where did they go?
c198_story1	So why shouldn't you give me special treatment?\I am your right-hand woman, after all...
c198_story2	Hehe... It's also adorable how you try to be brave, even though you're quaking in your boots.\It's so cute I could eat you up...
c198_story3	But be careful.\There's no telling who I might end up hurting in the end...
c198_true1	It's okay. I won't hurt you.\Just kidding...
c198_true2	I'm not scared of anything. Trust me.\As if anyone would actually fall for that...
c198_true3	I'd love to see what lies within your heart, master...\Maybe if I swallow it whole and take my time digesting it, I'd have a better idea of what's inside?\Just kidding...
c198_victory	I'm bored now...\Let's go, master.
c199_boss_long	You came to see me?
c199_boss_short	Welcome.
c199_ctskill	Did I scare you?
c199_death_1	I'm sorry, Mr. Devil.
c199_death_2	Waaah!
c199_drive	I'll save you!
c199_hit_1	Waaah.
c199_hit_2	Eee!
c199_hit_3	Uhn!
c199_prskill	Teehee.
c199_skill	Shiny!
c199_spa	So warm.
c199_startbt	Hi there. How are you doing?
c199_story1	But I'm super cute like this, aren't I?
c199_story2	Mr. Devil, am I really that pretty?
c199_story3	I just really, really, REALLY love him!
c199_true1	I love you. You don't understand my feelings, though...do you, Mr. Devil?
c199_true2	I'm happy just looking at you. I hope we can be together forever.
c199_true3	I really, really love you, Mr. Devil!
c199_victory	Congratulations, Mr. Devil!
c200_boss_long	Nobody covers up the truth while I'm around!
c200_boss_short	There's only one truth!
c200_ctskill	Weak Points spotted!
c200_death_1	Truth is always cruel.
c200_death_2	Ngh...
c200_drive	It's time to reveal the truth!
c200_hit_1	Aaah!
c200_hit_2	Ugh!
c200_hit_3	Ow!
c200_prskill	Your tricks won't work on me!
c200_skill	There's something fishy here...
c200_spa	My glasses fogged up. This is why I don't usually go to hot springs...
c200_startbt	Time to put the pieces together.
c200_story1	You can't hide your crimes forever.
c200_story2	The truth always comes out.\The jig is up.
c200_story3	No matter how much you try to interfere,\they won't stop until their job is complete.
c200_true1	Did you think you could cover up\the truth with some shady trick?
c200_true2	All this time,\I thought you were just pretending to be a foolish demon./Turns out you really are an idiot.
c200_true3	One of these days, you'll need to face the truth.\As to whether you'll be able to accept it or not...well, that's up to you.
c200_victory	Can you see the truth now?
c202_boss_long	We both know how this is gonna turn out, right?
c202_boss_short	Wanna bet on it?
c202_ctskill	I'm all in!
c202_death_1	This isn't what I wanted...
c202_death_2	There's gotta be some kinda mistake...
c202_drive	I'm gonna take it as far as I can go!
c202_hit_1	Yikes!
c202_hit_2	Whaddaya think you're doing?!
c202_hit_3	Gah!
c202_prskill	You wanna do this? Let's do this!
c202_skill	Kapow!
c202_spa	Yaaawn...\Now this is paradise...
c202_startbt	I'm just getting started!
c202_story1	Hey now, what's with that face? You look like an old man who just found his runaway daughter or something.
c202_story2	No need to worry about me.\Revenge is one of those things where you gotta get the timing juuust right.
c202_story3	Maybe there's still a chance things can change.\You know what? I'll take that bet!
c202_true1	I'm luckier than you might think, you know.\As a matter of fact, that was the first time I ever lost a bet.
c202_true2	Wanna play Russian Roulette?\I'm talking with live ammo and everything!
c202_true3	Can you change your destiny? Pfft, of course not.\But if you think otherwise...we could always bet on it.
c202_victory	I knew this is how things would turn out.
c203_88_boss_long	It's not too late to turn back.
c203_88_boss_short	I'm not much a fan of conflict.
c203_88_bubble_prskill	Look out now.
c203_88_bubble_skill	That was sneaky.
c203_88_ctskill	I can't act like I didn't see that.
c203_88_death_1	No...
c203_88_death_2	I will get you back for this.
c203_88_drive	I'll protect you!
c203_88_hit_1	Ngh...
c203_88_hit_2	Aaah!
c203_88_hit_3	Ack!
c203_88_hit_4	Ngh...
c203_88_hit_5	Aaah!
c203_88_hit_6	Ack!
c203_88_hit_7	Ngh...
c203_88_hit_8	Aaah!
c203_88_hit_9	Ack!
c203_88_prskill	Look out now.
c203_88_skill	That was sneaky.
c203_boss_long	It's not too late to turn back.
c203_boss_short	I'm not much a fan of conflict.
c203_ctskill	I can't act like I didn't see that.
c203_death_1	No...
c203_death_2	I will get you back for this.
c203_drive	I'll protect you!
c203_hit_1	Ngh...
c203_hit_2	Aaah!
c203_hit_3	Ack!
c203_prskill	Look out now.
c203_skill	That was sneaky.
c203_spa	This place is so... mystical.\I like it.
c203_startbt	Try not to get hurt.
c203_story1	I'd protect you, too, if you lived in the forest.\Never know when humans will go after you again, do we?
c203_story2	Oh, hello, kitty. We meet again.
c203_story3	If I called you Lady Erebus,\would you let me walk Lovely for an hour a day?
c203_true1	Demons torment the weak for fun.\I bet you do the same.
c203_true2	You can speak your mind. Animals can't.\You can't understand the anguish they go through.
c203_true3	When you're Archfiend, would you build a utopia\where everyone can leave happily?\There's no hope in this world.
c203_victory	Did you get hurt?
c205_boss_long	Huh? I'm the boss fight? Aw, I didn't want to be a bad guy...
c205_boss_short	You're going to fight me?
c205_ctskill	Hocus pocus!
c205_death_1	I'm going home!
c205_death_2	Please...help me...
c205_drive	Abracadabra!
c205_hit_1	Mommy!
c205_hit_2	Ow!
c205_hit_3	Stop that!
c205_prskill	Mumbo jumbo!
c205_skill	Yah!
c205_spa	Check out that spray!
c205_startbt	Let's start a new playthrough!
c205_story1	Try and catch me!\I've saved something fun for you!
c205_story2	Scaaary!
c205_story3	But I want to play with you!
c205_true1	Ugh, all you ever do is complain.
c205_true2	Are you mad again? Keep it up and your face will freeze like that, you know.
c205_true3	Come on, let's play! If you won't...I'll curse you!
c205_victory	All right! I made it to the next stage!
c208_boss_long	Come at me! I'll fight you with everything I've got!
c208_boss_short	Come at me, young man!
c208_ctskill	Come at me!
c208_death_1	I WILL return!
c208_death_2	Aaargh!
c208_drive	Firo Finisher!
c208_hit_1	Ugh...
c208_hit_2	Ugh!
c208_hit_3	Guh!
c208_prskill	Firo Attack!
c208_skill	Pow pow pow pow!
c208_spa	M-Mixed bathing?!\Wh-Where am I supposed to look...?!
c208_startbt	At last, my turn has arrived! Come with me!
c208_story1	I-I'm fine! This's nothing!\A scratch like this can't stop me!
c208_story2	Make me stronger! I'll come whenever you call!
c208_story3	That's right! This is my true form!\Shower me with praise!
c208_true1	Power! I need power befitting this body!
c208_true2	Focus!\That's the key to attaining greater strength!
c208_true3	The only one who can surpass me is myself!\I need more power! Passion will never lead you astray!
c208_victory	There is nothing this body can't do!
