// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	落とした髪の毛	髪の毛一本一本に魂の痕跡が宿っている。
11000168	冒険家_エポナパペット	勇敢な開拓者エポナを模したパペット。
11000169	支配者_エリザベートパペット	貴婦人エリザベートを模したパペット。
11000170	夢見る_ナイアスパペット	防水処理が施されたナイアスの水中用パペット。
11000171	小さな_ディナシーパペット	自由気ままに生きるチャイルドディナシーを模したパペット。
11000172	_A.Iパペット	リポーターA.Iの分身のおしゃべりパペット。
11000173	番人_レッドクロスパペット	騎士の品格が滲み出るレッドクロスのパペット。
11000174	説教する_ダナパペット	女神ダナを模したパペット。誰でも手に入るものではない。
11000175	西方の_アウロラパペット	明星のように清楚に輝くアウロラのパペット。
11000176	白翼の_ディアブロパペット	四つの目を持つディアブロのパペット。
11000177	沸騰_ハデスパペット	ほぼ燃え尽きて頭と翼しか残っていないハデスのパペット。
11000178	悪人_アバドンパペット	戦闘マシンアバドンを模したパペット。
11000179	青い影の_オルガパペット	夜の色の保護色をまとったオルガのパペット。
11000180	キューブ_モアパペット	転がるキューブパペットが集まって合体したパペット。
11000181	余裕の_ミダスパペット	気品が感じられるスーツ姿のミダスのパペット。
11000182	月夜の_ワーウルフパペット	影に溶け込む狼のようなワーウルフのパペット。
11000183	氷の刃_ユミルパペット	冷たい氷で作ったユミルのパペット。
11000184	正義の_マフデトパペット	警察はあなたの味方。正義の味方マフデトのパペット。
11000185	情報屋_ブラウニーパペット	ブラウニーに情報を集めてくれるブラウニーのパペット。
11000186	ハーモニー_メブパペット	ハロウィンのアイドルの可愛らしいパペット。
11000187	欺瞞の_クランプスパペット	クリスマスプレゼントでもらったクランプスのパペット。
11000188	砂漠の_ホルスパペット	灼熱の太陽も怖くないホルスのパペット。
11000189	幻影の_デュランダルパペット	気品あふれるデュランダルのパペット。
11000191	祈祷の_バリパペット	神に祈るバリのパペット。
11000192	転生の_柳道士パペット	柳道士の青い着物で作ったパペット。
11000193	浄火の_デメテルパペット	デメテルの怒りを和らげるかわいいパペット。
11000194	迷える_マアトパペット	狂信徒の歪んだ信仰心が込められたマアトのパペット。
11000195	_フレイパペット	メッシュTシャツがよく似合うフレイのパペット。
11000196	君臨する_メデューサパペット	メデューサの品格が漂うパペット。
11000197	禁断の_イブパペット	イブのパペット。ナビゲーション機能があれば助かるが...
11000198	日向の_コウガパペット	あなたとの春を記憶するコウガのパペット。
11000199	野望の_マンモンパペット	思いっきり華やかに飾られたマンモンのパペット。
11000200	試行する_ジュピターパペット	紳士の必需品であるかわいいパペット。
11000201	輪廻の_クレオパトラパペット	ホルスの趣向を取り入れたクレオパトラのパペット。
11000202	不屈の_自請妃パペット	古典式の火砲を持った自請妃のパペット。
11000204	メイド_モーガンパペット	ヴェルデレトが作ってくれたモーガンのパペット。
11000205	渇望の_ヴェルデレトパペット	執事ヴェルデレトの秘書パペット。
11000206	マジシャン_アリルパペット	アリルのハロウィン用パペット。
11000207	栄光の_ミュリナパペット	ミュリナの可愛らしいパペット。
11000208	盲信の_ルインパペット	ルインのパペット。\キュートなシルエットがポイント
11000209	レディ_バートリーパペット	バートリーの同伴者たちが作ったというパペット。\再現度が素晴らしい。
11000210	導きの_リタパペット	パペットだけの天国を夢見るリタのパペット。\一緒にいる蛇もパペットだとか。
11000211	嘲笑う_ティルフィングパペット	ティルフィングのパペットのマカロン専用ナイフ。
11000212	偽善者_バベルパペット	可愛いパペットの中に隠された黒い綿のかたまり。
11000213	ミステリアス_サターンパペット	サターンのデビュー記念限定パペット。\触ると歌が流れる。
11000214	努力家_ネプチューンパペット	ネプチューンのデビュー記念限定パペット。\天使の翼パーツ込み。
11000215	プリティー_マーズパペット	マーズのデビュー記念限定パペット。\甘い香りがする。
11000216	天真爛漫_ヴィーナスパペット	ヴィーナスのデビュー記念限定パペット。\ポイントは角。
11000217	セイント_ニコルパペット	ニコルの袋に入っていたパペット。\持っている袋にはもっと小さいパペットが入っているかな？
11000218	客寄せの エシュパペット	翼を全開したエシュのパペット。\飛行機能は実装されていない。
11000220	ガンスリンガー ヒルドパペット	お子様のためにヒルドが直接作ったパペット。
11000221	黒光の_ケプリパペット	ひとりぼっちだった頃、寂しさを紛らわすために作ったパペット。
11000222	真夏の アネモネパペット	アネモネがギャンブルで勝ち取ったパペット。\所有者の運を奪う。
11000224	田園の_パンパペット	いつも一歩下がって他のパペットを見守るパンのパペット。
11000227	誘惑する_ヘケトパペット	世界中にパペットをたくさん増やすことを目標にしているヘケトのパペット。
11000228	古弦の楽師 自請妃パペット	新羅琴の音が静かに流れる自請妃のパペット。
11000229	革新者_オフォイスパペット	後手になることを極度に嫌うため\常に前列に飾ること。
2010013	カジュアルTシャツ	服の真ん中にSOLD OUTと書かれている。
2010014	カジュアルTシャツ	服の真ん中にSOLD OUTと書かれている。
2010015	カジュアルTシャツ	服の真ん中にSOLD OUTと書かれている。
2010023	アロハシャツ	南国の花々が満開の独特な印刷のシャツ。\着るとき少し勇気が必要である。
2010024	アロハシャツ	南国の花々が満開の独特な印刷のシャツ。\着るとき少し勇気が必要である。
2010025	アロハシャツ	南国の花々が満開の独特な印刷のシャツ。\着るとき少し勇気が必要である。
2010033	父のランニングシャツ	古く薄汚い父のランニングシャツ。\走りゆく父の背中に息子は何を思うのか…
2010034	父のランニングシャツ	古く薄汚い父のランニングシャツ。\走りゆく父の背中に息子は何を思うのか…
2010035	父のランニングシャツ	古く薄汚い父のランニングシャツ。\走りゆく父の背中に息子は何を思うのか…
2020043	レトロなベスト	某ファッションリーダーオススメアイテム。\これを着て合コンに行くと断られやすい。
2020044	レトロなベスト	某ファッションリーダーオススメアイテム。\これを着て合コンに行くと断られやすい。
2020045	レトロなベスト	某ファッションリーダーオススメアイテム。\これを着て合コンに行くと断られやすい。
2020053	おばあちゃんのマフラー	おばあちゃんが一針一針丁寧に縫った毛糸のマフラー。\おばあちゃんの未だ衰えない女子力の高さが伺える。
2020054	おばあちゃんのマフラー	おばあちゃんが一針一針丁寧に縫った毛糸のマフラー。\おばあちゃんの未だ衰えない女子力の高さが伺える。
2020055	おばあちゃんのマフラー	おばあちゃんが一針一針丁寧に縫った毛糸のマフラー。\おばあちゃんの未だ衰えない女子力の高さが伺える。
2020063	睡眠ズボン	柔らかい純綿で作られたズボン\着たとしても特にすぐ眠れたりはしない。
2020064	睡眠ズボン	柔らかい純綿で作られたズボン\着たとしても特にすぐ眠れたりはしない。
2020065	睡眠ズボン	柔らかい純綿で作られたズボン\着たとしても特にすぐ眠れたりはしない。
2020073	パープルジャージ	誰が着てもダサくなるジャージ。\コンビニに行くだけならちょうどいい。
2020074	パープルジャージ	誰が着てもダサくなるジャージ。\コンビニに行くだけならちょうどいい。
2020075	パープルジャージ	誰が着てもダサくなるジャージ。\コンビニに行くだけならちょうどいい。
2030083	チャンピオンパンツ	太ももの真ん中まで降りてくるボクサー用パンツ。\トップスと合わせて着ると風格が消える。
2030084	チャンピオンパンツ	太ももの真ん中まで降りてくるボクサー用パンツ。\トップスと合わせて着ると風格が消える。
2030085	チャンピオンパンツ	太ももの真ん中まで降りてくるボクサー用パンツ。\トップスと合わせて着ると風格が消える。
2030093	迷彩服	軍用の本格的な迷彩服だ。\着用し、草むらに入ると雰囲気が出る。
2030094	迷彩服	軍用の本格的な迷彩服だ。\着用し、草むらに入ると雰囲気が出る。
2030095	迷彩服	軍用の本格的な迷彩服だ。\着用し、草むらに入ると雰囲気が出る。
2030103	セーラー服	女子高生が着用するセーラー服。\いつか卒業する必要がある服である。
2030104	セーラー服	女子高生が着用するセーラー服。\いつか卒業する必要がある服である。
2030105	セーラー服	女子高生が着用するセーラー服。\いつか卒業する必要がある服である。
2030113	ベビードール	アダルティーなナイトガウン。\着用者の羞恥心は考慮されていない。
2030114	ベビードール	アダルティーなナイトガウン。\着用者の羞恥心は考慮されていない。
2030115	ベビードール	アダルティーなナイトガウン。\着用者の羞恥心は考慮されていない。
2030123	地獄Tシャツ	表に《血池サウナ》と書かれたTシャツ。\裏には地獄絵図が描かれている。
2030124	地獄Tシャツ	表に《血池サウナ》と書かれたTシャツ。\裏には地獄絵図が描かれている。
2030125	地獄Tシャツ	表に《血池サウナ》と書かれたTシャツ。\裏には地獄絵図が描かれている。
2030133	チャンピオンベルト	カラフルなデザインのチャンピオンベルト。\強くなったような気持ちになれる。
2030134	チャンピオンベルト	カラフルなデザインのチャンピオンベルト。\強くなったような気持ちになれる。
2030135	チャンピオンベルト	カラフルなデザインのチャンピオンベルト。\強くなったような気持ちになれる。
2040143	王様マント	赤いショールと白い羽飾りが引き立つ王様のマント。\良い子にも悪い子にも服は見えない。
2040144	王様マント	赤いショールと白い羽飾りが引き立つ王様のマント。\良い子にも悪い子にも服は見えない。
2040145	王様マント	赤いショールと白い羽飾りが引き立つ王様のマント。\良い子にも悪い子にも服は見えない。
2040153	チャイナドレス	腰まで開けている女性用チャイナドレス。\残念だが男性用は無い。
2040154	チャイナドレス	腰まで開けている女性用チャイナドレス。\残念だが男性用は無い。
2040155	チャイナドレス	腰まで開けている女性用チャイナドレス。\残念だが男性用は無い。
2040163	ミンクのコート	よく手入れされたミンクのコート。\罪なく死んでいったミンクの怨念が感じられる。
2040164	ミンクのコート	よく手入れされたミンクのコート。\罪なく死んでいったミンクの怨念が感じられる。
2040165	ミンクのコート	よく手入れされたミンクのコート。\罪なく死んでいったミンクの怨念が感じられる。
2050183	バレエ服	本物のバレリーナ用衣装である。\全体的なシルエットが白鳥を連想させる。
2050184	バレエ服	本物のバレリーナ用衣装である。\全体的なシルエットが白鳥を連想させる。
2050185	バレエ服	本物のバレリーナ用衣装である。\全体的なシルエットが白鳥を連想させる。
2050193	ウェディングドレス	一目で気に入り手に入れた。\着てくれる人はまだいない…
2050194	ウェディングドレス	一目で気に入り手に入れた。\着てくれる人はまだいない…
2050195	ウェディングドレス	一目で気に入り手に入れた。\着てくれる人はまだいない…
2050203	ビキニ水着	上下セットのビキニ水着。\露出の分だけ破壊力UP！
2050204	ビキニ水着	上下セットのビキニ水着。\露出の分だけ破壊力UP！
2050205	ビキニ水着	上下セットのビキニ水着。\露出の分だけ破壊力UP！
2050213	ウェットスーツ	水中戦を考慮して購入したウェットスーツ。\見かけのわりに体温維持効果が優れている。
2050214	ウェットスーツ	水中戦を考慮して購入したウェットスーツ。\見かけのわりに体温維持効果が優れている。
2050215	ウェットスーツ	水中戦を考慮して購入したウェットスーツ。\見かけのわりに体温維持効果が優れている。
2050283	カスタムメイド服	クラシックメイド風防弾服。\戦うメイドのために製作され封印されていた。
2050284	カスタムメイド服	クラシックメイド風防弾服。\戦うメイドのために製作され封印されていた。
2050285	カスタムメイド服	クラシックメイド風防弾服。\戦うメイドのために製作され封印されていた。
2050293	可憐な衣	異国の伝統衣装。\これで街を歩いたら流石に目立つ。
2050294	可憐な衣	異国の伝統衣装。\これで街を歩いたら流石に目立つ。
2050295	可憐な衣	異国の伝統衣装。\これで街を歩いたら流石に目立つ。
2050313	錬金術師の手袋	化学実験のために特殊な処理を施しておいた。\火気注意、破損注意、変形注意、水洗い禁止
2050314	錬金術師の手袋	化学実験のために特殊な処理を施しておいた。\火気注意、破損注意、変形注意、水洗い禁止
2050315	錬金術師の手袋	化学実験のために特殊な処理を施しておいた。\火気注意、破損注意、変形注意、水洗い禁止
2050323	サンタハット	サンタのボトルハットから\行方不明のトナカイのDNAが発見された。
2050324	サンタハット	サンタのボトルハットから\行方不明のトナカイのDNAが発見された。
2050325	サンタハット	サンタのボトルハットから\行方不明のトナカイのDNAが発見された。
2050343	レイジキャップ	怒りの炎でも燃えないデメテル専用ナースキャップ。
2050344	レイジキャップ	怒りの炎でも燃えないデメテル専用ナースキャップ。
2050345	レイジキャップ	怒りの炎でも燃えないデメテル専用ナースキャップ。
2050363	フラワーヴェール	プリザーブドフラワーを飾り付けた花嫁のヴェール。
2050364	フラワーヴェール	プリザーブドフラワーを飾り付けた花嫁のヴェール。
2050365	フラワーヴェール	プリザーブドフラワーを飾り付けた花嫁のヴェール。
2050373	ニースリーブ	チャンネルEvil製、イゾルデの膝サポーター。\生地に特殊素材ネオプレーンを使用。
2050374	ニースリーブ	チャンネルEvil製、イゾルデの膝サポーター。\生地に特殊素材ネオプレーンを使用。
2050375	ニースリーブ	チャンネルEvil製、イゾルデの膝サポーター。\生地に特殊素材ネオプレーンを使用。
2050383	深紅のドレス	ブリジットのための薔薇モチーフのドレス。\微かに血の匂いがする。
2050384	深紅のドレス	ブリジットのための薔薇モチーフのドレス。\微かに血の匂いがする。
2050385	深紅のドレス	ブリジットのための薔薇モチーフのドレス。\微かに血の匂いがする。
2050393	祓魔のベール	リタの悪魔祓い用ベール。\悪魔をさらなる深き闇へと誘う。
2050394	祓魔のベール	リタの悪魔祓い用ベール。\悪魔をさらなる深き闇へと誘う。
2050395	祓魔のベール	リタの悪魔祓い用ベール。\悪魔をさらなる深き闇へと誘う。
2050403	悲嘆の黒衣	怪しい魔力を醸し出す漆黒のドレス。
2050404	悲嘆の黒衣	怪しい魔力を醸し出す漆黒のドレス。
2050405	悲嘆の黒衣	怪しい魔力を醸し出す漆黒のドレス。
2050413	バッスルドレス	バートリーの趣味を追求した\ゴシック系バッスルスタイルドレス。
2050414	バッスルドレス	バートリーの趣味を追求した\ゴシック系バッスルスタイルドレス。
2050415	バッスルドレス	バートリーの趣味を追求した\ゴシック系バッスルスタイルドレス。
2050423	羽衣ケープ	ナタリスの羽衣のようなケープ。\彼女の人気にあやかりたい有名デザイナーが作った。
2050424	羽衣ケープ	ナタリスの羽衣のようなケープ。\彼女の人気にあやかりたい有名デザイナーが作った。
2050425	羽衣ケープ	ナタリスの羽衣のようなケープ。\彼女の人気にあやかりたい有名デザイナーが作った。
2050433	ハイライトドレス	アリアのコンサート衣装。\彼女の夢と情熱、努力を表現するデザイン。
2050434	ハイライトドレス	アリアのコンサート衣装。\彼女の夢と情熱、努力を表現するデザイン。
2050435	ハイライトドレス	アリアのコンサート衣装。\彼女の夢と情熱、努力を表現するデザイン。
2050443	おろしたての新年衣装	新年にはいいことだけありますように！\張り切って新調したおろしたての新年衣装。
2050444	おろしたての新年衣装	新年にはいいことだけありますように！\張り切って新調したおろしたての新年衣装。
2050445	おろしたての新年衣装	新年にはいいことだけありますように！\張り切って新調したおろしたての新年衣装。
2050453	ダナのミトラ	ダナの威厳を象徴する司教冠。
2050454	ダナのミトラ	ダナの威厳を象徴する司教冠。
2050455	ダナのミトラ	ダナの威厳を象徴する司教冠。
2050473	錬金術師のメガネ	ブルーライトカットから顕微鏡モードまで。\万能すぎる最先端メガネ。
2050474	錬金術師のメガネ	ブルーライトカットから顕微鏡モードまで。\万能すぎる最先端メガネ。
2050475	錬金術師のメガネ	ブルーライトカットから顕微鏡モードまで。\万能すぎる最先端メガネ。
2050483	マルルのビキニ	マルルのために特別制作したビキニーアーマー\なんとこれで大体のものは防御できるそうだ。
2050484	マルルのビキニ	マルルのために特別制作したビキニーアーマー\なんとこれで大体のものは防御できるそうだ。
2050485	マルルのビキニ	マルルのために特別制作したビキニーアーマー\なんとこれで大体のものは防御できるそうだ。
2050493	マコトの戦闘服	マコトの着用している戦闘服。\胸が大きいと南半球が目立つ。
2050494	マコトの戦闘服	マコトの着用している戦闘服。\胸が大きいと南半球が目立つ。
2050495	マコトの戦闘服	マコトの着用している戦闘服。\胸が大きいと南半球が目立つ。
2050503	カインの帯	貞潔、清貧、従順の誓願を象徴する帯。
2050504	カインの帯	貞潔、清貧、従順の誓願を象徴する帯。
2050505	カインの帯	貞潔、清貧、従順の誓願を象徴する帯。
2050513	ビリーの水着	ハイドロシューターの水鉄砲バトル用水着。\伸縮性に優れ、防水性抜群。
2050514	ビリーの水着	ハイドロシューターの水鉄砲バトル用水着。\伸縮性に優れ、防水性抜群。
2050515	ビリーの水着	ハイドロシューターの水鉄砲バトル用水着。\伸縮性に優れ、防水性抜群。
2050523	ケイノウの服	ケイノウのワンピース。\ミシンではなく全て手縫い。
2050524	ケイノウの服	ケイノウのワンピース。\ミシンではなく全て手縫い。
2050525	ケイノウの服	ケイノウのワンピース。\ミシンではなく全て手縫い。
2050533	ティスベのリボン	銀の飾りが鈍い輝きを放つシックなリボン。
2050534	ティスベのリボン	銀の飾りが鈍い輝きを放つシックなリボン。
2050535	ティスベのリボン	銀の飾りが鈍い輝きを放つシックなリボン。
2050543	優男のパンツ	うつつを抜かしたヴィンセントの下着。
2050544	優男のパンツ	うつつを抜かしたヴィンセントの下着。
2050545	優男のパンツ	うつつを抜かしたヴィンセントの下着。
2050553	ライマのドレス	ライマの魅力を引き出すドレス。
2050554	ライマのドレス	ライマの魅力を引き出すドレス。
2050555	ライマのドレス	ライマの魅力を引き出すドレス。
2050563	法力腕甲	涅槃の境地に達した祓魔師に力を与える腕甲。
2050564	法力腕甲	涅槃の境地に達した祓魔師に力を与える腕甲。
2050565	法力腕甲	涅槃の境地に達した祓魔師に力を与える腕甲。
2050573	金狼の宝冠	オフォイスが謎の呪術で生み出した金色の冠。\被ると自信が湧く。
2050574	金狼の宝冠	オフォイスが謎の呪術で生み出した金色の冠。\被ると自信が湧く。
2050575	金狼の宝冠	オフォイスが謎の呪術で生み出した金色の冠。\被ると自信が湧く。
2050583	ダウンジャケット	エシュが毎日着ている白いダウンジャケット。
2050584	ダウンジャケット	エシュが毎日着ている白いダウンジャケット。
2050585	ダウンジャケット	エシュが毎日着ている白いダウンジャケット。
2050593	月影のドレス	奇妙な魔力を帯びたベビードール風ドレス。\レースの生地に狂気が宿る。
2050594	月影のドレス	奇妙な魔力を帯びたベビードール風ドレス。\レースの生地に狂気が宿る。
2050595	月影のドレス	奇妙な魔力を帯びたベビードール風ドレス。\レースの生地に狂気が宿る。
2050603	騎士の戦槍正装	身命を賭して主君を守りし騎士の正装。
2050604	騎士の戦槍正装	身命を賭して主君を守りし騎士の正装。
2050605	騎士の戦槍正装	身命を賭して主君を守りし騎士の正装。
2050613	パケトのパーカー	パケトが着るピンクのパーカー。\保温性に優れる。
2050614	パケトのパーカー	パケトが着るピンクのパーカー。\保温性に優れる。
2050615	パケトのパーカー	パケトが着るピンクのパーカー。\保温性に優れる。
2050623	ラブリーカフス	フリルの袖。\純白が清純さを引き立てる。
2050624	ラブリーカフス	フリルの袖。\純白が清純さを引き立てる。
2050625	ラブリーカフス	フリルの袖。\純白が清純さを引き立てる。
2050633	パラスのマント	パラスがオーダーメイドで作ってもらった夜の礼服。\なびくマントがとてもオシャレ。
2050634	パラスのマント	パラスがオーダーメイドで作ってもらった夜の礼服。\なびくマントがとてもオシャレ。
2050635	パラスのマント	パラスがオーダーメイドで作ってもらった夜の礼服。\なびくマントがとてもオシャレ。
2050643	ゆったりアウター	エウロスの特注アウター。\サイズが大きいのでゆったり着られる。
2050644	ゆったりアウター	エウロスの特注アウター。\サイズが大きいのでゆったり着られる。
2050645	ゆったりアウター	エウロスの特注アウター。\サイズが大きいのでゆったり着られる。
2050653	小悪魔のドレス	キズひとつない純白のドレス。\セメレーの純粋な気持ちを表している。
2050654	小悪魔のドレス	キズひとつない純白のドレス。\セメレーの純粋な気持ちを表している。
2050655	小悪魔のドレス	キズひとつない純白のドレス。\セメレーの純粋な気持ちを表している。
2050663	エナメルスーツ	チャンネルEvilのリポーターA.Iの\きわどすぎる衣装。
2050664	エナメルスーツ	チャンネルEvilのリポーターA.Iの\きわどすぎる衣装。
2050665	エナメルスーツ	チャンネルEvilのリポーターA.Iの\きわどすぎる衣装。
2050673	プリーツスカート	ラッフルズのレザープリーツスカート。\黒き怪盗が夜空を舞う。
2050674	プリーツスカート	ラッフルズのレザープリーツスカート。\黒き怪盗が夜空を舞う。
2050675	プリーツスカート	ラッフルズのレザープリーツスカート。\黒き怪盗が夜空を舞う。
2050693	バリの羽織	神妙な空気が漂うバリの伝統衣装。\暗い所では青く輝く。
2050694	バリの羽織	神妙な空気が漂うバリの伝統衣装。\暗い所では青く輝く。
2050695	バリの羽織	神妙な空気が漂うバリの伝統衣装。\暗い所では青く輝く。
2050703	桃宴桜舞の帯	月明りの下で舞う桜色の帯。
2050704	桃宴桜舞の帯	月明りの下で舞う桜色の帯。
2050705	桃宴桜舞の帯	月明りの下で舞う桜色の帯。
2050713	フラワーブリム	ルサルカに勇気を与えるブリム。
2050714	フラワーブリム	ルサルカに勇気を与えるブリム。
2050715	フラワーブリム	ルサルカに勇気を与えるブリム。
2050723	ハーピーのビキニ	ハーピーの心と体を解放するビキニ。
2050724	ハーピーのビキニ	ハーピーの心と体を解放するビキニ。
2050725	ハーピーのビキニ	ハーピーの心と体を解放するビキニ。
2050733	ウダンバラの翼	仏教における伝説の華のごとき翼。
2050734	ウダンバラの翼	仏教における伝説の華のごとき翼。
2050735	ウダンバラの翼	仏教における伝説の華のごとき翼。
2050743	アモス島の王冠	アモス島の王冠
2050744	アモス島の王冠	アモス島の王冠
2050745	アモス島の王冠	アモス島の王冠
2050753	DF1スーツ	ゼピュロスのレーシングスーツ。\ちょっと生地が薄くないか？
2050754	DF1スーツ	ゼピュロスのレーシングスーツ。\ちょっと生地が薄くないか？
2050755	DF1スーツ	ゼピュロスのレーシングスーツ。\ちょっと生地が薄くないか？
2050763	アウロラの翼	どんな悪夢でも逃れられる翼。
2050764	アウロラの翼	どんな悪夢でも逃れられる翼。
2050765	アウロラの翼	どんな悪夢でも逃れられる翼。
2050823	幸運のシールド	あらゆる厄災を防ぐティタニアの盾。
2050824	幸運のシールド	あらゆる厄災を防ぐティタニアの盾。
2050825	幸運のシールド	あらゆる厄災を防ぐティタニアの盾。
2050833	幻燈朱雀	大地を蹴る朱雀のような旗袍。
2050834	幻燈朱雀	大地を蹴る朱雀のような旗袍。
2050835	幻燈朱雀	大地を蹴る朱雀のような旗袍。
2050843	ローズシールド	あらゆる敵から小夜子を守るテレサの盾。
2050844	ローズシールド	あらゆる敵から小夜子を守るテレサの盾。
2050845	ローズシールド	あらゆる敵から小夜子を守るテレサの盾。
2050853	モナの伝統衣装	モナが自分で仕立てた異国の伝統衣装。
2050854	モナの伝統衣装	モナが自分で仕立てた異国の伝統衣装。
2050855	モナの伝統衣装	モナが自分で仕立てた異国の伝統衣装。
2050863	菩提の聖衣	悟りを開いた阿羅漢の体を包む聖なる衣。
2050864	菩提の聖衣	悟りを開いた阿羅漢の体を包む聖なる衣。
2050865	菩提の聖衣	悟りを開いた阿羅漢の体を包む聖なる衣。
2050883	努力のパンプス	どんな振りつけでも踊りこなす\ネプチューン♥の努力が光るパンプス。
2050884	努力のパンプス	どんな振りつけでも踊りこなす\ネプチューン♥の努力が光るパンプス。
2050885	努力のパンプス	どんな振りつけでも踊りこなす\ネプチューン♥の努力が光るパンプス。
2050893	尊厳の鎧袖	イブの尊厳を守る盾となる長い袖。
2050894	尊厳の鎧袖	イブの尊厳を守る盾となる長い袖。
2050895	尊厳の鎧袖	イブの尊厳を守る盾となる長い袖。
2050903	恋する騎士の帽子	首をかしげるだけで攻撃を防げる\ブラダマンテのドレスハット。
2050904	恋する騎士の帽子	首をかしげるだけで攻撃を防げる\ブラダマンテのドレスハット。
2050905	恋する騎士の帽子	首をかしげるだけで攻撃を防げる\ブラダマンテのドレスハット。
2050913	白バラスカート	ユーナを包む華麗なスカート。
2050914	白バラスカート	ユーナを包む華麗なスカート。
2050915	白バラスカート	ユーナを包む華麗なスカート。
2050923	指揮官の制服	弾丸を弾き返すアルテミシアの制服。
2050924	指揮官の制服	弾丸を弾き返すアルテミシアの制服。
2050925	指揮官の制服	弾丸を弾き返すアルテミシアの制服。
2050933	完璧なコート	バトルで絶対にケガしないよう\特殊素材で製作されたボタンのコート。
2050934	完璧なコート	バトルで絶対にケガしないよう\特殊素材で製作されたボタンのコート。
2050935	完璧なコート	バトルで絶対にケガしないよう\特殊素材で製作されたボタンのコート。
2050943	ワンコの腕ぬき	特殊な繊維で作られたラッシーのアームカバー。\猛獣に噛まれても破れない。
2050944	ワンコの腕ぬき	特殊な繊維で作られたラッシーのアームカバー。\猛獣に噛まれても破れない。
2050945	ワンコの腕ぬき	特殊な繊維で作られたラッシーのアームカバー。\猛獣に噛まれても破れない。
2050953	ビビ鬼の面	邪気払いの効果があるお面。
2050954	ビビ鬼の面	邪気払いの効果があるお面。
2050955	ビビ鬼の面	邪気払いの効果があるお面。
2050963	偏光ゴーグル	ボレアースの偏光ゴーグル。\不快なグレアを排除する。
2050964	偏光ゴーグル	ボレアースの偏光ゴーグル。\不快なグレアを排除する。
2050965	偏光ゴーグル	ボレアースの偏光ゴーグル。\不快なグレアを排除する。
2050973	ヴァンパイアハンターのコート	軽量で動きやすくハンティングに最適な\ヴァンパイアハンターのコート
2050974	ヴァンパイアハンターのコート	軽量で動きやすくハンティングに最適な\ヴァンパイアハンターのコート
2050975	ヴァンパイアハンターのコート	軽量で動きやすくハンティングに最適な\ヴァンパイアハンターのコート
2050983	ピロテースのスカート	裾広がりで、特殊な素材でできたピロテースのスカート。\どんな攻撃からも守ってくれる。
2050984	ピロテースのスカート	裾広がりで、特殊な素材でできたピロテースのスカート。\どんな攻撃からも守ってくれる。
2050985	ピロテースのスカート	裾広がりで、特殊な素材でできたピロテースのスカート。\どんな攻撃からも守ってくれる。
2050993	デュエッサのストッキング	特殊素材でできたデュエッサのストッキング。\鋭い刃にも破れない。
2050994	デュエッサのストッキング	特殊素材でできたデュエッサのストッキング。\鋭い刃にも破れない。
2050995	デュエッサのストッキング	特殊素材でできたデュエッサのストッキング。\鋭い刃にも破れない。
3010013	退魔お守り	下級悪魔から没収した退魔用お守り。\効果は微々たるものだ。
3010014	退魔お守り	下級悪魔から没収した退魔用お守り。\効果は微々たるものだ。
3010015	退魔お守り	下級悪魔から没収した退魔用お守り。\効果は微々たるものだ。
3010023	赤いマスク	都市伝説の主人公からもらってきたと言われているマスク。\あまり信用はできない。
3010024	赤いマスク	都市伝説の主人公からもらってきたと言われているマスク。\あまり信用はできない。
3010025	赤いマスク	都市伝説の主人公からもらってきたと言われているマスク。\あまり信用はできない。
3010033	金のメンコ	珍しい金箔紙で作られたメンコ。\強力なわけではないが、強そうな感じがする。
3010034	金のメンコ	珍しい金箔紙で作られたメンコ。\強力なわけではないが、強そうな感じがする。
3010035	金のメンコ	珍しい金箔紙で作られたメンコ。\強力なわけではないが、強そうな感じがする。
3020043	クロス眼帯	通りすがりの中学生の女の子が着用していた眼帯。\付けた途端、左目が疼いてしょうがない。
3020044	クロス眼帯	通りすがりの中学生の女の子が着用していた眼帯。\付けた途端、左目が疼いてしょうがない。
3020045	クロス眼帯	通りすがりの中学生の女の子が着用していた眼帯。\付けた途端、左目が疼いてしょうがない。
3020053	警笛	敵が自分よりも強いなら、国家権力に助けを求めよう。
3020054	警笛	敵が自分よりも強いなら、国家権力に助けを求めよう。
3020055	警笛	敵が自分よりも強いなら、国家権力に助けを求めよう。
3020063	白組帽子	運動会で白組が使う帽子。\少なくとも白組から攻撃は受けないだろう。
3020064	白組帽子	運動会で白組が使う帽子。\少なくとも白組から攻撃は受けないだろう。
3020065	白組帽子	運動会で白組が使う帽子。\少なくとも白組から攻撃は受けないだろう。
3020073	ブレスレット	警察署で使用するシルバーアクセサリー。\罪を犯したとき着用できる限定品だ。
3020074	ブレスレット	警察署で使用するシルバーアクセサリー。\罪を犯したとき着用できる限定品だ。
3020075	ブレスレット	警察署で使用するシルバーアクセサリー。\罪を犯したとき着用できる限定品だ。
3030083	ミントのロウソク	ミントが香るロウソク。\疲労回復の効果がある。
3030084	ミントのロウソク	ミントが香るロウソク。\疲労回復の効果がある。
3030085	ミントのロウソク	ミントが香るロウソク。\疲労回復の効果がある。
3030093	殺虫剤	虫全般に効果を発揮。もちろんGなヤツにもOK。\自分にかからないように注意しよう。
