// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死亡	邀約	0	
210035	Lv.35	諸神的強擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
210036	Lv.36	諸神的雷擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
210037	Lv.37	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
210038	Lv.38	諸神的擊破	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
210039	Lv.39	諸神的擊滅	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
210040	Lv.40	諸神的災難	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>\<color=ff7b02>減益(冰凍、石化、沉默、混亂和暈眩)</color>和<color=ff7b02>時間系減益無效</color>
2200	諸神強襲	魔界大門開啟，古神紛紛降臨。		
220001	Lv.1	惡魔的徵兆	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220002	Lv.2	諸神的降臨	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220003	Lv.3	諸神的進擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220004	Lv.4	諸神的侵略	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220005	Lv.5	諸神的急襲	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220006	Lv.6	諸神的襲擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220007	Lv.7	諸神的侵略	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220008	Lv.8	諸神的掠奪	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220009	Lv.9	諸神的追擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220010	Lv.10	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220011	Lv.11	諸神的戰爭	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220012	Lv.12	諸神的猛擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220013	Lv.13	諸神的爭鬥	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220014	Lv.14	諸神的激鬥	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220015	Lv.15	諸神的奮鬥	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220016	Lv.16	諸神的血鬥	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220017	Lv.17	諸神的亂鬥	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220018	Lv.18	諸神的電擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220019	Lv.19	諸神的血戰	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220020	Lv.20	諸神的激戰	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220021	Lv.21	諸神之盾	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220022	Lv.22	諸神的要塞	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220023	Lv.23	諸神的堤防	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220024	Lv.24	諸神的防禦	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220025	Lv.25	諸神的警戒	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220026	Lv.26	諸神的守衛	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220027	Lv.27	諸神的戒嚴	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220028	Lv.28	諸神的援護	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220029	Lv.29	神聖的抵抗	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220030	Lv.30	諸神的抗戰	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
220031	Lv.31	諸神的火戰車	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220032	Lv.32	諸神的突擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220033	Lv.33	諸神的爆擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220034	Lv.34	諸神的連擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220035	Lv.35	諸神的強擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220036	Lv.36	諸神的雷擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220037	Lv.37	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220038	Lv.38	諸神的擊破	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220039	Lv.39	諸神的擊滅	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
220040	Lv.40	諸神的災難	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點攻擊力</color>與<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color>與<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>、\<color=ff7b02>減益(冰凍、石化、沉默、混亂和暈眩)</color>和<color=ff7b02>時間系減益無效</color>
2300	諸神強襲	魔界大門開啟，古神紛紛降臨。		
230001	Lv.1	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230002	Lv.2	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230003	Lv.3	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230004	Lv.4	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230005	Lv.5	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230006	Lv.6	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230007	Lv.7	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230008	Lv.8	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230009	Lv.9	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230010	Lv.10	虔誠的背叛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230011	Lv.11	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230012	Lv.12	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230013	Lv.13	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230014	Lv.14	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230015	Lv.15	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230016	Lv.16	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230017	Lv.17	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230018	Lv.18	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230019	Lv.19	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230020	Lv.20	驅魔詠唱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230021	Lv.21	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230022	Lv.22	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230023	Lv.23	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230024	Lv.24	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230025	Lv.25	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230026	Lv.26	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230027	Lv.27	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230028	Lv.28	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230029	Lv.29	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230030	Lv.30	扭曲的信仰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
230031	Lv.31	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230032	Lv.32	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230033	Lv.33	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230034	Lv.34	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230035	Lv.35	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230036	Lv.36	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230037	Lv.37	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230038	Lv.38	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230039	Lv.39	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
230040	Lv.40	狂熱信徒的祈禱	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>\和<color=ff7b02>弱化減益(冰凍、石化、沉默、混亂、暈眩、睡眠)</color>及 <color=ff7b02>時間減益無效</color>
2400	諸神強襲	魔界大門開啟，古神紛紛降臨。		
240001	Lv.1	惡魔的徵兆	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240002	Lv.2	諸神的降臨	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240003	Lv.3	諸神的進擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240004	Lv.4	諸神的侵略	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240005	Lv.5	諸神的急襲	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240006	Lv.6	諸神的襲擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240007	Lv.7	諸神的侵略	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240008	Lv.8	諸神的掠奪	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240009	Lv.9	諸神的追擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240010	Lv.10	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240011	Lv.11	諸神的戰爭	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240012	Lv.12	諸神的猛擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240013	Lv.13	諸神的爭鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240014	Lv.14	諸神的激鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240015	Lv.15	諸神的奮鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240016	Lv.16	諸神的血鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240017	Lv.17	諸神的亂鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240018	Lv.18	諸神的電擊	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240019	Lv.19	諸神的血戰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240020	Lv.20	諸神的激戰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240021	Lv.21	諸神之盾	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240022	Lv.22	諸神的要塞	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240023	Lv.23	諸神的堤防	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240024	Lv.24	諸神的防禦	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240025	Lv.25	諸神的警戒	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240026	Lv.26	諸神的守衛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240027	Lv.27	諸神的戒嚴	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240028	Lv.28	諸神的援護	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240029	Lv.29	神聖的抵抗	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240030	Lv.30	諸神的抗戰	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
240031	Lv.31	諸神的火戰車	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240032	Lv.32	諸神的突擊	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240033	Lv.33	諸神的爆擊	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240034	Lv.34	諸神的連擊	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240035	Lv.35	諸神的強擊	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240036	Lv.36	諸神的雷擊	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240037	Lv.37	諸神的殞落	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240038	Lv.38	諸神的擊破	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240039	Lv.39	諸神的擊滅	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、 <color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>
240040	Lv.40	諸神的災難	空欄	<color=ff0000>敵方隊伍：</color> <color=ff7b02>;Drive充能量</color><color=ffc400>↑</color>、<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color><color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color><color=ffc400>↓</color>，和<color=ff7b02>弱化減益(冰凍、石化、沉默、混亂、暈眩)</color> 及<color=ff7b02>時間減益無效</color>
250001	Lv.1	惡魔的徵兆	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250002	Lv.2	諸神的降臨	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250003	Lv.3	諸神的進擊	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250004	Lv.4	諸神的侵略	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250005	Lv.5	諸神的急襲	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250006	Lv.6	諸神的襲擊	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
250007	Lv.7	諸神的侵略	空欄	<color=ff0000>對敵方隊伍</color>賦予<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
