// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死亡	邀约	0	
220032	Lv.32	诸神的突击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220033	Lv.33	诸神的爆击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220034	Lv.34	诸神的连击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220035	Lv.35	诸神的强击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220036	Lv.36	诸神的雷击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220037	Lv.37	诸神的陨落	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220038	Lv.38	诸神的击破	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220039	Lv.39	诸神的击灭	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
220040	Lv.40	诸神的灾难	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>、\<color=ff7b02>弱化（冰冻、石化、沉默、混乱和眩晕）</color>和<color=ff7b02>时间系减益效果无效</color>
2300	诸神强袭	魔界大门开启，古神纷纷降临。		
230001	Lv.1	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230002	Lv.2	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230003	Lv.3	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230004	Lv.4	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230005	Lv.5	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230006	Lv.6	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230007	Lv.7	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230008	Lv.8	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230009	Lv.9	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230010	Lv.10	虔诚的背叛	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230011	Lv.11	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230012	Lv.12	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230013	Lv.13	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230014	Lv.14	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230015	Lv.15	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230016	Lv.16	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230017	Lv.17	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230018	Lv.18	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230019	Lv.19	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230020	Lv.20	驱魔咏唱	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230021	Lv.21	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230022	Lv.22	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230023	Lv.23	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230024	Lv.24	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230025	Lv.25	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230026	Lv.26	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230027	Lv.27	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230028	Lv.28	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230029	Lv.29	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230030	Lv.30	扭曲的信仰	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
230031	Lv.31	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230032	Lv.32	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230033	Lv.33	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230034	Lv.34	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230035	Lv.35	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230036	Lv.36	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230037	Lv.37	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230038	Lv.38	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230039	Lv.39	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
230040	Lv.40	狂热信徒的祈祷	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>\<color=ff7b02>弱化（冰冻、石化、沉默、混乱、眩晕、睡眠）</color>及 <color=ff7b02>时间系减益效果无效</color>
2400	诸神强袭	魔界大门开启，古神纷纷降临。		
240001	Lv.1	恶魔的征兆	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240002	Lv.2	诸神的降临	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240003	Lv.3	诸神的进击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240004	Lv.4	诸神的侵略	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240005	Lv.5	诸神的急袭	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240006	Lv.6	诸神的袭击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240007	Lv.7	诸神的侵略	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240008	Lv.8	诸神的掠夺	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240009	Lv.9	诸神的追击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240010	Lv.10	诸神的陨落	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240011	Lv.11	诸神的战争	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240012	Lv.12	诸神的猛击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240013	Lv.13	诸神的争斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240014	Lv.14	诸神的激斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240015	Lv.15	诸神的奋斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240016	Lv.16	诸神的血斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240017	Lv.17	诸神的乱斗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240018	Lv.18	诸神的电击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240019	Lv.19	诸神的血战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240020	Lv.20	诸神的激战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240021	Lv.21	诸神之盾	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240022	Lv.22	诸神的要塞	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240023	Lv.23	诸神的提防	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240024	Lv.24	诸神的防御	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240025	Lv.25	诸神的警戒	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240026	Lv.26	诸神的守卫	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240027	Lv.27	诸神的戒严	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240028	Lv.28	诸神的援护	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240029	Lv.29	神圣的抵抗	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240030	Lv.30	诸神的抗战	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
240031	Lv.31	诸神的火战车	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、 <color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240032	Lv.32	诸神的突击	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240033	Lv.33	诸神的爆击	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240034	Lv.34	诸神的连击	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240035	Lv.35	诸神的强击	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240036	Lv.36	诸神的雷击	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240037	Lv.37	诸神的陨落	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240038	Lv.38	诸神的击破	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240039	Lv.39	诸神的击灭	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color> <color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
240040	Lv.40	诸神的灾难	空栏	<color=ff0000>敌方队伍：</color> <color=ff7b02>Drive充能量</color><color=ffc400>↑</color>、<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>，<color=ff7b02>弱化（冰冻、石化、沉默、混乱、眩晕）</color> 及<color=ff7b02>时间系减益效果无效</color>
250001	Lv.1	恶魔的征兆	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250002	Lv.2	诸神的降临	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250003	Lv.3	诸神的进击	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250004	Lv.4	诸神的侵略	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250005	Lv.5	诸神的急袭	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250006	Lv.6	诸神的袭击	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250007	Lv.7	诸神的侵略	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250008	Lv.8	诸神的掠夺	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250009	Lv.9	诸神的追击	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250010	Lv.10	诸神的陨落	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250011	Lv.11	诸神的战争	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250012	Lv.12	诸神的猛击	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250013	Lv.13	诸神的争斗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250014	Lv.14	诸神的激斗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250015	Lv.15	诸神的奋斗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250016	Lv.16	诸神的血斗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250017	Lv.17	诸神的乱斗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250018	Lv.18	诸神的电击	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250019	Lv.19	诸神的血战	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250020	Lv.20	诸神的激战	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250021	Lv.21	诸神之盾	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250022	Lv.22	诸神的要塞	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250023	Lv.23	诸神的提防	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250024	Lv.24	诸神的防御	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250025	Lv.25	诸神的警戒	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250026	Lv.26	诸神的守卫	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250027	Lv.27	诸神的戒严	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250028	Lv.28	诸神的援护	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250029	Lv.29	神圣的抵抗	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250030	Lv.30	诸神的抗战	空栏	<color=ff0000>对敌方队伍</color>赋予<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
250031	Lv.31	诸神的火战车	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250032	Lv.32	诸神的突击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250033	Lv.33	诸神的爆击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250034	Lv.34	诸神的连击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250035	Lv.35	诸神的强击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250036	Lv.36	诸神的雷击	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250037	Lv.37	诸神的陨落	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250038	Lv.38	诸神的击破	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250039	Lv.39	诸神的击灭	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>
250040	Lv.40	诸神的灾难	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>、\<color=ff7b02>弱点攻击力</color>与<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、\<color=ff7b02>弱点防御力</color>与<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>\<color=ff7b02>减益效果（冰冻、石化、沉默、混乱和眩晕）</color>和<color=ff7b02>时间系减益效果无效</color>
2600	诸神强袭	魔界大门开启，古神纷纷降临。		
260001	Lv.1	维纳斯的恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
