// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	Invitation	From Death		
210026	Lv.26	Guard of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
210027	Lv.27	High alert of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
210028	Lv.28	Protection of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
210029	Lv.29	Holy resistance	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
210030	Lv.30	Offense and defense of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
210031	Lv.31	Fiery chariot of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210032	Lv.32	Onslaught of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210033	Lv.33	Bombing of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210034	Lv.34	Barrage of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210035	Lv.35	Strike of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210036	Lv.36	Torpedo attack of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210037	Lv.37	Surrender of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210038	Lv.38	Annihilation of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210039	Lv.39	Extermination of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
210040	Lv.40	Catastrophe of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>\<color=ff7b02>Nullifies Debuffs (Freeze, Petrify, Silence, Confuse, and Stun)</color> and <color=ff7b02>Time-based Debuffs</color>
2200	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
220001	Lv.1	Sign of the Devil	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220002	Lv.2	Descent of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220003	Lv.3	Charge of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220004	Lv.4	Invasion of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220005	Lv.5	Assault of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220006	Lv.6	Raid of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220007	Lv.7	Invasion of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220008	Lv.8	Plundering of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220009	Lv.9	Pursuit of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220010	Lv.10	Surrender of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220011	Lv.11	War of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220012	Lv.12	Bombardment of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220013	Lv.13	Strife of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220014	Lv.14	Blitzkrieg of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220015	Lv.15	Struggle of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220016	Lv.16	Bloodbath of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220017	Lv.17	Brawl of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220018	Lv.18	Blitz of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220019	Lv.19	Carnage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220020	Lv.20	Hard-fought battle of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220021	Lv.21	Shield of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220022	Lv.22	Stronghold of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220023	Lv.23	Embankment of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220024	Lv.24	Defense of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220025	Lv.25	Vigilance of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220026	Lv.26	Guard of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220027	Lv.27	High alert of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220028	Lv.28	Protection of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220029	Lv.29	Holy resistance	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220030	Lv.30	Resistance of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
220031	Lv.31	Fiery chariot of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220032	Lv.32	Onslaught of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220033	Lv.33	Bombing of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220034	Lv.34	Barrage of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220035	Lv.35	Strike of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220036	Lv.36	Torpedo attack of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220037	Lv.37	Surrender of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220038	Lv.38	Annihilation of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220039	Lv.39	Extermination of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
220040	Lv.40	Catastrophe of the gods	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>,\<color=ff7b02>Nullifies Debuffs (Freeze, Petrify, Silence, Confuse, and Stun)</color> and <color=ff7b02>Time-based Debuffs</color>
2300	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
230001	Lv.1	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230002	Lv.2	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230003	Lv.3	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230004	Lv.4	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230005	Lv.5	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230006	Lv.6	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230007	Lv.7	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230008	Lv.8	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230009	Lv.9	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230010	Lv.10	Pious Treachery	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230011	Lv.11	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230012	Lv.12	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230013	Lv.13	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230014	Lv.14	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230015	Lv.15	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230016	Lv.16	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230017	Lv.17	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230018	Lv.18	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230019	Lv.19	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230020	Lv.20	Exorcising Incantation	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230021	Lv.21	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230022	Lv.22	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230023	Lv.23	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230024	Lv.24	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230025	Lv.25	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230026	Lv.26	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230027	Lv.27	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230028	Lv.28	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230029	Lv.29	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230030	Lv.30	Warped Faith	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
230031	Lv.31	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230032	Lv.32	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230033	Lv.33	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230034	Lv.34	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230035	Lv.35	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230036	Lv.36	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230037	Lv.37	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230038	Lv.38	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230039	Lv.39	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>,<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
230040	Lv.40	Zealot's Prayers	BLANK	<color=ff0000>Enemy Team: </color> <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>\and <color=ff7b02>nullifies Disable Debuffs (Freeze, Petrify, Silence, Confuse, Stun, Sleep)</color> and <color=ff7b02>Time Debuffs</color>
2400	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
240001	Lv.1	Sign of the Devil	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240002	Lv.2	Descent of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240003	Lv.3	Charge of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240004	Lv.4	Invasion of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240005	Lv.5	Assault of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240006	Lv.6	Raid of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240007	Lv.7	Invasion of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240008	Lv.8	Plundering of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240009	Lv.9	Pursuit of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240010	Lv.10	Surrender of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240011	Lv.11	War of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240012	Lv.12	Bombardment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240013	Lv.13	Strife of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240014	Lv.14	Blitzkrieg of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240015	Lv.15	Struggle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240016	Lv.16	Bloodbath of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240017	Lv.17	Brawl of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240018	Lv.18	Blitz of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240019	Lv.19	Carnage of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240020	Lv.20	Hard-fought battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240021	Lv.21	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240022	Lv.22	Stronghold of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240023	Lv.23	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240024	Lv.24	Defense of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240025	Lv.25	Vigilance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240026	Lv.26	Guard of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240027	Lv.27	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240028	Lv.28	Protection of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240029	Lv.29	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240030	Lv.30	Resistance of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
240031	Lv.31	Fiery chariot of the gods	BLANK	<color=ff0000>Enemy Team: </color> <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>, <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
240032	Lv.32	Onslaught of the gods	BLANK	<color=ff0000>Enemy Team: </color> <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>, <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
240033	Lv.33	Bombing of the gods	BLANK	<color=ff0000>Enemy Team: </color> <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>, <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
240034	Lv.34	Barrage of the gods	BLANK	<color=ff0000>Enemy Team: </color> <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>, <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
