// key	CHARACTER_DESCRIPTION_
20100029	Revenge Girl's light never goes out.\"Try to run, at least until this rage subsides."
20100030	Revenge Girl's darkness is committed to revenge.\"Do what you will. I'll still take everything."
20100031	It lives as long as you are lonely. Keep it in a plastic bottle or it will evaporate in several minutes.
20100032	It lives as long as you bear hatred.\Keep your desk neat or it will get irritated.
20100033	It lives as long as it has your trust. Although it loves basking in the woods, it's not capable of photosynthesis yet.
20100034	It lives as long as you are anxious. Your eyes, shoulders, and lower back will tire if you stare at it too long.
20100035	It lives as long as you are sad\and averages 26 hours of sleep.
20100036	Defined by a countenance crossed with a subtle knife of a smile...
20100039	It prefers to eat frozen weeds.
20100040	Proven to inhabit tropical regions.
20100041	They say it will scatter fairy dust if raised with love,\but don't let rumors fool you.
20100042	Legend says it was born from a cocoon that was struck by lightning.
20100043	On close inspection, you see it's a moth.
20100044	Cool air can be felt coming from within.\It might prove useful during the summer.
20100045	A red light can be seen within.\It might prove useful during an emergency.
20100046	If you gather each of the colors,\you might be able to use them as a signal.
20100047	A golden light can be seen within.\It would be optimal for photography.
20100048	A pure white light can be seen within.\It would be optimal for a bedside lamp.
20100049	A gloomy plant that grows in the shade.
20100050	Characterized by a numbing spiciness.
20100051	It's a root plant. Don't confuse it with beans.
20100052	Nickname: Peach\Hated nickname: Peach
20100053	Be careful how you say the name.\It's Dahrk not Dark.
20100054	A syringe for skin inflammation.\Old, weakened skin will be restored like new.
20100055	A syringe for colds. Its active ingredient is believed to be red peppers, not strawberries.
20100056	Contains tree sap effective\for relieving exhaustion and stress.
20100057	No artificial colors or preservatives.\Enjoy worry free.
20100058	Store in the freezer\if you enjoy grape ice cream.
20100059	When asking Evil Cube anything,\you have to say the exact opposite.
20100060	Call Pie Cube if you need help.\It can't say no.
20100061	Put it back where it belongs after use.\May cause severe pain if stepped on.
20100062	Can be used in place of a fluorescent light in the bathroom.
20100063	Observations proved it to be a nocturnal cube.\Just be careful it doesn't make you depressed.
20100064	A cup stand bigger than a cup.
20100065	An extravagant accessory that doesn't look like\it belongs in the meager room of a lazy demon.
20100066	Tests proved it to be a plant.\Can be cultivated for use as emergency food.
20100067	A must-have item for poor demons who are worried about their electric bill.
20100068	Limited to moving left and right.
20100069	Born of your loneliness, this Child starts seething with anger and eventually evaporates if ignored.
20100070	Born of your hatred,\this Child sighs heavily due to pent-up stress.
20100071	This Child was born of your trust.\You took a bite, but it tasted like cucumber.
20100072	Born of your sadness,\this Child's squishy feeling is addictive.
20100073	Born of your anxiety,\this Child is difficult to remove after adhering to clothing.
20100074	It loves your loneliness and supposedly\cures depression if you live with it.
20100075	It loves your hatred and supposedly cures\nerve pain when used in place of a hot water bottle.
20100076	It loves your trust, and a solution made from its boiled whiskers supposedly has an anti-aging effect.
20100077	It loves your sadness,\and its lullaby is supposedly effective against insomnia.
20100078	It loves your anxiety and supposedly\eliminates exhaustion when placed in the home.
20100079	It wants to eat your loneliness.\Must be kept frozen at -18°C or less.
20100080	It wants to eat your hatred. Nicknamed "Cold Hot Water Bottle" due to its lukewarm temperature.
20100081	It wants to eat your trust.\Its hobby is producing starch through photosynthesis.
20100082	It wants to eat your sadness.\You can talk to it about anything, but it never offers advice.
20100083	It wants to eat your anxiety.\If you try to talk to it, it will often ignore you.
20100084	It grows by eating your loneliness and\sings with a voice like a crystal clear river.
20100085	It grows by eating your hatred and\emits just the right amount of heat.
20100086	It grows by eating your trust,\and its giant chlorophylls are now ready to try full-on photosynthesis!
20100087	It grows by eating your sadness.\Don't forget to offer your warm appreciation.
20100088	It grows by eating your anxiety,\but since you don't know what it's thinking, it makes you more anxious.
20100094	A Child born of the tears of arctic penguins...
20100095	Perchance Princess Eos will speak,\but what will her words bring?
20100096	It wants to eat your joy,\but it thinks its top dog, so watch out.
20100097	It grows by eating your joy.\It's wastefully bright, day or night.
20100099	The kindest blue pixie\compared to the average fairy.
20100100	The busiest red pixie\compared to the average fairy.
20100101	The most enjoyable green pixie\compared to the average fairy.
20100102	The loudest light pixie\compared to the average fairy.
20100103	The moodiest black pixie\compared to the average fairy.
20100104	If you hear dripping water,\water-winged Charonn must be near.
20100105	If you hear burning flames,\red-winged Firon must be near.
20100106	If you hear rustling grass,\green-winged Gron must be near.
20100107	If you hear crackling electricity,\bright-winged Liron must be near.
20100108	If you hear loud popping,\black-winged Daron must be near.
20100109	The blue-flamed Azure Dragon is waiting silently for its chance for vengeance.
20100110	Wake, my comrade.\The battle has begun.
20100111	This war is not yet over.\I am Mech Commander, a defeated soldier returned to the battlefield.
20100112	I'm glad to have met you, Master!\I am Mech Soldier, your loyal fighter!
20100113	Hi there, my beloved friend ♪\This dancing doll has been waiting for you for a long time ♪
20100116	I like nice guys.\They're all weak and easily beaten!
20100120	A heinous Child in the form of a baby angel.
20100121	Past memories buried in the desert.\A trace of love from 2,000 years ago.
20100124	Wicked demon!\Prepare to be judged, rora!
20100126	Who needs Christmas?!\Tonight's the night when the demons descend!
20100127	This pitiful demon\reindeer is all alone.
20100133	Aren't you curious what your present is?\Want a peak? Okay, but just a little.
20100136	Mysterious power gathered from across the universe and fortuitously ended up residing in this Cosmim.
20100138	Mysterious power gathered from across the universe and fortuitously ended up residing in this Cosmim.
20100139	Mysterious power gathered from across the universe and fortuitously ended up residing in this Cosmim.\What greater myth could there be?
20100149	Once present, now gone.\A pitiful monster abandoned by its creator.
20100159	A cute-looking ox that's actually an elemental spirit.
20100160	A cute-looking ox that's actually an elemental spirit.
20100161	A cute-looking ox that's actually an elemental spirit.
20100162	A cute-looking ox that's actually an elemental spirit.
20100163	A cute-looking ox that's actually an elemental spirit.
