// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	การเชื้อเชิญ	จากความตาย		
260033	เลเวล 33	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260034	เลเวล 34	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260035	เลเวล 35	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260036	เลเวล 36	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260037	เลเวล 37	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260038	เลเวล 38	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260039	เลเวล 39	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
260040	เลเวล 40	เทศกาลแห่งดวงดาว	ว่าง	<color=ff0000>ทีมศัตรู : </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>, <color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>\<color=ff7b02>ยกเลิกดีบัฟห้ามขยับ (หิน ใบ้ สับสน สตัน หลับ)</color> และ<color=ff7b02>ดีบัฟเวลา</color>, <color=ff7b02>พลังป้องกันความเสียหายคริติคอล</color> <color=ffc400>↑</color>
2900	แร็กนาเบรค	ประตูแห่งโลกปีศาจเปิดออก และเหล่าเทพเจ้าองค์เก่าก็ปรากฏตัว		
290001	เลเวล 1	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290002	เลเวล 2	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290003	เลเวล 3	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290004	เลเวล 4	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290005	เลเวล 5	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290006	เลเวล 6	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290007	เลเวล 7	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290008	เลเวล 8	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290009	เลเวล 9	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290010	เลเวล 10	การฉีดยาอันชั่วร้าย	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290011	เลเวล 11	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290012	เลเวล 12	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290013	เลเวล 13	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290014	เลเวล 14	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290015	เลเวล 15	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290016	เลเวล 16	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290017	เลเวล 17	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290018	เลเวล 18	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290019	เลเวล 19	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290020	เลเวล 20	กองทัพแห่งปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290021	เลเวล 21	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290022	เลเวล 22	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290023	เลเวล 23	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290024	เลเวล 24	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290025	เลเวล 25	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290026	เลเวล 26	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290027	เลเวล 27	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290028	เลเวล 28	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290029	เลเวล 29	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290030	เลเวล 30	บทสวดแห่งเปลวไฟชำระล้าง	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
290031	เลเวล 31	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290032	เลเวล 32	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290033	เลเวล 33	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290034	เลเวล 34	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290035	เลเวล 35	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290036	เลเวล 36	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290037	เลเวล 37	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290038	เลเวล 38	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290039	เลเวล 39	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
290040	เลเวล 40	ความโกรธที่เผาผลาญ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>\<color=ff7b02>ยกเลิกดีบัฟ (ทำให้เป็นหิน, ใบ้, สับสน, สตัน, หลับ) </color>และ<color=ff7b02>ดีบัฟด้านเวลา</color>
3000	แร็กนาเบรค	ประตูแห่งโลกปีศาจเปิดออก และเหล่าเทพเจ้าองค์เก่าก็ปรากฏตัว		
300001	เลเวล 1	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300002	เลเวล 2	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300003	เลเวล 3	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300004	เลเวล 4	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300005	เลเวล 5	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300006	เลเวล 6	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300007	เลเวล 7	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300008	เลเวล 8	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300009	เลเวล 9	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300010	เลเวล 10	การต่อรองเพื่อถอนหมั้น	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300011	เลเวล 11	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300012	เลเวล 12	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300013	เลเวล 13	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300014	เลเวล 14	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300015	เลเวล 15	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300016	เลเวล 16	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300017	เลเวล 17	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300018	เลเวล 18	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300019	เลเวล 19	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300020	เลเวล 20	แต่งงานต่อหน้าพระเจ้าตัวปลอม	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300021	เลเวล 21	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300022	เลเวล 22	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300023	เลเวล 23	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300024	เลเวล 24	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300025	เลเวล 25	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300026	เลเวล 26	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300027	เลเวล 27	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300028	เลเวล 28	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300029	เลเวล 29	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300030	เลเวล 30	เจ้าบ่าวคือผู้ดีแห่งโลกปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
300031	เลเวล 31	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300032	เลเวล 32	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300033	เลเวล 33	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300034	เลเวล 34	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300035	เลเวล 35	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300036	เลเวล 36	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300037	เลเวล 37	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300038	เลเวล 38	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300039	เลเวล 39	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>, <color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>
300040	เลเวล 40	เจ้าบ่าวเป็นเจ้าสาว	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังโจมตีจุดอ่อน</color>และ<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,\<color=ff7b02>พลังป้องกันจุดอ่อน</color>และ<color=ff7b02>เวลาดีบัฟ</color> <color=ffc400>↓</color>\<color=ff7b02>ยกเลิกดีบัฟ (ทำให้เป็นหิน, ใบ้, สับสน, สตัน, หลับ) </color>และ<color=ff7b02>ดีบัฟด้านเวลา</color>
3100	แร็กนาเบรค	ประตูแห่งโลกปีศาจเปิดออก และเหล่าเทพเจ้าองค์เก่าก็ปรากฏตัว		
310001	เลเวล 1	ความมืดมิดจักรกล	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
310002	เลเวล 2	ความมืดมิดจักรกล	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
310003	เลเวล 3	ความมืดมิดจักรกล	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
310004	เลเวล 4	ความมืดมิดจักรกล	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
310005	เลเวล 5	ความมืดมิดจักรกล	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
