// key	SUMMON_SCROLL_NAME_	SUMMON_SCROLL_DESCRIPTION_
2602	5★BLAZBLUE 魂之歌牌召喚券	可讓你獲得神觀之夢或好友三重奏的召喚券。
2603	煉金術師裝備召喚券	可召喚一個精萃燒瓶、煉金術師的手套或是煉金術工具套件的召喚券。(A-C等)
2604	最佳裝備召喚券	可召喚一個精萃燒瓶、煉金術師的手套、煉金術工具套件、激情的麥克風、閃亮服裝或是高音質耳機的召喚券。(A-C等)
2605	鉢里的裝備召喚券	一張召喚鉢里的折扇、鉢里的羽織或鉢里的慰靈符的召喚券。(A-C級)
2606	最佳裝備召喚券(A-C級)	可召喚一個精萃燒瓶、煉金術師的手套、煉金術工具套件、激情的麥克風、閃亮服裝、高音質耳機、鉢里的折扇、鉢里的羽織或鉢里的慰靈符的召喚券。(A-C等)
2607	3★裝備召喚券	獲得隨機裝備。
2608	4★裝備召喚券	獲得隨機裝備。
2609	3★魂之歌牌召喚券	召喚1張魂之歌牌。
2610	4★魂之歌牌召喚券	召喚1張魂之歌牌。
2611	4★裝備召喚券(A~B)	獲得隨機裝備。
2612	3★裝備召喚券(A~B)	獲得隨機裝備。
2701	傳奇_人偶召喚券	召喚1個傳奇人偶。\點擊以下按鈕來察看可召喚的人偶。
2702	史詩_人偶召喚券	召喚1個史詩人偶。\點擊以下按鈕來察看可召喚的人偶。
2703	稀有_人偶召喚券	召喚1個稀有人偶。\點擊以下按鈕來察看可召喚的人偶。
2704	罕見_人偶召喚券	召喚1個罕見人偶。\點擊以下按鈕來察看可召喚的人偶。
2705	常見_人偶召喚券	召喚1個常見人偶。\點擊以下按鈕來察看可召喚的人偶。
2706	高級_人偶召喚券	隨機召喚1個傳奇人偶。\點擊以下按鈕來察看可召喚的人偶。
2707	人偶召喚券	隨機召喚1個傳奇人偶。\點擊以下按鈕來察看可召喚的人偶。
2708	史詩人偶召喚券	隨機召喚1個傳奇人偶。\點擊以下按鈕來察看可召喚的人偶。
2901	+1工具箱	可以取得其中一種+1武器、防具或裝飾品研磨劑。
2903	+3工具箱	可以取得其中一種+3武器、防具或裝飾品研磨劑。
2905	+5工具箱	可以取得其中一種+5武器、防具或裝飾品研磨劑。
2910	+10工具箱	可以取得其中一種+10武器、防具或裝飾品研磨劑。
